Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	898600.0	7172.1685	534200.0	17775.264	1000.0	1000.0	-15118.6045	68408.195	67970.55	22420.74
2	904400.0	10031.949	950700.0	8649.277	1000.0	1000.0	-53931.105	149803.08	147692.88	83539.99
3	978400.0	23567.775	942400.0	18874.32	1000.0	1000.0	-97569.305	879464.06	868348.1	472395.25
4	951600.0	25881.268	991400.0	3469.8704	1000.0	1000.0	-139433.75	1536275.9	1513152.2	916516.06
5	989000.0	1414.2136	988300.0	3848.3762	1000.0	1000.0	-170163.78	2373218.0	2336885.2	1340665.6
6	979000.0	10862.78	938200.0	75369.484	1000.0	1000.0	-187384.84	2599044.0	2562549.0	1468989.8
7	980200.0	10979.981	792100.0	105345.58	1000.0	1000.0	-192469.94	2271664.8	2240625.5	1506307.4
8	957200.0	48688.4	990100.0	11776.671	1000.0	1000.0	-193199.89	2639614.8	2623131.2	1681398.4
9	958000.0	58927.074	945300.0	73676.39	1000.0	1000.0	-192900.92	2648758.2	2662199.2	1697136.2
10	971400.0	42230.793	843800.0	124107.86	1000.0	1000.0	-192757.33	2227267.2	2242801.2	1509126.8
11	919200.0	89051.44	792000.0	153812.88	1000.0	1000.0	-190169.62	1663160.5	1668716.1	1275313.1
12	812600.0	183727.61	974200.0	27628.969	1000.0	1000.0	-189551.8	1173983.6	1177922.5	1008762.4
13	937200.0	57478.344	802500.0	161738.84	1000.0	1000.0	-183296.4	893796.4	898435.25	849118.2
14	881600.0	137659.86	941800.0	116491.03	1000.0	1000.0	-175801.14	700542.2	703789.5	717120.5
15	936600.0	37670.15	953300.0	31112.86	1000.0	1000.0	-166173.3	571476.8	572682.44	599821.8
16	887200.0	154348.17	785000.0	147676.0	1000.0	1000.0	-157123.77	420268.7	418171.25	462050.47
17	783400.0	115679.91	966500.0	33410.33	1000.0	1000.0	-147992.31	329963.16	326956.75	374297.6
18	933800.0	85469.06	902000.0	106951.39	1000.0	1000.0	-139922.2	256175.19	252854.94	298089.9
19	864800.0	128930.06	979300.0	7225.6484	1000.0	1000.0	-133527.05	210736.11	208146.81	259575.14
