Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-2426.5137	51.551212	-2343.7163	-2483.9849	1000.0	-0.022437833	0.9086664	2.1283803	-2.0839257	5000	-0.19243601	50961.54	-0.01750496	-6150.1406	7.4159994	0.0071644546	5.8628551959991455
1	-2265.5652	76.30931	-2127.832	-2354.4248	1000.0	-14.421508	0.48085842	-8.131839	-14.95242	10000	-0.16996016	39060.863	-0.012938529	-2698.0508	7.3430877	0.0049439683	11.354335069656372
2	-2189.2202	58.091156	-2109.485	-2284.9824	1000.0	-21.577305	0.0800375	-20.62744	-21.646036	15000	-0.11078416	32831.28	-0.008964159	-1947.1211	7.300053	0.005757462	16.975061416625977
3	-1740.6013	832.5045	-84.972084	-2248.5925	813.8	-27.195705	0.04491108	-26.61432	-27.229876	20000	-0.099283814	29808.605	-0.008507617	-1690.6406	7.3270874	0.0053778	22.83253264427185
4	-2034.8098	110.49265	-1857.5876	-2196.413	1000.0	-32.38945	0.02948645	-31.8112	-32.410477	25000	-0.05106083	24739.564	-0.008406255	-1434.584	7.317439	0.0021641122	28.740519046783447
5	-1964.2523	70.87792	-1879.1466	-2065.8367	1000.0	-37.20927	0.033993263	-35.65479	-37.2253	30000	-0.13572192	21242.686	-0.008038491	-1258.5645	7.373117	0.0016622818	34.634758710861206
6	-1935.8099	44.381298	-1885.8165	-2011.0259	1000.0	-41.77659	0.020042064	-41.37222	-41.78837	35000	-0.16653828	19380.951	-0.0072302967	-1159.2969	7.34847	0.004394257	40.58663463592529
7	-1902.6498	83.7243	-1745.717	-1981.7983	1000.0	-46.213097	0.018657567	-45.821754	-46.2236	40000	-0.15877238	17295.645	-0.0063548386	-1065.5771	7.323744	0.003569746	46.54012417793274
8	-1859.7838	80.44767	-1705.7778	-1935.3439	1000.0	-50.529037	0.01486032	-50.239845	-50.536892	45000	-0.12058905	15259.28	-0.0062470734	-965.1367	7.3955264	0.003983789	52.784326791763306
9	-1797.9717	106.09751	-1654.6014	-1941.5554	1000.0	-54.6967	0.0173924	-54.13515	-54.704426	50000	-0.15119627	12937.878	-0.006798461	-805.25586	7.332994	0.0028278886	59.618680477142334
10	-1739.9996	78.488045	-1653.6459	-1883.5411	1000.0	-58.577118	0.011933361	-58.26248	-58.583054	55000	-0.16895305	11070.194	-0.005241737	-723.5176	7.3399315	0.003206987	65.89955163002014
11	-1730.0146	84.85231	-1581.5957	-1823.732	1000.0	-62.309464	0.011884574	-62.047794	-62.314938	60000	-0.08426739	10010.98	-0.006656334	-655.4424	7.325938	0.001500697	72.02134466171265
12	-1666.7067	31.351969	-1635.0964	-1722.6373	1000.0	-65.92414	0.010667251	-65.65134	-65.929	65000	-0.13045867	8285.241	-0.004861206	-571.54834	7.328611	0.0021925138	78.54823708534241
13	-1597.8762	19.427473	-1573.1517	-1632.6097	1000.0	-69.36418	0.009656424	-69.009415	-69.36853	70000	-0.1821476	6655.732	-0.004682228	-464.28613	7.3493686	0.0032010467	85.11269068717957
14	-1584.02	83.4288	-1450.1056	-1687.387	1000.0	-72.53044	0.0077601457	-72.34888	-72.53428	75000	-0.16948523	6016.242	-0.0037813187	-415.40234	7.337619	0.0025560977	91.70964765548706
15	-1555.281	48.37146	-1499.9385	-1611.3187	1000.0	-75.57415	0.009417431	-75.25119	-75.57777	80000	-0.07946988	5252.016	-0.003879115	-371.10986	7.318823	0.0028799283	98.48659372329712
