Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	13922067.0	7509.602	13941741.0	1882.1364	1000.0	1000.0	-450338.3	226970830.0	231662740.0	91676690.0
2	13924566.0	4704.0767	13929394.0	6495.7	1000.0	1000.0	-5262085.5	7986139000.0	8077202000.0	2262096600.0
3	13934198.0	8764.488	13933198.0	7317.437	1000.0	1000.0	-12744706.0	19244982000.0	19387535000.0	2948791800.0
4	13935290.0	8760.854	13910902.0	21549.709	1000.0	1000.0	-11523559.0	8842712000.0	8860507000.0	841246100.0
5	13923885.0	4528.589	13924270.0	13242.218	1000.0	1000.0	-9244692.0	2665535000.0	2661133300.0	414724800.0
6	13927155.0	7775.0483	11417029.0	4994383.0	1000.0	820.5	-7700922.5	864600960.0	866211460.0	273035780.0
7	13933654.0	2985.94	13931859.0	9886.186	1000.0	1000.0	-6398289.5	416520450.0	422435780.0	179217220.0
8	13928109.0	10015.015	11196653.0	5476564.0	1000.0	803.5	-5318853.0	224023650.0	226734000.0	108470616.0
9	13924611.0	8505.116	9340953.0	5712754.5	1000.0	670.8	-4619630.0	146148800.0	147510190.0	80043800.0
10	8920302.0	5948592.0	11258615.0	5081514.0	641.0	808.8	-3977626.2	360862050.0	360702140.0	95369780.0
11	13216054.0	1418027.8	10591830.0	3731828.0	949.0	760.2	-3523187.2	740780100.0	740440960.0	110373050.0
12	9176716.0	4437305.0	10668219.0	5204774.0	658.75	766.9	-3199490.5	631855500.0	632393900.0	96370010.0
13	12178027.0	3906863.5	10188321.0	5654705.5	874.5	731.2	-2814050.2	652730000.0	652861630.0	78650136.0
14	12885238.0	2108190.5	12601056.0	3995862.2	924.4	904.4	-2565904.8	551016450.0	550918200.0	73139040.0
15	11767091.0	4844633.5	12652418.0	3841019.8	844.5	908.1	-2360080.5	428791900.0	428894180.0	62226944.0
16	10669133.0	5219423.5	11288958.0	5289182.0	765.5714	810.2	-2154645.5	331571000.0	331183680.0	46686196.0
17	10125179.0	6016290.5	12651640.0	3850057.8	726.8571	907.9	-2007533.5	308892300.0	308253800.0	44394736.0
18	13934198.0	5159.404	13926349.0	4837.396	1000.0	1000.0	-1936887.6	346711400.0	345775260.0	44732016.0
19	11545291.0	4769683.5	13928496.0	5194.081	828.8	1000.0	-1879368.9	279302850.0	278755420.0	36850916.0
20	13933312.0	8378.637	13928064.0	4080.4517	1000.0	1000.0	-1799661.1	307359140.0	306713400.0	37844532.0
21	12110940.0	4083431.5	13275326.0	1968662.2	869.0	952.9	-1724209.2	206798860.0	206367200.0	30746732.0
22	10191019.0	5927455.5	12118226.0	3048596.5	731.1429	869.5	-1669069.1	213351890.0	213006370.0	32430780.0
23	7105918.0	5312543.5	7735196.0	6161944.5	510.9091	555.1	-1619829.5	246317970.0	245793390.0	32832312.0
24	6670997.0	4999067.5	9994061.0	5486914.0	478.66666	717.5	-1581954.2	302555400.0	301633150.0	36151776.0
25	8181190.0	5585866.5	5923969.5	5741259.0	592.375	425.1	-1568564.5	395605000.0	394828860.0	36614636.0
26	4793161.0	5023412.0	10845283.0	4310038.5	344.3125	778.8	-1547337.5	403842430.0	402845950.0	37285976.0
27	7925318.0	6074894.0	12482396.0	3981346.0	568.75	897.0	-1527642.6	455998880.0	455438270.0	37002664.0
28	13937834.0	2791.628	13440125.0	1478940.4	1000.0	964.6	-1509302.1	433142560.0	432581800.0	36105920.0
29	10414227.0	5553279.0	12790546.0	3418028.2	748.4286	918.2	-1493678.0	439610430.0	439111260.0	35801652.0
