Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	4483.5415	88.18322	4626.6753	4399.4116	1000.0	-0.074653275	0.72369766	2.863515	-2.2683206	5000	0.05433697	172326.25	-0.0952228	-11585.3125	16.502287	0.8674636	20.027361154556274
1	4500.4	69.32495	4632.72	4444.4956	1000.0	14.150048	1.7047284	14.735808	-10.56631	10000	0.04530964	161879.66	-0.052834477	-5392.2344	16.496979	0.8642939	30.462261199951172
2	4470.936	69.83562	4548.52	4340.126	1000.0	21.015915	1.0921171	21.135517	-18.511497	15000	0.011277423	155610.19	-0.035374828	-4452.7344	16.410366	0.82446086	41.20550513267517
3	4497.4795	47.13849	4571.444	4441.7017	1000.0	26.784037	1.0372379	26.868023	-4.133859	20000	-0.036134493	152155.48	-0.029603388	-4206.9062	16.485373	0.86092585	52.31320095062256
4	4517.1396	35.904335	4549.713	4450.1636	1000.0	32.328377	0.4575687	32.365337	17.557093	25000	0.04983081	148613.45	-0.02733944	-4002.4375	16.394478	0.7967227	62.986018896102905
5	4502.7236	52.253204	4600.096	4455.929	1000.0	37.662018	0.96694845	37.719913	-3.5790527	30000	-0.028842157	143848.27	-0.022669734	-3877.7344	16.551313	0.9010046	73.77788519859314
6	4535.2534	77.04357	4675.1777	4446.2085	1000.0	42.822605	2.3223155	42.96703	-35.543617	35000	-0.083696805	142600.92	-0.017723449	-3853.3125	16.451487	0.82631385	84.45741677284241
7	4492.907	32.40039	4554.3965	4465.8677	1000.0	48.107655	1.6280859	48.168663	-41.013638	40000	0.03339601	136532.7	-0.019227993	-3678.9844	16.33146	0.76532394	95.3287501335144
8	4509.1123	45.958412	4556.8354	4425.1997	1000.0	53.16841	2.424604	53.285454	-30.063745	45000	0.021963215	132850.61	-0.021438556	-3620.2578	16.480112	0.79729426	106.28427863121033
9	4505.3877	30.30421	4552.611	4459.1577	1000.0	58.310493	0.5666422	58.33416	36.542564	50000	-0.08916001	129578.04	-0.01821135	-3500.3672	16.483522	0.81052566	117.1331148147583
10	4504.8804	29.95785	4553.3276	4473.4775	1000.0	63.343674	0.43810192	63.35694	35.571907	55000	-0.026725646	125656.375	-0.016773708	-3393.5625	16.463005	0.84965956	129.17032384872437
11	4499.5913	52.830032	4588.0513	4433.6636	1000.0	68.2617	2.1292934	68.32559	-46.007496	60000	-0.07317612	122446.92	-0.017699428	-3355.289	16.484043	0.8140254	140.24875044822693
12	4473.997	62.857162	4554.7734	4374.271	1000.0	73.22172	0.79256314	73.25581	33.70927	65000	0.10639365	117488.305	-0.015607014	-3221.0938	16.428497	0.7921098	151.3811149597168
13	4508.298	59.293205	4625.1206	4466.782	1000.0	78.1093	0.37414038	78.121925	53.50388	70000	-0.0036108277	116236.16	-0.012983526	-3180.2578	16.422848	0.8897453	162.79859733581543
14	4536.3555	19.164616	4569.7363	4510.0703	1000.0	82.96005	1.0808887	82.981125	7.445295	75000	0.023328235	115002.32	-0.014212684	-3185.1328	16.375612	0.7840962	173.90385723114014
15	4530.29	29.406088	4584.253	4504.59	1000.0	87.83879	0.43072775	87.85619	71.118484	80000	0.008395996	111941.77	-0.014146442	-3096.8984	16.377453	0.75841165	184.94370245933533
16	4479.9	8.12588	4489.9497	4471.19	1000.0	92.53027	4.281575	92.6872	-84.039474	85000	0.012218115	105159.77	-0.011984591	-3020.5	16.422756	0.8069347	196.2292914390564
17	4483.5635	25.434887	4521.1553	4454.7124	1000.0	97.355034	2.1866674	97.43145	-0.16214049	90000	-0.07499963	102013.35	-0.016291134	-2913.1172	16.424822	0.78662497	207.52463388442993
18	4499.1963	66.393135	4583.125	4388.2637	1000.0	102.05114	2.5183833	102.125084	-57.401157	95000	-0.010835224	100496.44	-0.012820709	-2886.1875	16.2827	0.70350146	218.79789233207703
19	4461.8296	14.292964	4485.1733	4446.546	1000.0	106.76525	1.7610186	106.82275	5.805097	100000	0.010363959	95235.516	-0.010543412	-2751.4375	16.394405	0.8049324	229.96230220794678
