Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	907600.0	7144.2285	664500.0	14650.938	1000.0	1000.0	-16550.688	75689.83	75786.72	29514.055
2	899800.0	3370.46	655900.0	11962.022	1000.0	1000.0	-68623.25	341568.28	337509.78	184592.45
3	762000.0	157236.12	934100.0	16973.215	1000.0	1000.0	-134340.84	953597.9	943676.0	511951.78
4	910600.0	38645.05	926400.0	19272.78	1000.0	1000.0	-170871.34	1782378.9	1758840.2	880995.8
5	869400.0	133962.1	943500.0	12347.064	1000.0	1000.0	-191864.53	2106339.2	2090629.1	1124143.1
6	912800.0	84321.76	947900.0	10367.738	1000.0	1000.0	-202729.38	1809544.0	1809776.9	1192676.5
7	869400.0	129845.445	860300.0	51264.12	1000.0	1000.0	-212825.42	1662016.9	1671288.4	1227672.8
8	911400.0	21941.74	899800.0	67545.24	1000.0	1000.0	-209615.78	1305763.9	1317497.8	1124488.4
9	902800.0	83903.27	965200.0	10870.143	1000.0	1000.0	-202783.45	973804.9	989894.4	967424.5
10	953600.0	18205.492	903900.0	78885.3	1000.0	1000.0	-195064.67	778909.44	781704.6	816137.3
11	806800.0	150927.0	889800.0	73338.664	1000.0	1000.0	-184932.28	577736.8	574779.75	630623.44
12	895200.0	86332.84	896800.0	52942.99	1000.0	1000.0	-173538.52	431294.25	430878.4	515829.75
13	829800.0	107508.88	841300.0	132224.08	1000.0	1000.0	-164695.3	323880.72	327312.12	403472.56
14	749200.0	109556.195	828400.0	137151.89	1000.0	1000.0	-155838.73	252465.25	252894.62	325084.06
15	799800.0	112041.77	836900.0	128859.96	1000.0	1000.0	-146981.28	208570.8	208878.38	275009.0
16	892600.0	113040.875	786900.0	157921.16	1000.0	1000.0	-137986.1	179920.9	178609.61	233073.84
17	832400.0	134712.42	794500.0	100005.25	1000.0	1000.0	-130845.234	163115.88	160930.84	204990.4
18	833600.0	140855.39	899500.0	70889.0	1000.0	1000.0	-125313.15	151734.45	149970.16	185957.33
19	903400.0	83784.484	962700.0	13244.243	1000.0	1000.0	-120919.734	138814.45	136887.69	169795.3
20	947800.0	28322.43	968900.0	13692.698	1000.0	1000.0	-116919.27	132361.92	130795.15	160281.72
21	946200.0	31511.266	947900.0	36341.297	1000.0	1000.0	-114050.0	123564.336	122558.16	149029.48
22	943200.0	24830.627	880500.0	131066.586	1000.0	1000.0	-111314.56	117580.695	117181.336	141851.25
23	914600.0	68738.93	944600.0	22769.277	1000.0	1000.0	-108794.93	111385.14	110698.984	133085.77
24	926400.0	34447.64	892100.0	85613.61	1000.0	1000.0	-106692.29	104047.34	103857.24	123859.81
25	940400.0	13529.228	941100.0	41205.46	1000.0	1000.0	-104834.28	101461.22	100982.164	122588.47
26	926200.0	16191.355	884300.0	147264.42	1000.0	1000.0	-103230.21	97244.21	97043.984	114011.34
27	848200.0	147996.5	948200.0	31278.746	1000.0	1000.0	-101901.25	93227.56	92870.09	109633.75
28	951800.0	19589.793	963100.0	9554.58	1000.0	1000.0	-100549.31	89781.44	89650.305	105039.56
29	942800.0	30334.139	968700.0	18016.936	1000.0	1000.0	-99204.43	86753.02	86428.13	101509.85
