Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-2432.2012	37.0467	-2393.8328	-2482.0388	1000.0	-0.023466934	0.9135805	2.094192	-2.1208303	5000	-0.1637774	50487.92	-0.016331881	-6127.6094	7.5259275	0.114111915	13.238647222518921
1	-2271.0454	44.58813	-2205.67	-2335.6074	1000.0	-14.437588	0.42504567	-11.022741	-14.962401	10000	-0.16076641	38774.42	-0.012744576	-2691.0078	7.455207	0.11566848	21.278425931930542
2	-2221.0483	61.56091	-2119.3713	-2282.8896	1000.0	-21.588282	0.08926864	-20.323172	-21.664543	15000	-0.054890405	34329.613	-0.010716226	-2023.6738	7.4100795	0.112811245	28.57636308670044
3	-2091.2722	91.04054	-1986.5303	-2241.9878	1000.0	-27.30553	0.045498166	-26.676695	-27.340984	20000	-0.07605565	27284.557	-0.008785047	-1594.1367	7.4679055	0.14126563	35.55240988731384
4	-2083.026	112.87556	-1983.3223	-2288.2505	1000.0	-32.365902	0.035122097	-31.422646	-32.386837	25000	-0.090258986	26046.885	-0.007599078	-1504.3672	7.436794	0.12100455	42.6221125125885
5	-1959.9775	43.3119	-1928.0609	-2045.5093	1000.0	-37.2877	0.02739599	-36.63491	-37.30372	30000	-0.14111415	20886.68	-0.008513391	-1244.3301	7.467711	0.09375166	49.64677381515503
6	-1581.566	756.4815	-69.733154	-2004.031	808.8	-41.836357	0.022115415	-41.35167	-41.84792	35000	-0.084827945	19602.438	-0.00815478	-1159.7344	7.42812	0.08315688	56.81951856613159
7	-1882.8975	49.39105	-1801.2405	-1927.508	1000.0	-46.271774	0.018455846	-45.634315	-46.281193	40000	-0.09500718	16573.0	-0.0047773793	-1020.27344	7.446457	0.123989806	63.973334312438965
8	-1811.2744	56.08191	-1752.3433	-1890.2781	1000.0	-50.501705	0.015352903	-50.080025	-50.51006	45000	-0.08654958	14259.472	-0.006767273	-898.8447	7.4886928	0.092866905	71.03172969818115
9	-1779.5026	64.08594	-1685.8441	-1882.4222	1000.0	-54.536663	0.01663624	-53.900127	-54.543476	50000	-0.12299775	12549.646	-0.0051499084	-803.2676	7.4291515	0.09704898	78.04787111282349
10	-1408.4213	671.2532	-67.8428	-1805.0494	810.2	-58.414074	0.012083994	-58.072906	-58.419903	55000	-0.14842087	11196.729	-0.0031425804	-730.9912	7.422783	0.08369488	85.69005274772644
