Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-1787.343	811.6059	-169.32571	-2303.5007	819.4	0.008247772	0.48843685	1.8180943	-1.5574393	5000	-0.03616924	40262.812	-0.017036464	-5326.1523	7.95365	0.5721156	14.548771381378174
1	-2073.474	104.665886	-1953.7627	-2268.693	1000.0	-14.012137	0.5625742	-10.033793	-14.550597	10000	-0.03751644	32048.146	-0.012437984	-2435.6992	7.8840327	0.5757133	21.508219957351685
2	-2043.8734	49.168118	-1954.5835	-2098.3242	1000.0	-21.175062	0.1121422	-18.809807	-21.243525	15000	0.004630362	29324.64	-0.008476261	-1868.2344	7.854048	0.5231377	28.726279258728027
3	-1998.3066	54.16513	-1916.6782	-2074.4553	1000.0	-26.943865	0.049178805	-25.855078	-26.972513	20000	-0.027417636	24627.373	-0.010558067	-1544.9121	7.855597	0.5233944	35.97275996208191
4	-1910.7809	58.456356	-1817.7024	-1985.8247	1000.0	-32.145863	0.03367699	-31.37178	-32.16487	25000	-0.081566125	21397.93	-0.009593099	-1344.2344	7.8378873	0.48984662	43.1558735370636
5	-1850.7527	73.114555	-1762.8907	-1983.9281	1000.0	-37.021168	0.03444463	-35.97303	-37.03607	30000	-0.0945815	18497.455	-0.0070838556	-1175.4766	7.812686	0.5399001	50.316506147384644
6	-1811.5085	58.203117	-1734.1553	-1884.7983	1000.0	-41.632057	0.027761834	-40.96214	-41.643776	35000	-0.027436368	16480.838	-0.009031884	-1072.1406	7.9633374	0.55707294	57.42837643623352
7	-1812.444	53.72776	-1746.6305	-1887.7731	1000.0	-46.089703	0.021412224	-45.538284	-46.09864	40000	-0.087266274	14887.862	-0.0059106573	-974.5664	7.81471	0.47566417	64.61179637908936
8	-1776.7441	34.066433	-1735.81	-1817.7046	1000.0	-50.399986	0.023912778	-49.36258	-50.407066	45000	-0.09922479	13301.551	-0.00781925	-901.59863	7.902743	0.5175907	71.85560297966003
9	-1679.8235	77.07102	-1558.148	-1777.5507	1000.0	-54.602974	0.021855682	-53.530857	-54.609245	50000	-0.02894798	10862.253	-0.0065998957	-740.0322	7.903207	0.5559002	79.1008608341217
10	-1651.2887	51.791386	-1554.3971	-1699.0153	1000.0	-58.4871	0.014693825	-57.99695	-58.49218	55000	-0.031117486	9093.556	-0.0068146307	-631.6914	7.7924657	0.4552112	86.84358191490173
11	-1587.7874	60.148193	-1516.7787	-1679.0299	1000.0	-62.133686	0.014423147	-61.690872	-62.138897	60000	-0.07752107	7707.4033	-0.0053915754	-555.8799	7.7901235	0.4324298	94.15534043312073
12	-1528.4808	24.210344	-1497.582	-1565.2478	1000.0	-65.6164	0.01584633	-64.96719	-65.62082	65000	-0.086856365	6409.6577	-0.004563771	-468.4209	7.8590155	0.4863405	101.42324423789978
13	-1514.586	64.39306	-1434.0902	-1610.712	1000.0	-68.879585	0.012709098	-68.422485	-68.88333	70000	-0.0610151	5633.4336	-0.0050906837	-419.12695	7.8339095	0.49182934	108.56372404098511
14	-1472.343	53.407127	-1408.0269	-1553.0815	1000.0	-72.02044	0.010387251	-71.74314	-72.02411	75000	-0.01221735	4548.098	-0.0043010376	-338.00635	7.7970695	0.46144336	115.73821377754211
15	-1388.089	47.850403	-1324.9702	-1442.1265	1000.0	-74.90748	0.013150392	-74.52115	-74.9112	80000	-0.03961066	3368.032	-0.0044427663	-246.02222	7.831356	0.4940659	123.2938163280487
16	-1439.9077	82.51367	-1315.1523	-1518.3501	1000.0	-77.43183	0.009964919	-77.02669	-77.4349	85000	-0.037444375	3537.3767	-0.005087618	-249.74023	7.8368983	0.45063818	130.6744840145111
17	-1377.6765	54.599598	-1296.2068	-1458.9285	1000.0	-80.00186	0.013343999	-79.29916	-80.0052	90000	-0.07346088	3063.2231	-0.0030759498	-214.72583	7.8171062	0.49005243	138.00880599021912
18	-1305.7139	21.03497	-1275.7833	-1333.4205	1000.0	-82.44917	0.008196488	-82.1751	-82.4519	95000	-0.047738496	2132.3347	-0.0036761165	-147.41028	7.7683907	0.49741632	145.07606506347656
