Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-2232.31	30.86312	-2181.1045	-2262.2285	1000.0	-0.020438304	0.9145052	2.032522	-1.9480699	5000	-0.025229596	43152.21	-0.02067634	-5643.0156	7.953831	0.5330037	14.827514886856079
1	-2152.9717	17.05618	-2128.8015	-2179.2278	1000.0	-14.383953	0.57174534	-7.1224875	-14.972619	10000	-0.044753443	34413.39	-0.0137638785	-2558.9941	7.838653	0.4902354	21.976704597473145
2	-2125.1558	45.17745	-2091.4822	-2214.108	1000.0	-21.6391	0.08080898	-20.326466	-21.699139	15000	0.047362316	30220.902	-0.012550943	-1897.6699	7.857112	0.5489028	29.123493671417236
3	-2041.7201	40.283348	-1995.3479	-2110.3757	1000.0	-27.347538	0.05549079	-26.331373	-27.387783	20000	0.06288058	25780.303	-0.0133136995	-1577.2715	7.862055	0.52581817	36.3666045665741
4	-1873.4053	58.741463	-1792.302	-1941.4622	1000.0	-32.530636	0.028646786	-31.907614	-32.54984	25000	0.0907709	20437.146	-0.009293541	-1262.0879	7.9013124	0.5703889	43.557438373565674
5	-1863.5621	56.783287	-1813.0577	-1936.2275	1000.0	-37.21187	0.021721493	-36.825832	-37.22607	30000	-0.06570804	18804.152	-0.0075038	-1186.3184	7.911708	0.5229661	50.87794303894043
6	-1840.4775	38.476147	-1777.1312	-1882.8453	1000.0	-41.78863	0.021225318	-41.343468	-41.800995	35000	-0.08094157	16682.049	-0.009439975	-1071.0088	7.8627853	0.49852413	58.14512014389038
7	-1788.2133	51.9606	-1719.438	-1864.8431	1000.0	-46.205864	0.014263654	-45.937447	-46.214794	40000	-0.018202597	14273.413	-0.006606076	-928.75	7.8694487	0.5273716	65.27753639221191
8	-1743.1012	41.3765	-1679.2042	-1805.1561	1000.0	-50.386787	0.014197293	-50.0756	-50.394653	45000	-0.014057052	12623.531	-0.008556535	-847.4912	7.85703	0.4424958	72.36994647979736
9	-1669.5344	57.855164	-1600.1295	-1769.4305	1000.0	-54.439583	0.013781225	-54.139683	-54.446594	50000	-0.05866076	10033.252	-0.004928902	-691.9492	7.893828	0.5385449	79.65968370437622
10	-1362.7771	558.263	-247.25386	-1674.1884	823.0	-58.18052	0.010355162	-57.95148	-58.18625	55000	-0.058696315	9685.757	-0.009308957	-660.7998	7.8323994	0.4712374	87.32795810699463
11	-1288.699	610.41516	-68.821014	-1621.5193	808.4	-61.88397	0.009550292	-61.655952	-61.889038	60000	-0.0031179916	7532.008	-0.003372774	-548.9492	7.754032	0.40611508	94.52643704414368
12	-1502.9255	57.92419	-1423.6879	-1562.6815	1000.0	-65.33765	0.007976209	-65.15443	-65.342026	65000	-0.050248783	6192.2407	-0.006151352	-442.05615	7.8325295	0.47817528	101.64337062835693
13	-1483.9901	84.97851	-1343.4928	-1592.4106	1000.0	-68.500336	0.008105817	-68.32387	-68.50463	70000	-0.15782927	5374.065	-0.0037861615	-383.69238	7.765472	0.38974127	108.94259333610535
14	-1502.5035	64.512474	-1431.7046	-1622.8452	1000.0	-71.50055	0.007980964	-71.308784	-71.504585	75000	-0.17544386	4984.7744	-0.005506754	-360.3423	7.710596	0.3466514	116.5214569568634
15	-1399.1217	76.641174	-1292.9192	-1483.3116	1000.0	-74.46039	0.007241832	-74.29359	-74.46418	80000	-0.020984726	3612.8872	-0.0056252684	-263.72363	7.7903576	0.4448689	124.07210636138916
16	-1419.4812	45.22184	-1344.6425	-1476.2335	1000.0	-77.06642	0.0069119805	-76.92362	-77.069756	85000	-0.08362792	3396.1064	-0.002760902	-254.05054	7.752455	0.42485878	131.11312747001648
