Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-617.1468	87.72088	-486.57898	-722.33606	-1733.0457	60.87485	-1657.7333	-1846.3447	1000.0	1000.0	5000	6.101533	6.442794	44.664864	-9.912865	-7.660045	0.81057674	38.535869121551514
2	-637.8888	72.78458	-514.02094	-738.0198	-2040.6881	53.427765	-1973.317	-2144.9875	1000.0	1000.0	10000	43.93091	16.377054	149.73798	-1.9009342	-47.207214	4.628417	69.59340834617615
3	-1183.908	802.62384	-37.149765	-2057.128	-493.50864	85.655426	-342.22275	-621.99426	684.3333	1000.0	15000	80.30511	7.5874963	168.25446	54.358456	-82.465065	8.691708	99.83128619194031
4	-761.86285	135.16159	-556.9383	-896.39136	-201.22388	107.70369	-68.014534	-361.3551	1000.0	1000.0	20000	80.973305	7.0032845	182.48503	21.272617	-82.570175	6.165993	133.26064896583557
5	-426.09882	145.53767	-276.96005	-666.4676	-3.8885815	64.521164	69.82098	-87.57179	1000.0	1000.0	25000	77.85344	9.5184965	227.32788	2.5038197	-79.39233	6.4619603	166.8172104358673
6	-571.7268	173.9832	-315.60056	-864.56726	-912.6076	97.24179	-775.357	-1144.321	890.5	1000.0	30000	79.35646	17.68933	306.67422	-20.332253	-81.18888	13.157673	201.0767261981964
7	-1171.4148	107.98776	-1006.02905	-1331.3007	-1687.1793	65.70747	-1602.4156	-1830.6304	1000.0	1000.0	35000	93.87642	35.200806	479.09323	-13.672237	-96.645874	38.086998	235.2027566432953
8	-1475.2373	654.4773	-31.294205	-1933.2418	-2513.2559	225.67027	-2069.9666	-2817.621	835.6667	1000.0	40000	131.00249	63.043465	709.62366	-10.521689	-135.38756	104.732414	269.8845751285553
9	-2053.952	118.09744	-1919.7867	-2200.5667	-1880.6594	564.673	-206.8701	-2241.524	1000.0	913.9	45000	183.45476	102.30778	1035.2316	33.805832	-188.79117	186.35333	304.34262466430664
10	-2163.757	96.31692	-1998.2316	-2298.1814	-2096.8972	1030.3922	-39.19057	-2865.2595	1000.0	813.6	50000	242.00822	148.69548	1272.55	3.1660998	-248.93942	327.4711	338.19679284095764
11	-1608.4642	952.6519	-56.119953	-2360.765	-1897.9261	924.9966	-29.648298	-2493.6655	743.2857	805.4	55000	312.40872	194.515	1443.4636	-65.44736	-320.20743	475.83942	372.18553376197815
12	-1933.4987	792.8024	-178.78096	-2441.438	-2581.0413	128.42827	-2426.0325	-2810.363	845.5	1000.0	60000	380.2939	234.29639	1609.2802	2.5177312	-388.83206	636.531	408.6356246471405
13	-1635.1317	844.6774	-215.31007	-2310.852	-2748.1934	166.78418	-2527.3127	-2970.036	736.8333	1000.0	65000	440.9681	265.3099	1705.0994	49.91784	-449.8519	747.54083	445.9296553134918
14	-2032.1569	869.52155	-90.021965	-2509.261	-2668.5134	63.198296	-2526.5103	-2745.3403	839.5	1000.0	70000	485.9043	281.42682	1951.7151	-100.77135	-495.2419	930.48065	484.84517765045166
15	-2269.277	382.01453	-1418.066	-2499.2327	-2123.7969	924.43616	-59.719578	-3031.7678	945.5	789.7	75000	541.8474	298.31754	2098.2214	-40.122818	-552.07745	1197.137	523.6076152324677
16	-2433.2668	238.49913	-2064.9631	-2789.3325	-2726.0386	96.81036	-2621.0732	-2966.454	975.2	1000.0	80000	594.8401	300.51617	2249.9531	-63.638676	-605.0768	1279.1365	563.0861215591431
17	-1867.2432	809.747	-308.17444	-2474.0044	-2011.7145	754.1551	-478.43997	-2777.2744	773.6667	735.0	85000	622.2927	297.95187	2083.8425	-125.75911	-632.0044	1251.2218	598.332028388977
18	-1516.4272	973.39355	-175.34123	-2501.6313	-1786.3191	924.24286	-211.1969	-2729.3958	614.3333	687.7	90000	633.67017	285.84653	1889.5966	-119.01794	-642.9916	1263.093	636.0184261798859
19	-868.41626	642.7154	-55.78565	-2502.4724	-1229.507	964.47784	-44.471066	-2735.6875	361.46155	456.2	95000	649.40137	273.42773	1864.6936	-266.72574	-658.86835	1306.3292	667.1768424510956
20	-1448.1901	708.6169	-222.943	-2711.8313	-1308.9938	930.1741	-86.95074	-2687.6272	591.1111	486.7	100000	651.65076	246.78952	1817.4509	-179.89334	-660.55524	1244.8214	701.1285884380341
21	-1240.5686	877.5497	-143.46916	-2684.538	-1964.0183	886.3192	-257.15576	-2803.583	503.1	727.3	105000	641.0591	219.27304	1719.8926	-364.38293	-649.5191	1172.1316	738.3896250724792
22	-1987.6246	869.0031	-692.23395	-3025.9678	-790.0158	733.6	-176.17534	-2857.769	776.8333	286.0	110000	615.9418	190.48933	1508.2428	-393.237	-623.4259	1023.5074	769.3222625255585
23	-1468.2585	886.02734	-125.007225	-2610.8015	-388.24905	240.45001	-51.151638	-789.01373	586.6667	144.1	115000	583.45416	175.15247	1409.6423	-259.8787	-590.6423	936.7178	798.6825525760651
24	-807.89154	584.94385	-275.50357	-2190.6973	-3000.8088	1.9447812	-2998.4866	-3003.592	323.6154	1000.0	120000	560.3176	156.06215	1235.8307	-481.4895	-567.47656	862.15717	836.9126780033112
25	-1931.2751	717.3367	-337.8785	-2702.8047	-1177.3464	991.1537	-145.68536	-2940.0354	779.4286	437.5	125000	528.9551	136.15564	1147.5267	-429.52374	-535.09467	683.91095	870.8424377441406
26	-922.5304	664.6429	-110.159515	-2332.4014	-1714.4935	1085.7396	-116.941025	-3026.531	361.6	600.1	130000	477.4267	112.46345	1010.8902	-465.5755	-482.50333	503.42053	907.0679032802582
27	-1174.2628	656.30005	-413.9119	-2432.289	-1432.0641	876.49194	-287.5617	-2666.6077	466.44446	528.3	135000	420.5851	93.470894	858.2315	-547.5817	-424.6533	382.65454	938.0421257019043
28	-1747.3315	1001.60455	-297.364	-2700.8455	-957.8574	513.71606	-226.39064	-1647.0051	667.0	362.3	140000	359.12704	81.02195	736.1452	-551.9441	-362.58932	293.9801	970.876128911972
29	-859.8966	664.47754	-69.72287	-2280.1738	-1505.0228	773.44434	-316.82306	-2781.8506	355.73334	549.4	145000	293.5838	65.766396	581.0954	-283.31567	-296.38077	190.17403	1006.7128603458405
30	-1785.2732	930.6962	-247.19156	-2782.5798	-2237.1506	856.27325	-345.45047	-2902.446	654.1429	796.0	150000	231.31912	51.605865	466.44592	-334.6022	-233.38835	132.53079	1042.983110666275
31	-2625.1763	129.31299	-2434.1514	-2797.602	-2386.4985	997.7704	-342.33536	-3010.0886	1000.0	829.0	155000	171.44794	42.79048	397.59393	-429.6606	-173.09178	88.43278	1082.4199063777924
32	-2001.5648	871.65356	-536.0216	-2657.77	-2331.6936	1091.8264	-114.709236	-2980.4558	775.0	811.7	160000	119.01775	34.797405	314.06543	-393.82535	-120.46094	61.441277	1119.5748522281647
33	-2674.0815	84.208405	-2524.5247	-2749.3694	-2513.9675	825.62573	-261.99692	-2962.0615	1000.0	870.4	165000	74.03004	29.138582	246.52538	-188.32106	-75.196175	43.10453	1159.8051719665527
34	-2663.015	47.09959	-2597.748	-2716.2937	-2894.7317	135.76938	-2542.8975	-3001.3582	1000.0	1000.0	170000	32.51309	24.446472	180.46667	-93.46233	-33.484406	31.725374	1200.8072974681854
35	-2618.9058	83.908005	-2484.5317	-2709.346	-2661.587	844.9329	-129.80917	-3009.9512	1000.0	904.7	175000	-1.1480423	20.58384	130.7234	-80.980865	0.22925039	26.623085	1241.4007279872894
36	-2189.3113	899.95184	-66.84979	-2740.61	-2383.0454	1107.9471	-159.70784	-2998.8154	828.0	811.3	180000	-31.803219	19.5813	97.79946	-110.864624	31.011915	23.936104	1282.9652361869812
37	-2215.1294	779.3092	-664.21875	-2680.2703	-2509.8416	817.59454	-684.9759	-2973.3806	850.8	875.4	185000	-55.441727	17.673079	80.334145	-127.8662	54.7241	23.347765	1320.2398369312286
38	-2273.986	838.19946	-401.79886	-2704.7605	-2940.4087	60.78612	-2856.4722	-3014.2468	866.0	1000.0	190000	-73.95846	16.787968	65.26881	-150.97653	73.274284	22.381107	1363.2823004722595
39	-1401.9282	1127.732	-43.925617	-2663.4116	-2093.714	1303.8729	-35.74189	-2983.1165	553.3333	714.4	195000	-90.43223	16.4143	46.727924	-168.11568	89.78471	22.771383	1400.8998651504517
40	-2308.1184	645.8415	-880.82764	-2722.2207	-1180.7249	1226.7708	-24.111252	-2948.575	875.5	413.2	200000	-102.80289	16.45788	31.266924	-181.7069	102.11475	24.044321	1435.13685297966
41	-1225.711	1112.7098	-42.80538	-2831.2654	-1166.3494	1089.1515	-19.707438	-3006.3062	471.81818	434.1	205000	-111.912056	17.478638	49.773327	-189.23305	111.19991	27.260748	1468.889047384262
42	-621.57117	758.9622	2.9959078	-2608.8743	-782.0631	1119.3859	-17.519735	-3019.1516	245.75	279.6	210000	-117.64385	18.457983	102.47262	-207.43198	116.882225	29.093426	1499.3411676883698
43	-479.6755	619.9618	-4.4018	-2700.5886	-962.2308	948.9009	-142.58682	-2909.0137	187.25	337.2	215000	-122.19499	19.285658	63.127934	-203.47864	121.4084	31.997461	1532.3506531715393
44	-434.39368	635.62836	-14.557685	-2776.9504	-659.5042	553.53094	-32.52766	-1669.7573	165.51724	242.7	220000	-124.58547	19.53559	72.92938	-218.232	123.80268	32.658054	1562.2687554359436
45	-630.21796	729.4883	-33.63	-2732.7903	-2455.2485	1075.8702	-297.85428	-3004.1824	246.19048	824.1	225000	-126.51055	20.479214	61.450665	-218.71481	125.68109	34.238297	1601.6603200435638
