Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	913400.0	14221.111	457500.0	79097.73	1000.0	1000.0	-15043.84	81254.83	81351.914	31890.395
2	891400.0	14840.485	869900.0	19372.404	1000.0	1000.0	-78671.055	400653.16	392691.25	295379.88
3	846000.0	159680.94	824200.0	61277.73	1000.0	1000.0	-183737.88	1495846.2	1475015.9	1178225.5
4	841800.0	136457.17	922300.0	9920.182	1000.0	1000.0	-257221.28	1979207.1	1960886.6	1506389.1
5	895600.0	42884.03	767600.0	130050.14	1000.0	1000.0	-301282.0	2216282.8	2217804.5	1924882.9
6	864000.0	73124.555	635900.0	191104.92	1000.0	1000.0	-317599.6	1896312.9	1914902.5	1806399.9
7	857800.0	182022.42	823800.0	101662.97	1000.0	1000.0	-326549.2	1787682.9	1794287.0	1798920.2
8	839800.0	95944.57	778000.0	102882.45	1000.0	1000.0	-323104.9	1930649.6	1965656.9	1859693.4
9	909200.0	79083.25	959000.0	11216.06	1000.0	1000.0	-324931.22	1660412.1	1685805.9	1788949.2
10	906400.0	50182.07	905400.0	57877.8	1000.0	1000.0	-316274.78	1567274.8	1577474.1	1679571.4
11	825600.0	113392.42	872300.0	68017.71	1000.0	1000.0	-301602.9	1366069.0	1371415.0	1468810.4
12	896600.0	24187.6	947500.0	19951.19	1000.0	1000.0	-285303.2	1142418.9	1138328.2	1299995.0
13	921800.0	46283.477	858100.0	82248.95	1000.0	1000.0	-266957.88	918323.0	915590.4	1054587.1
14	916000.0	34490.58	931800.0	14204.225	1000.0	1000.0	-246885.17	752513.1	745205.7	896268.06
15	889000.0	104351.336	862000.0	118743.42	1000.0	1000.0	-228123.86	629419.5	625460.5	754994.7
16	883800.0	71823.12	886300.0	96549.52	1000.0	1000.0	-210527.0	532377.6	531759.44	644226.44
17	868400.0	58184.53	884700.0	72919.2	1000.0	1000.0	-196052.42	449675.56	447907.9	546671.44
18	840000.0	124654.73	801100.0	114828.09	1000.0	1000.0	-183762.52	387969.5	383408.7	464555.62
19	880800.0	41262.09	973200.0	29882.436	1000.0	1000.0	-171887.28	342030.0	340880.72	407574.12
20	951000.0	18297.54	903300.0	54774.176	1000.0	1000.0	-162041.75	317836.3	315399.3	379164.22
21	895600.0	43093.387	894700.0	68160.18	1000.0	1000.0	-153471.61	264581.44	262103.19	318102.03
22	945200.0	26141.154	941200.0	31908.62	1000.0	1000.0	-146795.23	224636.72	220978.17	280254.75
23	886000.0	121676.62	900600.0	75636.234	1000.0	1000.0	-141283.36	196236.11	195375.55	244403.25
24	853200.0	143462.05	849200.0	93700.375	1000.0	1000.0	-135654.06	173673.34	174112.08	218032.39
25	922000.0	11882.761	925600.0	30229.787	1000.0	1000.0	-130438.07	152264.89	152461.95	188411.97
26	896000.0	68387.13	885800.0	87173.16	1000.0	1000.0	-125817.14	142016.52	142123.77	174836.9
27	927200.0	37838.6	954100.0	11978.73	1000.0	1000.0	-121933.914	135462.9	134392.81	164314.7
28	912200.0	71942.76	926000.0	35723.94	1000.0	1000.0	-118094.76	127538.41	128138.75	152616.83
29	875200.0	91939.98	967900.0	17265.283	1000.0	1000.0	-114611.875	120881.58	120752.664	141841.97
