Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	903800.0	7082.3726	924200.0	7025.667	1000.0	1000.0	-15827.426	104046.41	103013.32	41572.902
2	917600.0	13062.925	947800.0	40725.42	1000.0	1000.0	-75637.05	298473.28	302233.28	229540.69
3	914800.0	13717.143	938800.0	21507.209	1000.0	1000.0	-170740.78	948748.7	953439.25	812012.06
4	935200.0	17747.113	948900.0	14095.743	1000.0	1000.0	-226385.97	1386260.5	1392918.4	1185384.6
5	949600.0	12986.146	960700.0	11287.604	1000.0	1000.0	-250880.45	1663617.4	1691597.4	1456270.2
6	943600.0	16426.807	870700.0	127796.76	1000.0	1000.0	-257052.47	2018845.9	2046748.0	1746698.5
7	917400.0	41979.04	934400.0	20224.736	1000.0	1000.0	-259934.31	1768571.8	1763730.2	1599061.6
8	944800.0	9410.632	901500.0	93208.63	1000.0	1000.0	-255793.36	1564401.8	1549562.5	1463017.0
9	936200.0	28638.436	950200.0	31115.271	1000.0	1000.0	-246874.98	1397415.8	1363317.0	1337312.5
10	882800.0	108370.48	953600.0	15014.659	1000.0	1000.0	-234916.77	1324719.0	1276600.1	1243841.2
11	955800.0	12383.86	938200.0	21357.902	1000.0	1000.0	-225084.52	1000530.6	965890.44	1037897.5
12	938400.0	31853.414	931600.0	19345.283	1000.0	1000.0	-214870.33	758484.25	727972.94	864669.3
13	937400.0	7863.8413	927100.0	10241.582	1000.0	1000.0	-202232.61	613896.8	585111.6	722544.9
14	890800.0	54491.832	906000.0	52182.37	1000.0	1000.0	-189742.39	498297.9	475337.06	599439.7
15	940800.0	17520.273	957300.0	15020.319	1000.0	1000.0	-177028.69	393772.1	374177.5	486944.34
16	888400.0	74346.76	853000.0	112607.27	1000.0	1000.0	-164953.78	324888.47	309649.34	417607.16
17	855400.0	51863.668	883700.0	90945.09	1000.0	1000.0	-154217.86	271313.62	258627.3	337951.22
18	891000.0	67156.53	910700.0	22636.475	1000.0	1000.0	-145488.89	237061.89	223934.83	299471.5
19	886600.0	43568.797	820300.0	99929.02	1000.0	1000.0	-138352.31	195046.0	186555.34	251428.1
20	927200.0	25895.172	896100.0	91498.03	1000.0	1000.0	-132264.19	173399.89	166187.0	225909.56
21	940600.0	23225.848	921200.0	46281.312	1000.0	1000.0	-127045.67	154280.98	147977.72	199268.0
22	909600.0	32493.693	919900.0	51175.09	1000.0	1000.0	-122921.445	139073.25	133887.33	180257.33
23	928400.0	29138.291	920500.0	66027.65	1000.0	1000.0	-118768.3	127853.47	124257.72	165133.77
24	905600.0	51121.816	945000.0	42400.473	1000.0	1000.0	-115032.2	115395.53	112558.26	147197.48
25	962000.0	31540.451	921000.0	92137.94	1000.0	1000.0	-111902.59	106528.07	103770.69	138502.66
26	843600.0	94092.73	840300.0	141021.31	1000.0	1000.0	-109446.12	101217.48	98330.3	128045.36
27	920000.0	102141.08	894200.0	71941.37	1000.0	1000.0	-107153.74	97523.195	95201.61	124089.23
28	949800.0	25245.99	941600.0	52200.0	1000.0	1000.0	-105292.08	93496.98	91148.164	117641.55
29	950200.0	10796.296	936500.0	113709.49	1000.0	1000.0	-103852.23	91149.836	90293.75	117143.914
