Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	4593.0796	86.2845	4742.6196	4475.276	1000.0	0.0996292	0.7848998	2.4467034	-2.848873	5000	0.0061233	180249.38	-0.07551722	-11406.9375	15.710059	0.0850557	19.889503955841064
1	4550.189	43.925034	4613.6553	4488.343	1000.0	13.395161	2.6602893	14.21455	-13.705073	10000	0.007029431	167763.16	-0.048958115	-5545.125	15.704642	0.06324935	30.997008323669434
2	4523.6387	44.38733	4560.048	4444.422	1000.0	20.28616	1.2392821	20.442762	-11.264057	15000	0.013273828	158668.14	-0.03483893	-4445.828	15.682645	0.057277307	42.20301413536072
3	4562.073	57.6126	4673.634	4506.808	1000.0	25.9629	1.3711644	26.079012	-15.264154	20000	-0.011645398	157627.14	-0.029370919	-4255.5	15.705903	0.058929548	53.48620653152466
4	4539.0737	41.810394	4612.158	4485.698	1000.0	31.450605	1.3958603	31.538185	-14.290996	25000	0.015910992	151365.5	-0.029982366	-4055.7031	15.718506	0.07228485	64.23597979545593
5	4533.8325	31.904308	4564.166	4475.69	1000.0	36.493275	3.8809304	36.849133	-32.244045	30000	0.07733584	147426.81	-0.018002663	-4137.547	15.687155	0.08241107	75.14948844909668
6	4536.6436	15.078564	4561.1646	4516.152	1000.0	41.97981	1.5136747	42.06195	-10.924344	35000	0.020658432	143342.23	-0.016977292	-3818.625	15.702028	0.0824444	85.99294328689575
7	4550.9043	29.503393	4594.398	4504.002	1000.0	47.157227	1.0914181	47.21227	-1.6028445	40000	-0.035499744	140510.77	-0.018604461	-3719.125	15.7563095	0.08162458	96.79784393310547
8	4546.1426	58.693825	4648.3438	4478.13	1000.0	52.251	1.5668535	52.3188	-24.714275	45000	-0.005688544	136024.14	-0.018958202	-3627.875	15.701969	0.11294232	107.76617956161499
9	4558.0615	64.27086	4655.266	4483.504	1000.0	57.30893	1.4120094	57.362473	-12.355801	50000	0.014414933	133422.27	-0.013666946	-3568.6719	15.669462	0.0592776	119.00102829933167
10	4531.2114	63.377045	4620.858	4451.4414	1000.0	62.350975	0.9485246	62.37936	1.8338516	55000	0.013986822	129663.59	-0.015741663	-3460.7422	15.71931	0.09242194	130.76854538917542
11	4539.2056	24.652624	4577.652	4499.8413	1000.0	67.34028	0.23237872	67.349304	53.02864	60000	0.03668179	125108.23	-0.014644971	-3340.9297	15.743509	0.076099485	141.98533606529236
12	4538.3945	31.500105	4594.401	4505.5596	1000.0	72.227325	1.3327328	72.261536	-15.831937	65000	-0.06291796	122916.71	-0.017639503	-3312.586	15.646906	0.08727154	153.36600160598755
13	4522.167	38.249363	4593.358	4488.825	1000.0	77.07302	2.260894	77.155975	-28.56546	70000	0.027496174	118875.69	-0.013136363	-3225.7969	15.628011	0.061491124	164.34155535697937
14	4518.6616	19.20982	4545.392	4495.2036	1000.0	81.99301	0.037349716	81.99549	80.65657	75000	0.00062341616	113992.83	-0.012184449	-3106.2734	15.667369	0.06905912	175.32110953330994
15	4573.337	55.92052	4654.641	4506.1943	1000.0	86.745995	1.8476807	86.79125	-33.718773	80000	0.015881635	115163.63	-0.0150873605	-3163.8594	15.685672	0.07082692	186.5505039691925
16	4531.3105	52.613197	4597.9595	4452.9775	1000.0	91.560715	2.2649503	91.62235	-24.399387	85000	-0.045017403	108930.71	-0.010717593	-3034.6953	15.714173	0.069291994	197.57528018951416
17	4544.426	56.77494	4652.4053	4494.3066	1000.0	96.339424	1.4741305	96.37825	8.699818	90000	-0.005732498	107273.1	-0.01327807	-2991.1328	15.693756	0.08257777	208.51189661026
18	4536.741	49.01044	4623.531	4481.8955	1000.0	101.06444	2.2727582	101.12429	-33.28068	95000	0.031439368	104300.82	-0.010552585	-2949.9453	15.635967	0.061206758	219.64589428901672
19	4567.958	31.072725	4605.636	4531.987	1000.0	105.80851	1.5005018	105.84428	2.5793352	100000	0.036183465	102580.336	-0.011534689	-2885.789	15.724453	0.073723376	230.59013676643372
20	4571.3306	26.737558	4608.2505	4545.3027	1000.0	110.527374	0.79522085	110.55605	69.29234	105000	-0.06262383	99505.03	-0.012517124	-2831.586	15.750879	0.08008132	242.49808812141418
21	4521.745	42.82859	4583.4507	4477.876	1000.0	115.23745	0.1356365	115.24426	110.149185	110000	0.007750717	94551.24	-0.012175348	-2700.2422	15.796381	0.090789	253.9628267288208
22	4566.1597	47.936478	4610.492	4505.341	1000.0	119.83353	1.6007825	119.86034	7.6289864	115000	-0.015396295	93741.57	-0.0111962315	-2701.6094	15.738097	0.09373034	265.4362609386444
23	4541.4116	57.172264	4629.954	4455.9214	1000.0	124.41972	2.025103	124.48228	21.60362	120000	0.004673468	89450.484	-0.012114336	-2630.5703	15.697082	0.06220056	276.7536382675171
24	4529.089	46.457523	4602.9155	4460.463	1000.0	128.98404	3.0005262	129.05244	-54.0283	125000	-0.07355394	86923.77	-0.012342401	-2567.8984	15.646553	0.085289165	288.4982614517212
25	4488.3125	33.25803	4527.2593	4442.023	1000.0	133.54039	1.9898278	133.58977	1.2786055	130000	0.04882741	81445.55	-0.0108901	-2413.2812	15.755772	0.09165318	299.73992943763733
26	4525.328	40.37692	4600.7915	4485.2993	1000.0	138.01137	0.9745977	138.04187	84.99801	135000	-0.000421698	81425.695	-0.010947089	-2426.1406	15.696463	0.09326632	310.7158296108246
27	4524.575	76.00061	4601.569	4426.27	1000.0	142.45586	2.617089	142.52136	8.770781	140000	-0.052399218	78844.375	-0.012085989	-2399.789	15.692103	0.07646174	321.68494272232056
28	4543.548	31.822176	4600.3115	4515.2837	1000.0	146.97932	0.10446224	146.98383	142.83862	145000	0.047230512	77961.55	-0.009264924	-2348.0078	15.720399	0.06836814	332.8296654224396
29	4542.6836	45.597023	4613.4683	4477.3135	1000.0	151.39723	1.8992136	151.45912	59.621086	150000	0.024004795	75021.75	-0.009917041	-2312.0	15.652273	0.076151416	344.0150611400604
30	4548.288	44.29153	4600.3467	4472.8735	1000.0	155.86508	1.1602997	155.89474	77.62008	155000	-0.014907165	73251.64	-0.014215329	-2250.625	15.766422	0.08255837	355.97255301475525
31	4572.935	41.107147	4627.555	4511.287	1000.0	160.29918	0.65248126	160.31648	121.6129	160000	-0.023371475	71979.37	-0.010674974	-2234.9219	15.709334	0.065993	367.35971689224243
32	4517.807	61.644684	4638.5205	4471.0977	1000.0	164.74464	0.39792067	164.75519	138.54156	165000	0.024866462	67125.234	-0.011954029	-2101.918	15.668847	0.09083394	378.476380109787
33	4511.87	51.675537	4587.4375	4441.4287	1000.0	169.09406	0.10736255	169.09752	162.99619	170000	0.035952587	64739.7	-0.012088219	-2029.2852	15.616018	0.0628028	389.59087228775024
34	4540.7197	39.549587	4577.264	4472.7847	1000.0	173.37369	1.2194463	173.39375	87.32601	175000	-0.03402633	64037.863	-0.010012403	-2033.5352	15.677468	0.07057054	400.78805565834045
35	4536.4917	64.78565	4612.5522	4442.23	1000.0	177.70366	0.26074883	177.70866	159.76228	180000	-0.00078156736	61846.043	-0.0112518035	-1974.9531	15.705522	0.079982504	411.77977681159973
36	4556.125	97.86745	4734.8057	4476.007	1000.0	181.976	0.68493277	182.00414	153.22162	185000	-0.06367914	60861.203	-0.009467095	-1981.5469	15.622825	0.087919265	423.12708616256714
37	4482.464	32.730553	4544.956	4450.291	1000.0	186.29463	0.99904794	186.32108	129.70097	190000	0.095433146	56059.81	-0.011532746	-1827.2656	15.716934	0.073541574	434.3267719745636
38	4576.133	45.39961	4632.9434	4509.6606	1000.0	190.47372	1.3595744	190.50705	112.19811	195000	-0.020473152	57984.543	-0.01361531	-1908.0039	15.707149	0.08824641	445.5163564682007
39	4533.9326	39.473232	4585.6396	4467.5317	1000.0	194.75992	1.4970204	194.79979	117.14459	200000	0.018731644	54364.613	-0.010101712	-1820.6914	15.667923	0.07054582	456.60836362838745
40	4580.9346	63.86758	4698.8022	4505.6255	1000.0	198.99762	1.2164984	199.02322	124.892365	205000	-0.049302597	54427.008	-0.009962503	-1826.6797	15.756476	0.08509387	468.20553183555603
41	4566.2173	11.525934	4581.001	4550.3975	1000.0	203.26805	0.7094454	203.283	155.6713	210000	0.013647955	52470.27	-0.012465539	-1775.9375	15.705503	0.078985505	479.5838053226471
42	4534.1895	37.71446	4588.3877	4483.4424	1000.0	207.46089	2.720489	207.52426	26.290937	215000	-0.0972899	48981.453	-0.011288129	-1708.6992	15.660211	0.0633431	490.7426896095276
43	4544.474	44.134453	4602.315	4475.57	1000.0	211.62386	3.7660294	211.67906	-54.624283	220000	0.017189553	47601.273	-0.010519466	-1659.9922	15.6496315	0.059109002	502.07322669029236
44	4538.845	29.948763	4577.371	4490.187	1000.0	215.7829	0.8230594	215.79727	157.94981	225000	-0.032731347	46261.402	-0.010966372	-1585.2109	15.602909	0.05656746	513.0637509822845
45	4530.8994	23.445724	4563.7144	4493.762	1000.0	219.8426	2.2230446	219.89546	92.65799	230000	0.0051228637	44179.73	-0.012712842	-1573.4141	15.632896	0.07975183	524.1377284526825
46	4563.742	22.010483	4591.648	4524.2524	1000.0	223.9369	1.9687821	223.97316	87.422386	235000	-0.06692527	43878.43	-0.010816723	-1543.8594	15.73875	0.09311	535.4333937168121
47	4538.0483	26.409416	4584.925	4509.045	1000.0	228.00305	2.7871814	228.07059	78.64252	240000	0.06174934	41369.02	-0.011102896	-1498.2852	15.690178	0.06287633	546.4731211662292
48	4565.339	72.6585	4698.1147	4507.9546	1000.0	232.0925	0.8157897	232.11214	183.38919	245000	0.0100820465	40582.168	-0.009162812	-1444.9062	15.696335	0.056776863	557.6146233081818
49	4582.1567	58.374645	4655.2153	4494.0996	1000.0	236.09802	1.8507535	236.14705	139.58769	250000	-0.022734344	40015.46	-0.01263839	-1440.0703	15.769365	0.07803578	568.891167640686
50	4563.8657	79.6114	4631.9863	4408.5933	1000.0	240.10735	3.4267325	240.1985	22.09659	255000	-0.025115173	37634.996	-0.012875285	-1386.7578	15.750703	0.07793392	581.1752271652222
51	4552.6724	36.047554	4590.711	4502.057	1000.0	244.11446	3.2541442	244.17848	18.26445	260000	0.036448613	35759.89	-0.012037313	-1348.4141	15.71407	0.075763464	592.3595316410065
52	4515.495	38.707268	4581.224	4460.808	1000.0	248.10616	1.3145186	248.13524	159.17114	265000	0.050067134	33443.508	-0.011789858	-1237.4434	15.827794	0.12849402	603.9959118366241
53	4520.827	13.322442	4543.4004	4509.674	1000.0	251.96883	1.0001884	251.99707	204.73036	270000	-0.006884894	32283.795	-0.013038933	-1194.3652	15.751204	0.08291374	615.1713283061981
54	4568.771	37.257298	4607.948	4498.1567	1000.0	255.77202	1.978075	255.82814	167.15195	275000	-0.064693905	33253.395	-0.012241162	-1225.125	15.636628	0.055671852	626.4406816959381
55	4561.2866	11.988842	4571.1387	4539.2456	1000.0	259.5558	5.629547	259.74173	-30.166206	280000	-0.017828515	31663.695	-0.009708742	-1263.6465	15.706921	0.07978744	637.524572134018
56	4519.2646	35.78978	4577.837	4474.334	1000.0	263.5881	3.15878	263.6361	40.355003	285000	0.029170746	29277.709	-0.010496285	-1108.8828	15.694372	0.07745609	649.0310792922974
57	4537.802	43.553513	4581.1797	4475.85	1000.0	267.3691	0.87621915	267.40073	227.09746	290000	-0.033484623	28627.207	-0.012501273	-1080.4609	15.650469	0.049701203	660.6118383407593
58	4574.9644	72.776436	4688.437	4476.0073	1000.0	271.1545	1.0013877	271.1717	200.70355	295000	0.01659527	28144.102	-0.009119352	-1065.9902	15.734669	0.10706985	672.0507428646088
59	4531.3833	33.636806	4566.9653	4468.1235	1000.0	274.95517	0.2967731	274.96295	258.86295	300000	-0.040657904	26280.227	-0.011370502	-985.93945	15.755297	0.070757546	682.8318448066711
60	4503.4556	36.08387	4546.089	4446.3438	1000.0	278.6378	1.167624	278.65842	196.68808	305000	-0.006801935	24328.633	-0.010970501	-918.7539	15.690092	0.069597945	694.6301002502441
61	4554.7637	47.33913	4594.9263	4465.914	1000.0	282.24255	0.51318115	282.25793	259.75696	310000	-0.045336686	24861.008	-0.011984516	-939.26953	15.717159	0.09845803	706.0744204521179
62	4549.1587	47.507484	4591.361	4467.4585	1000.0	285.91006	0.33200145	285.91968	266.5717	315000	-0.042377483	23560.889	-0.009764619	-927.35547	15.70595	0.089054935	717.0006234645844
63	4552.5894	43.072086	4586.658	4476.742	1000.0	289.56165	0.758014	289.57413	236.0732	320000	-0.01856904	22892.53	-0.01416322	-902.2754	15.7861185	0.079152405	728.2701165676117
64	4527.4937	35.883133	4572.267	4475.5186	1000.0	293.13614	1.229195	293.18042	223.46541	325000	0.018285425	21241.314	-0.010160857	-824.88477	15.698309	0.10064769	739.3980848789215
