Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-1515.0974	80.11492	-1433.5146	-1638.3021	1000.0	0.0065404153	0.55684406	1.9610567	-1.6200693	5000	0.6166348	19821.678	-0.031587303	-3662.9502	10.89341	3.4432442	14.378624200820923
1	-1512.9044	91.70951	-1446.4814	-1694.7777	1000.0	-14.007486	0.5549192	-7.9420505	-14.558998	10000	0.33719864	15852.436	-0.021506399	-1702.3096	10.774062	3.4054973	21.141221284866333
2	-1444.6682	43.597454	-1369.0326	-1484.5022	1000.0	-21.225382	0.079029255	-20.09294	-21.284946	15000	0.50841904	12369.785	-0.020557314	-1143.7529	10.729045	3.3318806	28.518354177474976
3	-1379.5369	40.82877	-1339.3746	-1444.6628	1000.0	-26.724957	0.04544857	-25.525328	-26.755047	20000	0.39891124	10331.893	-0.020457268	-948.458	10.599279	3.204898	35.316155195236206
4	-1080.0414	547.1184	10.597453	-1410.675	811.4	-31.72368	0.043433174	-29.920898	-31.742027	25000	0.398447	8992.78	-0.018708885	-816.229	10.526773	3.117282	41.418121576309204
5	-1049.005	452.2423	-165.07936	-1359.4531	829.0	-36.40064	0.06686632	-33.157726	-36.41989	30000	0.29479453	6881.875	-0.011921614	-614.3008	10.423525	3.0904856	47.54279828071594
6	-1225.593	70.05798	-1105.8962	-1300.8073	1000.0	-40.55738	0.06609806	-37.709705	-40.571884	35000	0.325074	5617.313	-0.012720436	-526.78076	10.556295	3.0914824	53.77371096611023
7	-1151.7852	64.56024	-1078.3499	-1266.824	1000.0	-44.47682	0.028825322	-43.437992	-44.487114	40000	0.41642827	4253.668	-0.016423523	-410.55518	10.457193	3.0534642	60.24622201919556
8	-1185.4617	48.06231	-1102.6509	-1243.5575	1000.0	-48.02839	0.04548549	-45.52479	-48.03761	45000	0.38613158	4075.8535	-0.015654713	-402.68066	10.425852	2.9759996	66.75432777404785
9	-891.8742	436.91632	-30.4054	-1193.3193	803.4	-51.601925	0.018062398	-51.026432	-51.60925	50000	0.3198788	2943.8362	-0.011653483	-287.13184	10.342676	2.9314165	73.13431119918823
10	-1097.2776	57.967186	-1022.334	-1189.0951	1000.0	-54.72248	0.016371131	-54.22575	-54.728695	55000	0.39249885	2652.507	-0.013839185	-258.12402	10.166141	2.7616343	79.57891654968262
11	-1062.8859	45.455795	-994.6927	-1135.7119	1000.0	-57.728973	0.014144553	-57.189724	-57.734867	60000	0.20742041	1958.94	-0.008845165	-190.6012	10.220602	2.7932231	86.24520063400269
12	-785.05853	374.96002	-40.12969	-1020.99493	808.8	-60.393887	0.015390414	-59.848618	-60.399242	65000	0.2087417	1443.2662	-0.010872498	-139.568	10.193564	2.7502508	92.68412446975708
13	-852.2303	262.96875	-329.45517	-1030.0569	846.0	-62.732212	0.014879362	-62.317432	-62.737175	70000	0.16523463	1183.7166	-0.006739378	-107.1178	10.172402	2.7620056	99.86958837509155
