Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	4662.6484	47.40232	4782.94	4610.928	4709.1807	9.68073	4720.8945	4684.2617	1000.0	1000.0	10000	97.61519	53.77518	219.7875	-112.06012	-97.78303	6.9998164	96.63775634765625
2	4694.876	17.480175	4733.9873	4673.035	4710.407	13.756267	4726.317	4674.7935	1000.0	1000.0	20000	237.467	33.818813	369.02908	89.18288	-237.5649	3.982775	197.85702633857727
3	4707.02	22.695148	4749.556	4678.817	4712.7783	5.0833106	4722.2607	4705.7896	1000.0	1000.0	30000	332.66592	24.046648	543.83777	139.23398	-332.88284	4.16003	298.91304326057434
4	4701.1895	18.580984	4733.526	4674.13	4712.684	5.9162827	4722.378	4704.081	1000.0	1000.0	40000	391.47025	17.497715	693.1583	250.9509	-391.65244	4.0968146	401.50267148017883
5	4701.058	31.569498	4754.691	4662.7256	4711.04	9.830463	4721.1006	4685.261	1000.0	1000.0	50000	426.23624	13.493594	662.6133	269.35828	-426.38556	4.018436	503.10401153564453
6	4692.6694	21.927687	4727.687	4660.7856	4728.8916	3.857196	4734.1855	4721.6733	1000.0	1000.0	60000	448.55402	11.222844	630.88873	203.87105	-448.71436	4.0940204	600.8731665611267
7	4692.319	28.494133	4763.0654	4656.7305	4730.5635	3.1169271	4735.2744	4725.8823	1000.0	1000.0	70000	462.8955	9.903057	867.8414	116.150276	-463.0807	4.122255	698.8143556118011
8	4703.4053	22.395393	4743.6353	4664.38	4731.6533	5.812797	4738.7095	4719.173	1000.0	1000.0	80000	472.1114	8.755335	657.2888	347.684	-472.2994	3.5160546	796.2379026412964
9	4689.119	11.430405	4706.5337	4672.1943	4735.0576	2.9691756	4739.5684	4730.367	1000.0	1000.0	90000	478.26483	8.175989	700.59534	289.7622	-478.4874	3.4856784	894.2920942306519
10	4695.174	17.782442	4726.449	4672.5923	4731.3564	3.6422904	4737.7583	4725.476	1000.0	1000.0	100000	482.21054	7.6043034	720.4081	369.41364	-482.4201	3.1996613	998.9934923648834
11	4692.487	19.43556	4732.6265	4661.871	4729.723	3.5200295	4734.5186	4723.5825	1000.0	1000.0	110000	484.7402	7.2048283	665.9462	269.29593	-484.9606	3.0030792	1103.2011115550995
12	4694.383	16.830898	4734.9155	4674.0996	4734.187	4.836952	4738.923	4720.508	1000.0	1000.0	120000	486.15494	6.9630213	756.077	132.3591	-486.36716	2.9316907	1207.2683129310608
13	4702.9595	26.473007	4749.4214	4670.3374	4732.2173	5.4246407	4740.644	4724.5703	1000.0	1000.0	130000	486.6944	6.7212167	659.1372	301.84613	-486.8912	2.6808417	1311.5092203617096
14	4685.9307	20.75721	4720.1025	4652.894	4732.3813	5.159299	4740.7637	4723.06	1000.0	1000.0	140000	486.99854	6.7312493	808.4898	343.5587	-487.21326	2.7320502	1416.387805223465
15	4692.7383	15.022609	4718.1436	4666.766	4731.713	6.6076913	4739.5312	4716.3003	1000.0	1000.0	150000	487.6697	6.764109	718.06995	233.04253	-487.88297	2.6595836	1520.927628993988
16	4692.2583	16.996536	4719.5615	4670.2007	4732.0166	4.1761866	4739.444	4726.655	1000.0	1000.0	160000	487.78488	6.727031	650.497	358.5144	-487.9998	2.5137906	1635.169545173645
17	4682.9805	9.328319	4705.2397	4671.384	4733.1826	3.0824156	4737.099	4727.3706	1000.0	1000.0	170000	487.9386	7.172652	729.5558	302.1251	-488.1463	2.3150594	1747.5833113193512
18	4704.096	29.839476	4758.9556	4671.2573	4735.7227	2.2501495	4740.1377	4732.2886	1000.0	1000.0	180000	487.81647	7.302624	628.7296	338.11438	-488.01584	2.206463	1861.2271089553833
19	4697.9224	11.230775	4720.375	4683.849	4731.629	3.9536593	4738.456	4725.255	1000.0	1000.0	190000	487.8413	7.273827	685.067	334.31067	-488.05374	2.1318915	1974.418048620224
20	4706.5874	24.312744	4743.1934	4671.3335	4731.6846	3.9667726	4737.3257	4724.935	1000.0	1000.0	200000	487.7419	7.4805856	704.6638	352.0525	-487.94885	2.1692002	2085.3686888217926
21	4692.063	14.228198	4719.7656	4670.4893	4731.7812	3.4507148	4739.365	4726.4126	1000.0	1000.0	210000	487.51553	7.7752857	806.30634	223.93817	-487.71945	1.9953111	2196.941893339157
22	4690.884	14.245622	4713.359	4670.947	4733.676	3.3411636	4739.4097	4727.492	1000.0	1000.0	220000	487.3379	7.904054	711.38324	357.25092	-487.5468	2.0066237	2308.91450047493
23	4702.826	13.539869	4728.5107	4686.9526	4732.2	4.5119667	4737.9204	4723.949	1000.0	1000.0	230000	487.43652	8.064136	639.46356	356.68106	-487.64185	1.8343692	2423.187207221985
24	4695.903	13.941749	4715.092	4665.4556	4733.7866	4.020102	4739.352	4724.9556	1000.0	1000.0	240000	487.22528	8.015442	649.43225	373.94077	-487.4252	1.9198408	2536.783812046051
25	4695.2153	13.928482	4716.5938	4665.1978	4733.1484	5.477857	4739.076	4721.209	1000.0	1000.0	250000	487.09152	7.9594817	642.0034	400.85547	-487.298	1.7518977	2649.498919725418
26	4705.4854	22.769863	4747.2393	4667.805	4733.5854	2.3042524	4737.6743	4730.73	1000.0	1000.0	260000	487.09674	7.909439	613.98694	347.16034	-487.3026	1.7393719	2756.277827501297
27	4682.402	12.963853	4717.9766	4668.9194	4730.9326	5.6035066	4739.306	4721.451	1000.0	1000.0	270000	486.90176	7.8700438	632.1878	288.64233	-487.0931	1.828751	2861.733386516571
28	4699.029	21.827682	4761.282	4678.6904	4733.0674	4.5915413	4739.968	4725.3545	1000.0	1000.0	280000	486.42548	7.744192	675.37585	324.1722	-486.6165	1.8159987	2969.2157683372498
29	4705.6953	27.823881	4764.3496	4661.6577	4732.7314	4.07851	4740.8857	4727.1895	1000.0	1000.0	290000	485.8048	7.496356	618.6544	373.31628	-485.97726	1.7565303	3078.645724773407
30	4682.6787	10.576865	4702.3	4668.136	4732.4185	3.6139975	4737.353	4725.6655	1000.0	1000.0	300000	484.73285	6.851256	623.3871	321.68027	-484.89194	1.6389111	3189.4661631584167
31	4697.2173	16.586803	4727.992	4668.689	4731.46	3.3069992	4737.744	4726.287	1000.0	1000.0	310000	484.13657	6.5225973	691.92285	294.12927	-484.29895	1.6658309	3300.685059070587
32	4696.9556	14.580904	4725.2344	4680.638	4733.239	3.7832377	4739.137	4724.6304	1000.0	1000.0	320000	483.66586	6.271531	632.9481	327.88837	-483.81964	1.7298073	3407.173670053482
33	4700.7373	31.415813	4782.6206	4660.946	4732.651	3.0740783	4736.325	4725.197	1000.0	1000.0	330000	483.1089	5.9864283	651.6594	325.0412	-483.2577	1.7187482	3511.0581352710724
34	4693.1943	16.285046	4720.134	4664.6235	4733.9277	2.6334777	4736.8447	4729.388	1000.0	1000.0	340000	482.74466	5.813815	644.4345	294.64926	-482.89886	1.5968004	3614.340923309326
35	4700.1333	17.807686	4746.6104	4675.484	4733.076	3.289868	4738.5073	4728.344	1000.0	1000.0	350000	482.69107	5.6822147	739.2551	383.59845	-482.84305	1.5458024	3718.4100835323334
36	4686.6953	11.808743	4709.032	4663.5103	4730.5137	4.702962	4737.079	4722.309	1000.0	1000.0	360000	482.50403	5.913904	586.7825	400.63644	-482.65155	1.4119033	3821.8937227725983
37	4699.6943	23.50327	4753.6533	4674.625	4732.913	4.7072864	4738.6274	4721.852	1000.0	1000.0	370000	482.31158	5.924662	741.4365	359.57715	-482.4577	1.5054041	3926.4783730506897
38	4693.2017	14.392687	4722.186	4671.4585	4733.8447	5.126825	4738.8423	4720.151	1000.0	1000.0	380000	482.11633	5.82389	671.4703	408.49075	-482.2623	1.2928087	4029.953236103058
39	4700.5557	19.704731	4737.5825	4677.3066	4732.6436	2.7048469	4737.036	4728.4756	1000.0	1000.0	390000	481.93896	6.066406	643.0549	321.44867	-482.0837	1.6312624	4135.181951761246
40	4703.0986	32.42525	4775.77	4665.45	4733.165	2.6070125	4737.001	4729.1626	1000.0	1000.0	400000	481.77945	5.9208565	587.3635	282.8924	-481.9206	1.2120864	4238.822260856628
41	4688.538	10.178575	4705.8667	4675.4844	4733.486	3.3371592	4740.5938	4727.5435	1000.0	1000.0	410000	481.6246	6.1994004	640.28534	398.53104	-481.759	1.3347625	4344.283041000366
42	4689.1616	23.68465	4718.6104	4650.288	4732.9814	4.8771806	4740.288	4724.211	1000.0	1000.0	420000	481.1654	5.976969	604.85394	381.2184	-481.2983	1.2831138	4450.164489746094
