Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	900200.0	8280.097	985000.0	4358.899	1000.0	1000.0	-15309.918	77572.32	78234.25	26175.129
2	891600.0	5425.864	835900.0	6410.148	1000.0	1000.0	-59795.57	179768.17	185426.3	100700.13
3	906600.0	75069.56	948400.0	16924.54	1000.0	1000.0	-107283.945	571698.8	572198.3	353927.16
4	945600.0	25255.494	960100.0	5821.5117	1000.0	1000.0	-131194.33	1390331.6	1395677.4	743251.44
5	943400.0	12257.243	935000.0	12016.655	1000.0	1000.0	-148749.55	1859482.0	1858095.1	1005273.2
6	954200.0	8207.313	958600.0	7631.5137	1000.0	1000.0	-166387.72	1936488.9	1942491.1	1158377.4
7	951000.0	17720.045	942000.0	9879.271	1000.0	1000.0	-174369.17	1738641.4	1747111.5	1169165.5
8	939800.0	6112.2827	873500.0	17551.354	1000.0	1000.0	-179170.56	1545090.8	1541116.8	1087103.8
9	916600.0	22756.098	937900.0	30946.566	1000.0	1000.0	-176048.4	1388923.8	1395795.8	996985.9
10	895800.0	55170.28	941000.0	28163.805	1000.0	1000.0	-172064.77	1219723.6	1232726.0	930326.75
11	920600.0	11926.441	929500.0	20402.207	1000.0	1000.0	-167668.2	961289.0	969166.75	807902.44
12	948800.0	7304.793	953400.0	16426.807	1000.0	1000.0	-163672.88	919616.0	930748.8	773882.44
13	922800.0	15276.125	941100.0	23930.941	1000.0	1000.0	-158290.48	807854.4	811690.9	676738.44
14	945000.0	15388.308	954600.0	15679.285	1000.0	1000.0	-150981.58	678724.7	678559.9	594420.5
15	946600.0	22392.855	937300.0	27698.555	1000.0	1000.0	-145368.61	571354.4	570987.3	539925.44
16	939400.0	11482.16	929500.0	15976.545	1000.0	1000.0	-139108.4	485830.66	484453.38	455873.75
17	939600.0	20460.693	930700.0	13631.214	1000.0	1000.0	-133842.81	443228.8	445098.7	428653.38
18	945400.0	6621.178	940500.0	17783.418	1000.0	1000.0	-128520.4	409723.97	408656.34	393632.6
19	932800.0	23421.357	876800.0	114055.95	1000.0	1000.0	-123940.17	370045.03	366663.56	352822.12
