Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	13925157.0	3059.464	13912845.0	14254.167	1000.0	1000.0	-458256.28	173964400.0	179206620.0	56414424.0
2	13924749.0	8628.017	13580914.0	442774.25	1000.0	1000.0	-3646437.0	2502985200.0	2544909800.0	632320400.0
3	13751786.0	355289.72	12559816.0	4098611.5	1000.0	901.9	-7963918.5	4550059500.0	4596658700.0	986837300.0
4	13928610.0	5474.523	12530967.0	4004531.5	1000.0	899.4	-7728836.5	2538784000.0	2535271700.0	457368300.0
5	9918599.0	5745541.0	11265342.0	5333136.0	712.0	808.6	-6843427.5	2295410000.0	2288583200.0	389044830.0
6	9393136.0	4995944.5	11108288.0	4971487.0	674.25	797.3	-6168577.0	3424717300.0	3420891100.0	337898980.0
7	7308504.0	5991114.0	6421907.0	5467819.0	524.55554	460.8	-5427942.0	4265956400.0	4265288200.0	275153400.0
8	8777292.0	5521775.5	5807563.0	5541707.5	630.0	417.8	-4666360.0	4123018800.0	4119586800.0	220453120.0
9	6405745.5	5024129.5	8421213.0	4844339.0	459.91666	604.8	-4054451.0	3832195800.0	3827202800.0	192873010.0
10	7154752.0	5773084.0	10171173.0	5726338.5	513.625	730.7	-3563160.8	3788855600.0	3790300000.0	142326940.0
11	10430229.0	4033630.8	6695275.0	5367714.0	748.4286	480.6	-3168672.2	3114373600.0	3114436600.0	113621230.0
12	9785267.0	5371475.5	12868797.0	3189949.8	702.1429	923.7	-2804601.2	2770785800.0	2770431700.0	91026610.0
13	8329172.5	4544075.0	3664952.5	3887442.2	598.1111	263.0	-2508997.0	2095351300.0	2096108700.0	71361020.0
14	7980592.0	6075709.0	8818428.0	4601642.5	573.0	632.9	-2273519.8	1726951600.0	1728176100.0	64102470.0
15	6957484.5	5796197.5	8360097.5	5607216.5	499.18182	600.0	-2084780.1	1606270200.0	1608575700.0	59380708.0
16	9403259.0	4197958.5	9749851.0	4904513.5	674.8571	699.7	-1936213.0	1414048800.0	1416604900.0	50996176.0
17	7799694.5	5250567.5	7557181.5	5228902.5	559.8	542.8	-1819131.0	1220815000.0	1222806900.0	46664464.0
18	6130443.0	5213935.5	9556017.0	5086252.0	440.0909	687.9	-1723820.6	1112118800.0	1114798700.0	51259600.0
19	5814592.5	5776641.0	4714685.0	5882407.5	417.18182	338.6	-1656387.0	1129153400.0	1133579000.0	44431944.0
20	9108524.0	5014203.0	8179664.0	5259830.5	653.75	586.9	-1596755.6	1135253400.0	1141175400.0	41178920.0
21	7486714.5	5355203.5	7747058.5	6265879.5	537.55554	556.1	-1546850.8	1014286700.0	1021705540.0	38791404.0
22	7002357.0	6247018.5	10724608.0	4489795.0	502.55554	769.6	-1508211.0	1039186000.0	1048774800.0	34648344.0
23	7889393.0	6187069.5	10788441.0	5169428.5	566.2	774.1	-1473154.8	927514000.0	937860030.0	34379956.0
24	8873724.0	4962393.5	7658002.5	6393292.5	636.8571	549.5	-1444314.5	881116500.0	895093250.0	37823304.0
25	10443376.0	5533173.5	11319568.0	4380374.5	749.4286	812.3	-1424186.5	831469300.0	847016100.0	40163170.0
26	9327578.0	5408889.0	8394878.0	5781777.5	671.5714	602.5	-1404116.4	809463900.0	829412540.0	36252480.0
27	11875027.0	4606483.0	11367873.0	4651176.0	852.1667	816.1	-1386550.2	788368640.0	809702000.0	37451610.0
28	11459898.0	4263523.5	12943244.0	1994039.2	822.4286	929.3	-1369991.2	738803840.0	764754100.0	37462348.0
29	10283685.0	3851483.0	11361936.0	4258141.0	738.0	815.3	-1353018.0	735520800.0	766087800.0	37779904.0
