Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-354.73087	24.70373	-327.79214	-398.12036	-2535.7563	821.57635	-76.18803	-2923.22	1000.0	902.8	5000	19.91135	19.12873	94.247734	-9.38345	-23.158613	2.6971931	26.602535724639893
2	-332.89105	6.776387	-325.9446	-344.78937	-2923.0178	78.62483	-2727.8616	-3017.5762	1000.0	1000.0	10000	121.20971	35.306507	212.16646	43.20765	-127.68728	12.181928	54.01430583000183
3	-2438.7722	110.81501	-2259.9333	-2585.893	-1638.8333	468.4786	-260.28238	-1916.6466	1000.0	916.1	15000	183.92781	8.284151	236.8701	155.53299	-186.41803	12.218793	84.96703147888184
4	-526.8273	650.3387	53.617317	-1759.8925	-9.136765	314.83124	259.0406	-849.3419	1000.0	1000.0	20000	161.38892	9.015468	207.25487	126.53472	-163.03052	4.54126	117.179771900177
5	196.34897	197.42972	432.0178	-115.37171	225.69917	136.18651	381.5594	-43.67889	1000.0	1000.0	25000	141.62611	6.6794066	173.47687	108.18521	-143.08084	2.6555936	148.8527603149414
6	246.40894	219.36584	510.2428	-48.90347	473.7374	56.33919	594.042	404.49936	1000.0	1000.0	30000	125.92118	5.5866747	155.45695	95.066055	-127.208275	2.0905912	180.84900522232056
7	459.45044	58.811783	538.96533	379.8294	512.805	111.12881	709.6865	281.87128	1000.0	1000.0	35000	114.847824	4.7340713	142.77779	81.98199	-116.07327	1.821398	213.66074323654175
8	456.6004	96.51736	590.59485	351.8791	610.8106	44.857666	680.7949	512.03986	1000.0	1000.0	40000	107.79467	4.5151014	137.07776	76.26773	-108.93658	1.706093	246.104346036911
9	487.10858	219.99635	625.48004	52.70473	546.169	43.8958	623.3638	453.09003	1000.0	1000.0	45000	102.707664	4.1748476	135.54742	71.9722	-103.78319	1.615245	278.2862448692322
10	503.09772	61.890514	588.1322	415.01477	565.1689	91.22548	691.03766	347.00378	1000.0	1000.0	50000	99.17869	4.301551	135.42014	68.11834	-100.202126	1.5770693	311.4065980911255
11	490.2287	82.802635	616.69574	395.79385	590.16254	160.56538	707.0586	213.95233	1000.0	1000.0	55000	96.803185	4.808241	135.69406	63.667248	-97.79318	1.4893061	344.7705421447754
12	541.5085	78.35791	616.33905	426.62506	593.26874	103.33176	742.6437	382.72427	1000.0	1000.0	60000	95.5455	5.4811225	136.83313	65.44967	-96.50033	1.4419212	379.3196122646332
13	387.0569	176.70433	615.7976	159.31935	663.47986	30.129461	696.6076	610.292	1000.0	1000.0	65000	94.761925	6.127167	135.36528	60.148884	-95.68617	1.4406444	412.95382928848267
14	364.95068	101.67316	550.1618	268.00528	647.19763	80.24882	722.29926	471.08524	1000.0	1000.0	70000	94.506935	6.3860765	137.66716	60.078568	-95.4176	1.5192543	447.7231559753418
15	632.2075	33.479576	669.1029	577.4565	758.43384	55.41874	839.6748	655.9846	1000.0	1000.0	75000	94.58857	6.5150437	136.87398	58.010468	-95.502785	1.4750129	483.4695031642914
16	642.4645	74.81457	705.9499	501.65732	614.9018	109.17191	714.17957	323.04996	1000.0	1000.0	80000	95.33947	6.764873	133.47182	61.54869	-96.247665	1.400429	520.8426258563995
17	628.9666	138.60124	739.6827	370.86996	624.1612	164.54012	757.7842	196.39125	1000.0	1000.0	85000	96.27311	7.2848873	135.73395	60.61817	-97.146675	1.4037352	558.5196311473846
18	663.4802	51.17504	721.0144	569.4387	656.17834	252.8263	882.5214	-59.572083	1000.0	1000.0	90000	96.79673	7.9358926	137.08388	61.846317	-97.626915	1.3860955	597.8192229270935
19	665.8554	38.02797	726.7404	623.03625	530.9772	169.74777	762.42395	167.31508	1000.0	1000.0	95000	97.06007	8.677058	149.96523	59.491673	-97.88863	1.3901316	636.2840580940247
20	494.6369	189.4754	679.2909	170.86832	544.15326	137.90907	693.4857	169.62712	1000.0	1000.0	100000	97.56996	10.215922	155.32584	56.41853	-98.38529	1.4553262	675.1261477470398
21	485.69962	285.3198	680.2724	-78.779366	389.49664	437.47247	706.8173	-731.3643	1000.0	903.4	105000	98.38345	12.203249	160.13289	56.694267	-99.22378	1.5894837	713.1277053356171
22	526.1011	67.53767	626.65985	433.5615	625.04877	33.60809	671.39233	573.0001	1000.0	1000.0	110000	99.28644	14.004545	162.61778	55.3059	-100.11786	1.6688024	752.4275758266449
23	621.204	160.42778	805.5415	335.9157	570.93964	375.59583	768.2199	-544.5581	1000.0	1000.0	115000	99.76973	15.586234	161.28893	47.376293	-100.57232	1.6961024	791.4683468341827
24	434.6188	208.8061	665.00824	46.803127	575.7201	116.0463	753.2183	406.16327	1000.0	1000.0	120000	100.055214	16.613071	163.64046	53.238255	-100.8562	1.7568762	831.9602239131927
25	418.4394	332.589	673.03265	-239.46379	477.35028	177.79913	702.74603	73.43535	1000.0	1000.0	125000	100.02275	16.938368	165.09647	52.552956	-100.8074	1.8036901	871.9203939437866
26	472.47842	184.44647	721.55945	152.74237	405.29813	215.16068	556.5972	-143.44644	1000.0	1000.0	130000	100.18712	17.499994	166.8433	49.99671	-100.95251	1.8471875	911.6208891868591
27	584.37506	44.183807	647.758	525.51764	556.047	177.63037	763.7897	70.13701	1000.0	907.9	135000	99.99813	17.461613	167.32991	54.462738	-100.744316	1.77908	950.1242206096649
28	625.8921	52.24394	705.755	552.49316	496.5251	153.78506	826.124	233.57498	1000.0	1000.0	140000	99.57936	17.285698	168.82979	55.786774	-100.32219	1.7282164	989.8431100845337
29	533.7589	100.16197	714.79407	411.7234	520.6919	188.57393	752.1791	106.0791	1000.0	1000.0	145000	99.37507	17.384521	165.86414	52.956688	-100.08935	1.6986871	1029.838079214096
30	437.27374	150.4208	685.5405	216.35092	557.93005	360.84665	777.0031	-512.7355	1000.0	1000.0	150000	98.92837	17.533943	166.71747	59.33389	-99.65351	1.7675549	1069.2274148464203
31	645.1412	40.171585	705.0062	579.1823	556.51855	67.75641	640.8494	437.14032	1000.0	1000.0	155000	98.773766	18.015585	168.26599	54.866882	-99.523865	1.7843609	1109.6956193447113
32	451.83926	93.07708	544.6787	287.80038	380.2168	155.73817	644.50867	165.50713	1000.0	1000.0	160000	99.404366	18.887524	175.44211	66.74959	-100.14766	1.8296914	1150.6472873687744
33	492.70343	104.56363	596.7792	337.19193	500.47568	303.0997	707.9223	-264.6737	1000.0	1000.0	165000	99.54854	19.614466	177.98729	65.41877	-100.2793	1.8665223	1190.6576426029205
34	506.0019	180.68428	703.9928	229.30424	639.80035	67.44166	722.2388	522.03516	1000.0	1000.0	170000	100.08223	19.51551	176.93254	68.06891	-100.8265	1.8823304	1230.8543047904968
35	523.9119	172.1029	678.88617	189.62498	651.17944	151.34615	793.7086	283.76373	856.6	1000.0	175000	100.98468	19.133396	175.45384	68.33012	-101.75289	1.9495023	1268.3745908737183
36	542.1605	126.62082	648.12683	345.9059	357.92157	163.793	548.6224	52.94757	1000.0	1000.0	180000	101.91568	19.071407	176.7576	69.2419	-102.67248	2.046174	1309.2766885757446
