Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	902800.0	8772.685	893800.0	170166.86	1000.0	1000.0	-14498.045	75178.51	75952.05	24813.746
2	906400.0	10384.604	888800.0	20277.08	1000.0	1000.0	-55914.574	181472.67	187406.23	119167.5
3	953000.0	23740.262	953600.0	17856.092	1000.0	1000.0	-116778.805	1524806.0	1527088.8	804584.2
4	968600.0	6311.8936	969900.0	10435.037	1000.0	1000.0	-156620.64	2931484.2	2927797.8	1467659.8
5	964200.0	9558.242	960400.0	8845.338	1000.0	1000.0	-172526.42	4093229.5	4077969.8	1953943.5
6	909400.0	99604.414	899300.0	111118.9	1000.0	1000.0	-183269.97	3871142.8	3909342.0	2006387.1
7	852600.0	103608.11	941300.0	19920.09	1000.0	1000.0	-192713.19	2761829.5	2773211.0	1780253.5
8	906600.0	93096.94	919800.0	44698.547	1000.0	1000.0	-204852.61	2201052.2	2194272.2	1591814.0
9	939600.0	21058.014	916100.0	37020.13	1000.0	1000.0	-205383.22	1792031.1	1782682.4	1427553.2
10	895400.0	45213.27	954800.0	24132.137	1000.0	1000.0	-199508.0	1454785.5	1463789.4	1229893.6
11	879200.0	68793.61	820600.0	48693.324	1000.0	1000.0	-194896.17	1127711.5	1137388.4	1029377.8
12	898600.0	76872.88	951200.0	9008.885	1000.0	1000.0	-187030.05	846052.25	852476.4	826253.2
13	950800.0	12671.228	906300.0	40652.31	1000.0	1000.0	-179905.97	647739.06	658035.7	687710.94
14	904800.0	35924.363	928900.0	20275.355	1000.0	1000.0	-170972.08	556773.8	563773.75	615210.6
15	928200.0	13212.115	926600.0	13857.85	1000.0	1000.0	-163862.1	459689.38	464206.75	513244.16
16	918400.0	27346.664	943500.0	12932.517	1000.0	1000.0	-156574.62	381670.56	382408.0	450700.38
17	911000.0	30854.498	931300.0	30430.414	1000.0	1000.0	-148917.62	319159.94	314798.4	381948.62
18	916600.0	24646.299	883900.0	28419.889	1000.0	1000.0	-142390.02	264917.44	260465.61	329304.0
19	898800.0	8133.88	913700.0	23229.506	1000.0	1000.0	-136929.5	236243.2	230116.36	288442.06
20	859200.0	44169.67	928600.0	32530.602	1000.0	1000.0	-131863.23	215506.23	211919.39	266208.75
21	918200.0	13242.356	952200.0	22359.783	1000.0	1000.0	-127241.26	195891.55	191672.61	241293.23
22	900600.0	32003.75	889500.0	54896.72	1000.0	1000.0	-123012.81	170817.2	167928.52	217013.02
23	915400.0	17917.588	933200.0	28596.504	1000.0	1000.0	-119004.47	148222.7	145845.42	189382.17
24	932600.0	26004.615	949300.0	16900.0	1000.0	1000.0	-115262.03	129460.15	128446.64	167142.83
25	932400.0	21048.514	926900.0	34001.324	1000.0	1000.0	-112112.1	121401.164	119233.55	155523.33
26	923200.0	55607.195	946800.0	31637.951	1000.0	1000.0	-109429.15	117672.445	115503.98	150039.11
27	944600.0	17624.98	920600.0	18260.34	1000.0	1000.0	-106969.56	109287.68	106053.414	136234.83
28	915400.0	50851.156	953600.0	20645.58	1000.0	1000.0	-104862.13	104930.24	103648.18	130627.414
29	938200.0	53108.945	845200.0	110708.445	1000.0	1000.0	-103164.93	100919.65	99123.22	124476.445
