Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	4681.6064	42.86357	4730.1694	4606.4536	4711.638	4.0805397	4719.8857	4706.916	1000.0	1000.0	10000	108.53364	54.483475	307.72913	-167.11682	-108.935814	6.9465156	81.87602472305298
2	4731.2393	10.638288	4753.734	4716.0483	4711.961	4.3813486	4717.423	4701.1353	1000.0	1000.0	20000	255.90752	35.332363	410.87878	66.03526	-256.271	5.182167	171.30619931221008
3	4731.2446	6.541935	4740.335	4717.419	4708.1426	4.007103	4712.9165	4699.6904	1000.0	1000.0	30000	348.38196	25.690659	580.4868	55.158394	-348.68054	5.3409142	260.25822472572327
4	4724.593	15.348611	4749.3203	4697.0938	4711.9316	3.8939831	4718.33	4707.376	1000.0	1000.0	40000	402.84897	20.888344	604.1238	191.08028	-403.0774	5.9575357	349.95091223716736
5	4728.913	11.71281	4742.502	4709.046	4714.282	3.43082	4717.8	4708.1104	1000.0	1000.0	50000	436.11905	18.514063	621.2187	216.76929	-436.3181	5.928204	438.8702042102814
6	4726.611	9.836598	4742.537	4710.9697	4709.9756	4.502863	4717.928	4703.747	1000.0	1000.0	60000	455.9667	16.718239	773.3974	287.98596	-456.1546	5.141073	526.8439626693726
7	4732.5776	10.866379	4747.965	4709.1685	4713.389	5.2063017	4723.9463	4705.89	1000.0	1000.0	70000	468.55597	15.593729	746.7466	114.68806	-468.7479	5.1685834	616.8090600967407
8	4729.867	8.289666	4740.41	4712.938	4709.136	6.446427	4721.7446	4700.144	1000.0	1000.0	80000	476.30228	14.416553	733.2979	122.10267	-476.4797	4.9002657	706.1448764801025
9	4729.7627	10.843296	4749.1455	4714.3906	4711.246	5.442231	4719.4805	4701.4927	1000.0	1000.0	90000	480.728	12.923592	634.7557	156.25783	-480.8997	3.9860675	794.9414398670197
10	4725.859	7.7576385	4738.3457	4712.769	4710.0205	2.47343	4712.753	4703.6353	1000.0	1000.0	100000	483.4411	11.651317	668.4697	224.09752	-483.6153	3.9729297	883.7956495285034
11	4728.8115	12.491012	4753.5483	4705.972	4712.004	3.9270346	4716.9004	4704.892	1000.0	1000.0	110000	485.4535	10.894381	687.9267	228.42871	-485.6364	3.907305	974.2471706867218
12	4728.9517	10.0595045	4741.753	4710.998	4711.3735	6.647732	4719.271	4698.232	1000.0	1000.0	120000	486.3265	10.04528	626.88855	274.532	-486.4866	3.2720404	1064.424523115158
13	4730.246	9.156301	4741.1685	4718.744	4712.6914	2.5840287	4717.3306	4709.3525	1000.0	1000.0	130000	486.83826	9.185534	646.8401	234.5562	-486.9977	3.3278913	1154.3162486553192
14	4731.6807	10.105101	4751.3325	4719.303	4711.649	5.180859	4720.601	4699.5225	1000.0	1000.0	140000	486.78528	8.769417	688.64777	367.42065	-486.93594	2.5936017	1245.2362546920776
15	4735.5107	10.874409	4749.4873	4714.1597	4712.3203	4.247587	4718.694	4706.259	1000.0	1000.0	150000	486.68588	8.297844	733.1565	260.91196	-486.8514	3.1170561	1336.7598168849945
16	4732.0415	6.001834	4743.3677	4720.128	4713.798	5.5785575	4722.5537	4701.7173	1000.0	1000.0	160000	487.0445	8.22499	736.85254	299.2854	-487.198	2.516201	1427.5727496147156
17	4731.4663	9.958608	4749.862	4718.1865	4711.254	5.5613756	4722.5156	4704.037	1000.0	1000.0	170000	486.95618	7.902145	961.8006	229.64737	-487.1134	3.1091692	1519.0646648406982
18	4727.211	10.236105	4742.812	4709.627	4709.949	4.186919	4715.406	4702.171	1000.0	1000.0	180000	486.60263	7.2379375	852.6166	273.67014	-486.7374	2.558532	1610.0627205371857
19	4731.4346	10.805601	4746.936	4715.107	4712.2	3.5110013	4719.0005	4707.48	1000.0	1000.0	190000	486.30173	6.647225	657.1913	286.11844	-486.44504	2.4176602	1700.7866744995117
20	4735.256	10.591356	4745.029	4712.597	4712.329	5.1726723	4718.2925	4704.031	1000.0	1000.0	200000	485.80518	6.2381845	695.0075	215.88786	-485.92584	2.388891	1791.872852563858
21	4732.1562	12.357458	4746.89	4711.368	4710.8164	6.2791543	4718.5234	4700.0903	1000.0	1000.0	210000	485.19775	6.0859942	709.48615	282.69574	-485.32645	2.4557803	1896.8622646331787
22	4727.5127	8.790453	4742.0947	4713.14	4712.923	3.7869256	4719.8755	4706.483	1000.0	1000.0	220000	484.9142	6.0346284	668.29144	241.32521	-485.0385	2.1913488	2003.5185904502869
23	4726.959	16.7709	4752.1436	4691.445	4712.0254	5.9306955	4722.0146	4700.349	1000.0	1000.0	230000	484.8293	5.732857	581.3683	336.744	-484.9577	2.0028427	2109.6302704811096
