Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	9650762.0	233111.67	13942739.0	1.0	1000.0	1000.0	-36087.125	106251650.0	113195290.0	809653.06
2	9454582.0	252247.98	9381240.0	2401.0095	1000.0	1000.0	-194373.36	615557440.0	661875650.0	5933635.0
3	8725324.0	861051.44	8223740.0	2995.5945	1000.0	1000.0	-431506.84	1515362400.0	1611486700.0	16497635.0
4	8027595.0	1033765.3	9381356.0	5312.5327	1000.0	1000.0	-732185.3	2439803600.0	2556868600.0	23288012.0
5	8145360.0	2067158.5	7449381.5	3056394.8	1000.0	1000.0	-1004360.4	3271599900.0	3350409700.0	16232613.0
6	4434929.0	3253139.0	4015516.8	3475896.5	1000.0	1000.0	-1171680.4	5316194000.0	5444434000.0	15649522.0
7	6844438.5	2783556.2	6065674.5	406647.3	1000.0	1000.0	-1268671.5	4303227400.0	4410189000.0	12933027.0
8	5510334.0	2455300.0	3832212.8	3070709.8	1000.0	1000.0	-1330931.0	3977951000.0	4078419200.0	9672740.0
9	4053136.5	3456436.5	9402101.0	22042.775	1000.0	1000.0	-1348888.5	3896294400.0	3994612200.0	8224930.0
10	6173947.0	3072821.5	9403437.0	23770.834	1000.0	1000.0	-1343982.6	3045022500.0	3097468700.0	5904408.5
11	5963917.5	2282565.2	5995881.5	2875579.0	1000.0	1000.0	-1312846.0	2556884000.0	2594540300.0	4822054.5
12	6528828.5	2528130.8	8227477.5	3791.318	1000.0	1000.0	-1270252.6	2112657500.0	2143753900.0	4106208.0
13	8693836.0	561533.94	8237854.5	3775.0715	1000.0	1000.0	-1228593.8	1648228500.0	1673631000.0	3335012.2
14	8813923.0	604359.0	6198321.5	2931.7751	1000.0	1000.0	-1189455.6	1428351000.0	1452624000.0	2808181.2
15	8841427.0	1112516.2	9382270.0	5435.6597	1000.0	1000.0	-1147270.0	1191656000.0	1213419000.0	2544699.5
