Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	900000.0	17052.857	757500.0	107176.73	1000.0	1000.0	-13876.597	90132.69	89849.82	29685.44
2	895800.0	6997.142	808800.0	83947.37	1000.0	1000.0	-52833.875	230675.44	225776.11	140266.58
3	848000.0	123956.445	940000.0	13483.322	1000.0	1000.0	-116256.1	907228.75	897220.4	615261.5
4	851800.0	100366.13	858100.0	102799.27	1000.0	1000.0	-164742.62	1268661.5	1248340.0	971125.25
5	914000.0	76894.734	818400.0	22258.48	1000.0	1000.0	-186152.3	921435.75	904274.1	883736.7
6	920600.0	34966.27	767800.0	90915.12	1000.0	1000.0	-197311.33	966880.56	965633.0	1045025.0
7	775400.0	115352.68	929600.0	68753.47	1000.0	1000.0	-202242.66	862477.0	852904.6	924510.8
8	941600.0	30948.99	835800.0	136868.4	1000.0	1000.0	-203820.47	775349.94	770145.56	887581.2
9	891000.0	62459.586	876300.0	71566.82	1000.0	1000.0	-200240.6	671453.44	662134.4	788372.8
10	811800.0	110358.33	713400.0	149227.48	1000.0	1000.0	-196162.97	533935.1	523921.4	656767.9
11	814600.0	83135.07	965500.0	10744.767	1000.0	1000.0	-191569.64	419054.75	417113.4	558512.0
12	878200.0	91942.15	901000.0	67080.55	1000.0	1000.0	-183129.61	400616.72	394929.6	533041.7
13	915000.0	29407.48	915300.0	42228.07	1000.0	1000.0	-174607.9	363810.78	360302.78	472220.25
14	906400.0	63908.06	887600.0	85749.87	1000.0	1000.0	-164307.48	319112.72	313445.44	403677.53
15	914600.0	38160.71	817000.0	89153.8	1000.0	1000.0	-154846.11	288954.97	284061.38	368946.9
16	863600.0	116930.06	903800.0	42477.758	1000.0	1000.0	-146987.92	250122.23	247004.47	319569.66
17	852800.0	81939.98	796600.0	102715.336	1000.0	1000.0	-140231.78	214199.58	213094.11	273423.4
18	924000.0	53047.15	932900.0	49615.418	1000.0	1000.0	-134080.33	206019.36	203988.52	259347.36
19	939200.0	17474.553	939100.0	19222.123	1000.0	1000.0	-128600.96	189089.12	186299.14	232613.98
20	887600.0	99232.25	947200.0	11754.148	1000.0	1000.0	-123759.68	170475.02	167884.36	208259.06
21	866200.0	111752.23	915500.0	68314.34	1000.0	1000.0	-119566.39	153491.05	152422.27	191706.25
22	829400.0	183125.75	935900.0	28724.379	1000.0	1000.0	-115826.81	141540.69	139759.0	173267.23
23	899400.0	96717.32	921900.0	59711.727	1000.0	1000.0	-112667.33	131064.55	129535.28	157466.7
24	872600.0	127673.96	933400.0	45372.234	1000.0	1000.0	-110286.81	121336.73	121255.17	147474.02
25	891200.0	88948.08	869800.0	112358.17	1000.0	1000.0	-108204.27	113664.74	113095.86	136214.75
26	925400.0	40775.48	804700.0	98201.89	1000.0	1000.0	-106617.02	106103.984	106313.29	125944.086
27	885800.0	85751.734	882600.0	76599.22	1000.0	1000.0	-104945.48	102345.23	102986.79	123201.08
28	921200.0	79843.34	960300.0	40231.953	1000.0	1000.0	-103467.12	96777.28	97522.055	114201.65
29	935200.0	42522.465	943100.0	38816.105	1000.0	1000.0	-102213.09	93747.77	94143.68	111032.26
