Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	13912182.0	9008.413	13431626.0	773120.7	1000.0	1000.0	-347223.34	125070776.0	125673576.0	38899236.0
2	13910682.0	10109.844	13791390.0	277314.03	1000.0	1000.0	-2937370.5	1953678300.0	1950994300.0	462351460.0
3	13601005.0	658108.4	13922075.0	11216.566	1000.0	1000.0	-5536603.5	2329810000.0	2326743300.0	355494500.0
4	13920090.0	8356.649	13922250.0	7147.597	1000.0	1000.0	-5034120.0	843051200.0	839211300.0	167930720.0
5	13918021.0	8497.102	13931211.0	12096.751	1000.0	1000.0	-4226165.0	227766960.0	226504110.0	82697640.0
6	9854261.0	5777400.0	13132781.0	2383384.8	707.6667	943.0	-3685189.8	130334160.0	131217500.0	61449020.0
7	13926714.0	6865.871	13928688.0	10836.465	1000.0	1000.0	-3195105.2	362505500.0	363234100.0	65431616.0
8	11704755.0	4973453.0	12578759.0	4044205.5	840.3333	903.2	-2753921.5	329481120.0	330139870.0	56378144.0
9	13927496.0	6321.6855	12568370.0	4082873.0	1000.0	902.3	-2417726.8	286498000.0	287423260.0	45511824.0
10	13930019.0	5267.236	9957699.0	6073206.0	1000.0	714.7	-2162509.5	130408330.0	131182050.0	28506764.0
11	13926566.0	8817.302	11567846.0	4709411.0	1000.0	830.9	-1972546.8	96995150.0	97172590.0	21544852.0
12	13928587.0	7757.278	13053458.0	2620031.2	1000.0	937.3	-1827083.0	85227160.0	85206344.0	19414044.0
13	13921744.0	7361.3335	13927429.0	9874.036	1000.0	1000.0	-1728684.5	65009680.0	64938180.0	15646694.0
14	11790640.0	4780751.0	12567900.0	4026958.8	846.5	903.5	-1670298.4	68210030.0	68031100.0	16033155.0
15	13926110.0	14512.587	12654073.0	3818946.2	1000.0	908.6	-1597846.2	69255704.0	68999736.0	13773295.0
16	13922883.0	4404.412	13927326.0	6204.4897	1000.0	1000.0	-1539779.4	58909104.0	58653460.0	14056273.0
17	11699536.0	4976958.5	12763627.0	3465078.5	840.1667	917.0	-1506004.5	63846412.0	63548812.0	13786124.0
18	13932608.0	4649.956	13913706.0	22412.271	1000.0	1000.0	-1509819.6	87692640.0	87520480.0	17054896.0
19	13930269.0	6449.897	11348786.0	5129778.5	1000.0	815.9	-1506413.0	58418750.0	58377680.0	13775978.0
20	12212359.0	3840759.5	12747826.0	3516062.2	876.6667	915.8	-1515065.0	60360212.0	60259490.0	15987921.0
21	11945363.0	4427157.5	10999388.0	4996391.5	857.8333	789.4	-1516883.2	79887464.0	79819070.0	16913760.0
22	13922006.0	24005.867	13929059.0	11024.318	1000.0	1000.0	-1510555.2	82089690.0	82070824.0	18227222.0
23	9962939.0	5611279.0	12577368.0	4071620.8	715.1667	902.6	-1497667.2	87094250.0	86876120.0	18946418.0
24	11692308.0	5004485.5	13314689.0	1644103.9	839.3333	955.5	-1484355.1	66695452.0	66705784.0	16029431.0
25	13935290.0	4890.0205	12056787.0	4023073.8	1000.0	866.3	-1467762.2	91122780.0	91053500.0	18955102.0
26	13932950.0	3817.023	11278240.0	5307386.5	1000.0	809.6	-1451108.6	95085590.0	95029910.0	17967314.0
27	11594149.0	4770571.0	13936664.0	2558.7048	832.5	1000.0	-1437265.8	64994956.0	64968664.0	15764524.0
28	13929677.0	4770.0146	9191613.0	5293274.5	1000.0	660.0	-1431547.1	92630340.0	92579980.0	18580106.0
29	8906493.0	5791143.5	10027311.0	5963546.0	640.8889	719.9	-1442379.8	98932430.0	98733780.0	20979732.0
