Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	901200.0	13977.124	585300.0	18066.82	1000.0	1000.0	-14754.483	73541.11	73216.76	23981.42
2	901400.0	13573.504	721200.0	165755.72	1000.0	1000.0	-56459.266	189345.98	187808.69	108839.94
3	922600.0	36114.26	926400.0	44159.258	1000.0	1000.0	-107466.74	568125.0	566899.7	357440.62
4	953600.0	6800.0	970300.0	80177.36	1000.0	1000.0	-129113.86	1455568.1	1446463.5	717669.2
5	965800.0	25230.14	934800.0	11981.652	1000.0	1000.0	-149783.97	1804055.0	1810521.1	883650.1
6	957400.0	10594.338	898000.0	78512.414	1000.0	1000.0	-160463.08	1911540.1	1916620.0	1048960.4
7	966400.0	7059.745	972300.0	5386.093	1000.0	1000.0	-164564.72	1617525.5	1634840.1	1047586.8
8	970800.0	7652.4507	913500.0	96161.58	1000.0	1000.0	-162891.03	1416489.4	1431114.4	1033461.25
9	901000.0	138063.75	944000.0	38238.727	1000.0	1000.0	-159518.47	1257760.2	1268487.1	939728.3
10	896400.0	95376.31	921500.0	47335.504	1000.0	1000.0	-154931.89	1005456.7	1016265.94	821960.4
11	939400.0	27200.0	926500.0	23879.908	1000.0	1000.0	-152130.02	987648.0	988748.4	814638.06
12	932600.0	29486.268	760100.0	116187.305	1000.0	1000.0	-154386.77	1020216.5	1014646.56	800099.56
13	858600.0	90703.03	924500.0	32041.379	1000.0	1000.0	-151573.7	805576.6	796115.25	691710.94
14	839200.0	138460.69	886400.0	95647.48	1000.0	1000.0	-148122.7	675361.4	666654.75	607178.44
15	790400.0	132512.05	915600.0	70784.46	1000.0	1000.0	-143373.28	586456.3	580128.06	545659.6
16	932200.0	59927.953	889000.0	92962.36	1000.0	1000.0	-139620.14	537082.6	530159.4	507771.75
17	861400.0	136206.61	903400.0	90168.95	1000.0	1000.0	-135681.03	491898.56	487262.1	475328.22
18	947400.0	11288.933	926700.0	64134.312	1000.0	1000.0	-132297.47	445602.1	442338.3	448911.25
19	893600.0	131027.63	857500.0	88044.59	1000.0	1000.0	-129143.8	402312.2	400163.12	406174.4
20	938400.0	39077.36	915200.0	81722.45	1000.0	1000.0	-125823.77	350691.7	349923.28	366219.53
21	974000.0	19514.096	936800.0	42385.848	1000.0	1000.0	-122723.06	297798.78	298529.5	327827.03
22	844000.0	102981.555	757200.0	111267.06	1000.0	1000.0	-119834.88	260878.27	260379.02	288915.88
23	892400.0	36642.05	950700.0	36488.492	1000.0	1000.0	-117128.73	227148.95	226562.73	259156.02
24	891200.0	72922.98	942400.0	90234.36	1000.0	1000.0	-114444.73	203187.38	201110.33	233907.25
25	876600.0	136864.31	861600.0	127968.91	1000.0	1000.0	-112116.695	183351.4	181321.23	217238.14
26	959400.0	7525.955	911400.0	55679.8	1000.0	1000.0	-109921.38	163387.3	162435.44	193485.17
27	939000.0	78752.78	894300.0	112839.76	1000.0	1000.0	-107953.42	146503.98	144504.47	173646.36
28	956000.0	29939.94	656100.0	82666.13	1000.0	1000.0	-106159.14	134298.72	133294.34	161994.03
29	839000.0	86373.6	816900.0	137355.34	1000.0	1000.0	-104625.84	127916.8	127169.84	152508.05
