Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	897000.0	14966.63	902800.0	22202.703	1000.0	1000.0	-15899.01	92685.016	93563.77	40216.3
2	894800.0	12253.979	973200.0	12432.216	1000.0	1000.0	-84123.664	508096.9	508493.1	336133.66
3	946600.0	18445.596	936300.0	4290.6875	1000.0	1000.0	-223682.92	2112383.5	2132333.5	1728707.6
4	925200.0	12270.289	930200.0	6896.376	1000.0	1000.0	-301975.25	3006338.8	3034349.0	2431913.5
5	937800.0	10342.146	954700.0	12876.723	1000.0	1000.0	-324009.56	2043303.5	2093043.2	2180069.2
6	956400.0	12273.549	968200.0	8726.97	1000.0	1000.0	-334734.7	2107115.2	2159847.5	2456689.5
7	924400.0	51732.387	955200.0	13272.528	1000.0	1000.0	-318788.34	1751152.6	1786488.0	1966334.4
8	940600.0	26241.951	941900.0	8676.981	1000.0	1000.0	-310266.16	1296117.5	1315633.4	1545577.2
9	930800.0	13541.049	914300.0	26184.156	1000.0	1000.0	-294603.12	1023730.06	1043452.2	1332850.1
10	920000.0	46381.03	841600.0	63001.902	1000.0	1000.0	-275732.78	781322.25	792134.6	1058885.2
11	931200.0	43069.246	922300.0	31572.297	1000.0	1000.0	-258576.88	609340.1	617377.06	861385.75
12	903200.0	62400.0	888100.0	43578.55	1000.0	1000.0	-240685.98	499193.7	505828.56	702816.9
13	900000.0	30225.816	922200.0	56336.133	1000.0	1000.0	-223569.92	398196.53	404799.38	568319.3
14	925000.0	21344.787	884700.0	47902.086	1000.0	1000.0	-207578.47	327409.8	334069.03	471726.2
15	926000.0	28319.605	940200.0	18856.299	1000.0	1000.0	-191948.05	270990.94	270139.84	396397.38
16	852400.0	98872.84	867500.0	117502.55	1000.0	1000.0	-176439.53	234347.02	232753.92	339818.78
17	852000.0	101171.14	893300.0	78026.984	1000.0	1000.0	-163870.25	207902.72	207232.75	293578.6
18	919400.0	24589.428	907400.0	89851.21	1000.0	1000.0	-154159.97	184165.12	183430.34	259091.28
19	867000.0	118215.06	924400.0	28855.502	1000.0	1000.0	-145282.56	170632.94	169551.89	233443.22
20	909000.0	41148.51	877900.0	112964.11	1000.0	1000.0	-138021.27	154391.64	153064.69	209767.42
21	940400.0	16144.349	957400.0	12993.844	1000.0	1000.0	-131863.75	137987.97	136925.84	184113.33
22	919400.0	51320.95	964900.0	28190.246	1000.0	1000.0	-127047.195	126118.66	125515.02	169753.38
23	907400.0	48623.45	947300.0	32255.387	1000.0	1000.0	-122900.95	113452.66	112987.87	154334.95
24	939800.0	31435.012	949000.0	23579.65	1000.0	1000.0	-118935.72	105050.88	103925.35	137781.94
25	959200.0	22274.648	930600.0	41282.44	1000.0	1000.0	-115816.586	101213.92	100410.47	133424.89
26	926400.0	27709.926	933100.0	80833.72	1000.0	1000.0	-113459.734	97347.79	97363.92	127520.66
27	946400.0	18682.611	938100.0	38523.89	1000.0	1000.0	-111225.445	93510.734	92915.734	122742.99
28	930000.0	48690.863	940100.0	14145.317	1000.0	1000.0	-109154.28	90313.734	89799.2	118592.66
29	934200.0	15419.468	918200.0	75437.125	1000.0	1000.0	-107377.0	85640.69	85448.44	108530.37
