Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	907600.0	10480.458	972200.0	27308.605	1000.0	1000.0	-14634.732	67816.266	67376.445	24788.184
2	894600.0	16788.092	872500.0	42509.41	1000.0	1000.0	-61517.547	218783.95	215321.1	126646.58
3	924800.0	35261.31	969200.0	6779.3804	1000.0	1000.0	-127946.91	781047.94	778087.1	493797.88
4	922600.0	61811.33	926500.0	15001.666	1000.0	1000.0	-168673.66	2310893.2	2294347.2	1135699.5
5	858600.0	57112.52	845800.0	92982.58	1000.0	1000.0	-205971.33	2936651.0	2904868.8	1512794.9
6	922800.0	19197.916	943500.0	43331.855	1000.0	1000.0	-237505.48	2853385.8	2841781.5	1632466.4
7	855800.0	140266.03	953100.0	23398.504	1000.0	1000.0	-241718.06	2277494.0	2286276.8	1492062.5
8	902400.0	69830.08	896000.0	87624.195	1000.0	1000.0	-231317.5	1752355.4	1746165.0	1308186.2
9	907400.0	107149.62	849600.0	101368.836	1000.0	1000.0	-217321.58	1435576.0	1437182.0	1147013.4
10	870000.0	86002.33	902300.0	18248.56	1000.0	1000.0	-205759.56	1331851.5	1334837.0	1070875.5
11	773000.0	88426.24	937400.0	20592.232	1000.0	1000.0	-200877.75	1102082.6	1100117.1	939789.3
12	872400.0	116760.61	842200.0	134614.86	1000.0	1000.0	-193503.42	962180.5	952776.94	820173.0
13	813400.0	76849.46	906100.0	21746.033	1000.0	1000.0	-184007.9	689802.75	686315.1	648103.5
14	898800.0	28950.992	850900.0	109052.695	1000.0	1000.0	-176524.92	540614.9	537500.2	531057.75
15	867200.0	88646.26	781900.0	131829.77	1000.0	1000.0	-168149.8	422024.56	423096.75	449904.03
16	857800.0	54535.86	923000.0	35190.906	1000.0	1000.0	-160093.42	359856.84	359087.38	392051.97
17	822000.0	108364.2	912700.0	67619.59	1000.0	1000.0	-151575.34	307144.44	308491.78	343000.25
18	916000.0	33009.09	888300.0	74063.555	1000.0	1000.0	-144472.45	275756.4	277150.3	302635.97
19	878600.0	67268.414	948300.0	38470.9	1000.0	1000.0	-138058.58	237312.28	239238.86	268093.0
20	927400.0	10744.301	985500.0	23191.594	1000.0	1000.0	-132331.36	203746.6	203886.4	233990.81
21	969000.0	35580.89	935100.0	19846.662	1000.0	1000.0	-126731.31	170243.5	170209.5	198409.31
22	894000.0	85428.336	835600.0	62439.09	1000.0	1000.0	-122211.2	147556.0	148175.81	175448.88
23	870400.0	85317.29	897200.0	67893.734	1000.0	1000.0	-118529.84	134297.02	136052.6	160365.2
24	905200.0	52438.152	963400.0	24638.18	1000.0	1000.0	-115691.21	126194.02	127154.766	147022.56
25	889800.0	68741.25	949500.0	17391.09	1000.0	1000.0	-113112.14	117847.68	118698.99	137511.39
26	925400.0	21777.053	769800.0	163472.2	1000.0	1000.0	-111075.23	112898.28	113683.875	132950.06
27	887600.0	81519.57	919400.0	68562.67	1000.0	1000.0	-109794.33	113850.97	114704.305	128271.06
28	928200.0	46850.4	917700.0	66478.65	1000.0	1000.0	-108650.84	113473.41	114429.03	124299.34
29	947000.0	17888.543	919400.0	49918.332	1000.0	1000.0	-107342.195	106654.03	107795.17	116882.05
