Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-504.25235	39.33322	-441.592	-557.27844	-2980.4988	31.867802	-2911.6772	-3028.2249	1000.0	1000.0	5000	18.045893	16.450436	75.35033	-4.878376	-20.99137	2.56147	39.734925746917725
2	-485.72028	42.134075	-432.18143	-559.50055	-2722.0393	113.389305	-2534.229	-2957.6018	1000.0	1000.0	10000	96.20666	26.820705	167.49503	30.393524	-101.63091	11.094188	71.17237615585327
3	-2150.7773	481.92654	-1266.0059	-2583.3806	-286.3069	100.67991	-117.96841	-457.16626	1000.0	1000.0	15000	150.86133	7.386186	196.56764	116.32648	-153.51003	7.233274	104.51294136047363
4	-309.45184	199.9909	-138.02884	-574.84106	164.1741	180.29692	538.91315	-110.72731	1000.0	1000.0	20000	133.73795	7.840356	164.45946	93.87153	-135.23062	2.7611666	138.12853360176086
5	146.90875	102.84381	319.0345	41.952873	288.26166	198.55281	622.86926	58.313614	1000.0	1000.0	25000	117.57453	5.837617	142.0182	90.404755	-118.93495	1.674578	171.99104189872742
6	260.29874	101.74106	428.8649	168.85283	321.3086	119.290886	516.06006	171.3427	1000.0	1000.0	30000	107.11744	3.9194572	127.66219	77.773895	-108.42445	1.3516481	205.22022581100464
7	213.84737	92.28022	375.30157	88.53785	417.6876	141.75412	572.29016	202.1732	1000.0	1000.0	35000	101.17263	3.461586	118.37222	67.2424	-102.42385	1.4231101	239.07378315925598
8	374.802	58.42283	491.5456	342.58255	393.5478	110.090324	583.41046	194.67996	1000.0	1000.0	40000	97.66719	3.6842413	120.12273	59.835518	-98.86793	1.5616802	273.3775112628937
9	338.00726	77.95819	419.66113	205.1278	488.44058	139.79095	759.6667	252.44234	1000.0	1000.0	45000	95.60403	3.6099741	123.956024	66.49376	-96.74932	1.4371443	308.87420535087585
10	360.39267	54.755005	419.93018	266.32437	419.3593	205.0941	664.0465	13.020431	1000.0	1000.0	50000	94.15154	3.6696105	125.228355	65.235146	-95.234215	1.2918202	344.5932569503784
11	303.6678	139.33095	426.46735	50.599693	587.9209	99.99115	734.325	366.11746	1000.0	1000.0	55000	93.00679	3.9212418	128.34108	63.951656	-94.04471	1.2929565	380.57575845718384
12	422.21182	23.486631	460.02405	391.4847	489.0896	100.55688	610.2888	280.71176	1000.0	1000.0	60000	92.29167	4.09935	132.15906	62.078987	-93.29119	1.2768667	416.8461289405823
13	351.90952	82.68635	502.4256	277.7283	378.7907	357.40622	622.5329	-670.42255	1000.0	1000.0	65000	91.865135	4.4065433	135.5503	64.442665	-92.84254	1.296245	455.81059312820435
14	359.8023	78.10968	470.93814	241.93102	415.2912	352.7578	734.1127	-314.2023	1000.0	1000.0	70000	91.8084	4.7121034	142.40927	63.35329	-92.769516	1.3610641	494.698903799057
15	236.36186	221.40349	434.47845	-187.21236	490.90503	340.64355	737.227	-508.78406	1000.0	1000.0	75000	91.80551	5.2238	143.198	62.342827	-92.760666	1.4587172	534.9267899990082
16	374.45847	74.53686	485.15634	296.33038	565.1393	131.91183	735.3935	212.32382	1000.0	1000.0	80000	92.32178	5.709125	145.86517	62.230896	-93.275215	1.4766461	575.0803031921387
17	247.80777	74.19217	364.87	141.31647	460.9874	119.80268	633.4764	210.48596	1000.0	1000.0	85000	92.67545	6.2425237	147.27309	63.777744	-93.5919	1.6196	615.4933094978333
18	400.10687	18.431364	423.83716	368.08978	473.61597	155.70628	652.46094	197.1787	1000.0	1000.0	90000	92.73793	6.4340014	144.14825	68.69661	-93.63777	1.5804896	656.6458294391632
19	305.04077	103.43212	419.21014	174.41216	511.24286	165.21353	668.45276	96.67694	1000.0	1000.0	95000	92.66588	6.5964684	140.83167	68.14209	-93.5398	1.559619	697.0983514785767
20	248.22417	179.74501	448.41504	-72.24545	353.66876	305.9717	671.04785	-235.20097	1000.0	1000.0	100000	92.324486	6.7400155	138.26353	66.67395	-93.195366	1.6210967	738.043717622757
21	280.18265	104.29281	439.03052	130.41002	386.14328	203.18152	689.20465	-36.20793	1000.0	1000.0	105000	92.51443	6.982808	145.4552	66.380554	-93.38058	1.5633267	779.884624004364
22	343.78497	74.3207	428.94794	232.71114	425.58627	457.0056	705.96405	-897.6681	1000.0	1000.0	110000	92.24311	7.2603106	147.76753	68.30632	-93.088234	1.6332445	821.7372524738312
23	182.40063	155.10121	334.09323	-101.10113	354.9843	137.39354	489.17294	77.913574	1000.0	1000.0	115000	92.02743	7.483073	148.76416	55.16969	-92.876564	1.6623976	862.4355726242065
24	312.21722	86.57262	412.06033	193.50398	529.4862	119.37842	699.75104	310.0485	1000.0	1000.0	120000	91.85139	7.5211487	144.91605	51.147118	-92.683624	1.5250437	903.3786606788635
25	116.979454	140.88824	342.97922	-56.83591	303.68704	193.08801	551.1244	-8.303357	1000.0	1000.0	125000	91.56347	7.470799	148.79327	47.118435	-92.38356	1.5493617	944.0347816944122
26	257.66904	80.93345	383.30444	150.2077	78.58682	226.02234	381.0037	-239.47852	1000.0	1000.0	130000	91.166725	7.6772814	145.90292	39.128204	-91.97644	1.6104307	985.2748489379883
27	157.80864	148.17068	376.97928	-3.2326906	336.14194	119.84758	512.64246	80.89508	1000.0	1000.0	135000	90.66331	7.819659	145.50528	40.08674	-91.466995	1.6548852	1026.7367224693298
28	196.23006	95.8314	320.7872	41.466686	322.05807	204.36865	652.11383	-13.680307	1000.0	1000.0	140000	90.512405	7.8934374	147.40468	39.148357	-91.33169	1.7029148	1068.7106084823608
29	187.60196	156.78943	421.76065	-66.86581	300.89996	176.96738	522.70557	-18.112211	1000.0	1000.0	145000	90.3883	7.2894983	145.95746	35.787777	-91.18106	1.6059158	1109.8586406707764
30	279.3773	158.39285	439.81165	-7.2966256	459.05377	94.2222	571.3785	246.48503	1000.0	1000.0	150000	89.869545	6.9436336	142.7361	39.99363	-90.650185	1.5437253	1151.5561316013336
31	250.19138	108.36548	362.01178	49.794743	511.0118	109.093666	678.7904	393.1124	1000.0	1000.0	155000	89.558846	6.776172	139.67494	44.820396	-90.35609	1.5439667	1192.7716648578644
32	238.17014	72.11857	336.9159	112.62611	544.6804	122.14142	791.08417	303.8311	1000.0	1000.0	160000	89.20126	6.5758533	142.32758	37.114136	-89.96528	1.5430733	1235.067666053772
