Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	4557.286	60.937675	4651.1797	4478.0576	1000.0	0.040712234	0.80384827	2.4726946	-2.9980524	5000	-0.0044333604	177847.56	-0.085362144	-11314.719	17.011053	1.3796334	21.74950933456421
1	4468.2446	42.35215	4518.2627	4419.1997	1000.0	13.570237	2.1932456	14.182575	-10.01243	10000	-0.106893234	161308.6	-0.04514017	-5254.5	17.129122	1.4944588	33.14339637756348
2	4588.319	72.21997	4663.779	4464.586	1000.0	20.144644	2.0230958	20.392765	-19.014729	15000	-0.07138926	162769.56	-0.04053706	-4630.5	16.99513	1.3713744	45.03783297538757
3	4509.064	40.02948	4557.048	4441.3003	1000.0	25.972351	1.6026096	26.118233	-22.736803	20000	0.043992527	153438.62	-0.028027264	-4219.578	17.082157	1.4366592	56.460612535476685
4	4570.6367	98.67474	4732.732	4438.4814	1000.0	31.353956	2.2168462	31.555191	-25.787603	25000	-0.11316907	153703.08	-0.027158864	-4208.1875	17.111574	1.4676532	68.04710626602173
5	4481.6245	57.45852	4569.393	4395.1514	1000.0	36.84347	1.0828267	36.91499	-1.0550792	30000	0.027784757	142850.66	-0.023009177	-3817.7188	17.079468	1.4837644	79.76548624038696
6	4515.7695	50.074505	4611.698	4466.259	1000.0	42.003983	1.8539253	42.091187	-38.724323	35000	-0.062191255	142465.45	-0.022399202	-3773.2344	17.085934	1.476012	91.32617211341858
7	4553.8647	97.1874	4733.157	4448.7285	1000.0	47.197105	0.7994189	47.237736	9.863117	40000	-0.08022356	141521.81	-0.020944431	-3757.5	17.12961	1.4671924	103.015127658844
8	4461.495	51.768433	4526.211	4418.4775	1000.0	52.33673	0.98944724	52.384144	10.304235	45000	-0.04870026	131032.4	-0.016330536	-3502.2578	17.147526	1.5697669	114.66606640815735
9	4492.796	61.702866	4573.2925	4427.7896	1000.0	57.333942	0.87457836	57.37349	17.972574	50000	-0.046460204	129541.51	-0.018539697	-3456.5938	17.057293	1.4612758	126.14265036582947
10	4523.3164	114.19268	4702.9272	4405.762	1000.0	62.279	1.4298494	62.33812	-0.2958622	55000	0.0055259825	128076.555	-0.019046899	-3445.1719	17.15649	1.5447385	138.7580909729004
11	4472.8135	59.22949	4587.333	4417.5713	1000.0	67.19067	2.2537334	67.30055	-37.398586	60000	0.03646385	121296.88	-0.014514841	-3331.2656	17.11631	1.4630303	150.68776416778564
12	4554.382	130.70102	4722.44	4340.749	1000.0	72.05837	2.494183	72.17627	-44.367413	65000	-0.14449331	122661.195	-0.017255053	-3392.3047	17.155035	1.6120976	162.35560059547424
13	4473.3047	29.895	4515.6035	4439.421	1000.0	77.033966	2.2138693	77.09401	-66.97474	70000	0.008174304	114833.64	-0.016383087	-3153.8672	17.143576	1.5956364	173.9648687839508
14	4515.0137	76.14318	4662.258	4457.2944	1000.0	81.887184	0.54712355	81.9034	46.034046	75000	-0.09290574	114666.85	-0.014575914	-3143.0625	17.097504	1.5216388	185.39451479911804
15	4503.4775	56.016373	4581.2812	4417.883	1000.0	86.668365	2.0685716	86.73591	-24.809137	80000	-0.04203912	110191.695	-0.014772568	-3082.9453	17.069696	1.4758961	197.2966332435608
16	4483.1406	67.5964	4617.19	4440.95	1000.0	91.47419	0.9564737	91.51872	41.395668	85000	0.02693222	106271.12	-0.01365441	-2973.5234	17.115585	1.4907743	209.38794827461243
17	4539.6367	88.46202	4689.5996	4416.5347	1000.0	96.23281	0.58942443	96.25184	59.476078	90000	-0.07663023	106116.016	-0.014050886	-2971.3516	17.084278	1.4947203	221.36747097969055
18	4514.7207	61.434917	4620.176	4428.488	1000.0	100.96845	1.2991318	101.01349	22.103638	95000	0.0383516	103237.195	-0.013804346	-2912.6094	17.011005	1.458439	233.13635087013245
19	4456.284	54.797928	4527.1055	4389.794	1000.0	105.68376	2.3530478	105.7449	-37.29712	100000	0.05022925	95792.516	-0.014191072	-2748.2812	17.229841	1.6006919	245.42947626113892
20	4500.912	57.81873	4600.287	4431.027	1000.0	110.31465	1.5254192	110.35469	16.196144	105000	-0.09663501	95902.05	-0.017375037	-2758.1484	17.262657	1.6173246	257.52704644203186
21	4579.149	64.94076	4703.8423	4517.696	1000.0	114.92902	2.7631981	114.998024	-29.457346	110000	-0.022956219	97023.18	-0.013950989	-2838.6406	17.16486	1.4838119	269.520555973053
22	4533.792	70.747925	4636.1753	4454.7676	1000.0	119.60162	2.270839	119.70861	35.096024	115000	-0.035760902	91598.414	-0.015307751	-2722.8125	17.091318	1.4728664	281.35323667526245
23	4468.3027	65.807625	4596.902	4422.0195	1000.0	124.21832	3.4838006	124.33349	-23.84699	120000	-0.052009974	86031.52	-0.014617953	-2574.8984	17.157564	1.5492234	293.0930941104889
24	4555.7354	49.58512	4626.416	4478.499	1000.0	128.73938	3.4841385	128.85294	-56.59049	125000	-0.09373037	88630.414	-0.013299882	-2655.1953	17.154984	1.6215943	304.94359159469604
25	4551.307	65.19786	4639.058	4458.0625	1000.0	133.39076	2.4927998	133.45786	5.064269	130000	-0.032107145	85061.26	-0.010393638	-2570.211	17.226385	1.5881267	317.0090367794037
26	4524.8896	70.26076	4656.593	4458.465	1000.0	138.01782	1.1160895	138.0419	61.203087	135000	-0.038572133	81717.82	-0.016718712	-2456.3516	17.1301	1.5543263	328.61251759529114
27	4593.095	91.077286	4739.1123	4516.51	1000.0	142.5288	1.8732038	142.57457	20.980528	140000	-0.10082527	82367.6	-0.014618345	-2496.8047	17.154072	1.5666362	340.1210823059082
28	4490.581	126.72558	4697.8506	4308.4756	1000.0	147.07613	2.0637121	147.14883	45.077286	145000	0.043609254	74959.27	-0.011512425	-2310.0703	17.15281	1.5303211	351.73973846435547
29	4454.6255	28.383059	4486.584	4407.976	1000.0	151.54007	1.7967769	151.57242	25.075678	150000	-0.15554214	71286.19	-0.012372389	-2196.664	17.13578	1.5915346	363.4733421802521
30	4440.8022	33.573254	4489.7417	4387.018	1000.0	155.91331	0.66560304	155.92801	111.596756	155000	-0.10832696	67636.4	-0.015655853	-2088.086	17.184315	1.5333223	375.9872634410858
31	4450.5303	61.997585	4568.6226	4394.2695	1000.0	160.17747	1.2374643	160.22028	88.97653	160000	-0.047540884	66173.15	-0.012601644	-2076.254	17.276674	1.6681367	387.69154500961304
32	4477.6543	76.676025	4542.628	4335.144	1000.0	164.49547	0.31671587	164.50728	149.28815	165000	0.05875479	65810.516	-0.014251243	-2065.0703	17.08874	1.5437036	399.35141825675964
33	4521.799	136.50159	4750.1587	4376.4673	1000.0	168.78188	1.5017561	168.82823	98.35436	170000	0.04651488	64923.57	-0.013728209	-2080.0312	17.142088	1.6215603	411.29272508621216
34	4477.4136	44.424892	4543.5186	4417.384	1000.0	173.12854	2.4015615	173.1715	4.2465706	175000	-0.08941306	61101.312	-0.011805527	-1988.8438	17.287863	1.7170031	422.7953929901123
35	4486.5444	33.744766	4546.5835	4446.929	1000.0	177.4426	0.20860693	177.44888	167.2121	180000	0.04603227	60023.055	-0.013129864	-1932.4961	17.096737	1.5049299	434.31656312942505
36	4542.9478	81.74168	4643.7686	4451.097	1000.0	181.63464	3.9165053	181.71823	-81.03819	185000	-0.0025305054	59954.688	-0.010027228	-2012.0234	17.163029	1.66211	446.1412138938904
37	4551.672	53.314667	4635.938	4472.507	1000.0	186.00206	1.1235844	186.03603	115.55331	190000	0.07638368	59239.46	-0.016287085	-1963.0078	17.175167	1.5674713	457.65048599243164
38	4538.2344	36.817078	4587.187	4500.212	1000.0	190.3605	0.6467561	190.37614	156.37097	195000	-0.048996948	56703.31	-0.011176221	-1885.7227	17.218637	1.6351024	469.19445753097534
39	4539.092	106.49706	4695.412	4412.1064	1000.0	194.65215	0.8001311	194.67596	153.51405	200000	-0.032546546	54961.082	-0.014306251	-1825.7734	17.165398	1.6045119	480.9884626865387
40	4576.7896	34.9248	4641.056	4538.539	1000.0	198.87117	1.3737742	198.91983	128.07968	205000	-0.04679186	54653.14	-0.01213859	-1845.5312	17.196163	1.5617939	493.64838099479675
41	4498.2803	70.84204	4573.813	4374.4937	1000.0	203.13527	4.2777104	203.20576	-98.837685	210000	-0.019955955	49018.84	-0.0096970145	-1720.6133	17.129438	1.5400883	505.0912787914276
42	4495.874	105.54866	4631.2373	4354.2603	1000.0	207.2618	5.590277	207.35657	-185.07227	215000	-0.031267934	48076.402	-0.011656847	-1659.6289	17.0736	1.5169423	516.8598234653473
43	4498.88	56.12455	4601.895	4444.3755	1000.0	211.46864	0.13458028	211.47395	203.90346	220000	-0.02669038	46279.29	-0.01104621	-1593.1641	17.235966	1.6860104	528.8965256214142
44	4489.9663	57.05388	4566.2754	4406.515	1000.0	215.55057	0.89220005	215.57687	165.03275	225000	-0.038850456	44408.305	-0.010754157	-1537.0586	17.233913	1.7276382	540.6841444969177
45	4490.8115	45.189125	4558.0776	4436.1562	1000.0	219.5471	3.487809	219.62808	-11.517302	230000	0.008407971	42209.723	-0.01452261	-1508.1367	17.080978	1.5658095	552.9823379516602
46	4493.4453	31.17952	4544.0625	4452.2036	1000.0	223.56384	3.494198	223.62378	-22.076263	235000	-0.019412726	40772.473	-0.015864588	-1486.1055	17.264322	1.6573642	564.853725194931
47	4468.0244	29.810509	4510.0034	4427.446	1000.0	227.61295	0.74907595	227.63542	180.24632	240000	5.119629e-05	38757.945	-0.013828223	-1385.332	17.200502	1.6138322	576.2755072116852
48	4490.369	15.838162	4516.8657	4470.072	1000.0	231.52985	2.7561898	231.58351	41.59881	245000	-0.060819604	38302.324	-0.011972792	-1393.8828	17.217297	1.6188996	587.7612335681915
49	4576.0903	47.75797	4625.0815	4499.7563	1000.0	235.5092	0.89460707	235.54292	190.7276	250000	-0.08289446	39985.477	-0.011247575	-1463.4141	17.252428	1.6014855	599.5280845165253
50	4516.4385	81.51301	4629.4277	4380.8965	1000.0	239.58232	3.825301	239.649	-28.720333	255000	-0.0014462769	36382.113	-0.011258801	-1363.207	17.23691	1.6041125	612.0989000797272
51	4507.5127	85.33002	4659.7285	4418.1763	1000.0	243.6004	0.9441767	243.62659	189.19226	260000	-0.010996912	34723.72	-0.011200696	-1280.5117	17.267117	1.6703602	624.0622222423553
52	4481.5303	63.123272	4560.793	4396.0996	1000.0	247.533	0.26208115	247.54346	235.58444	265000	-0.13992217	33164.598	-0.0123193115	-1224.1602	17.348196	1.6908106	635.8493325710297
53	4517.6416	34.49827	4578.052	4471.7812	1000.0	251.37633	1.4221362	251.40851	156.34436	270000	-0.10832532	32930.76	-0.013368651	-1218.3672	17.286303	1.6632515	647.9567279815674
54	4476.841	83.80813	4599.0977	4391.501	1000.0	254.6805	15.099517	255.29086	-234.52206	275000	-0.02154463	30602.938	-0.01405997	-1544.4961	17.259384	1.7250067	659.6747715473175
55	4512.0347	49.065033	4585.0664	4453.2344	1000.0	259.0378	1.0075742	259.06644	206.81622	280000	-0.0099813845	29772.5	-0.012849785	-1127.2578	17.170467	1.5897524	671.7002394199371
56	4535.717	75.0234	4681.515	4472.981	1000.0	262.80905	3.8857388	262.88092	-2.759591	285000	-0.0016352906	29561.328	-0.010454678	-1155.1484	17.317503	1.7464226	683.3025364875793
57	4503.7026	88.806015	4657.802	4409.714	1000.0	266.56778	4.7514443	266.70615	-12.6127615	290000	0.02233006	27382.041	-0.0142075755	-1098.9219	17.188585	1.6326561	694.932051897049
58	4510.3823	111.20879	4654.2363	4331.752	1000.0	270.4362	0.64982146	270.45987	239.72081	295000	-0.04808643	26899.408	-0.016590897	-1012.3008	17.293486	1.7118621	706.602002620697
59	4524.4033	106.896645	4731.9614	4446.6616	1000.0	274.10654	3.2901475	274.18414	60.497948	300000	0.00069109496	26179.951	-0.01912715	-1001.0586	17.36636	1.7306634	718.3819861412048
60	4520.432	49.302475	4599.6396	4467.7427	1000.0	277.8459	1.2663906	277.88406	197.58464	305000	-0.08286459	25342.098	-0.011513874	-979.8828	17.249949	1.6783882	730.892570734024
61	4510.608	76.932915	4611.385	4408.568	1000.0	281.57626	0.9105129	281.60724	224.70134	310000	-0.08450799	24155.203	-0.012401119	-916.4414	17.231277	1.6615043	742.576557636261
62	4412.956	30.74561	4457.4956	4370.499	1000.0	285.25003	0.24969855	285.2585	271.33994	315000	-0.13656648	20341.004	-0.009961382	-757.41016	17.334488	1.7693571	754.0348665714264
63	4461.206	53.859684	4545.19	4378.924	1000.0	288.61115	1.6194131	288.63998	174.80185	320000	0.030026443	21067.098	-0.012337973	-793.4297	17.3584	1.7022729	765.8962807655334
64	4485.3516	83.64856	4651.0083	4427.1597	1000.0	292.0898	0.18936042	292.09457	280.45895	325000	0.051412355	20739.68	-0.011113685	-787.4629	17.339598	1.791812	777.5206952095032
65	4515.371	69.085884	4596.618	4400.995	1000.0	295.57935	0.5760548	295.59418	258.23392	330000	0.032950696	20400.982	-0.014372718	-798.67773	17.230465	1.7394664	789.502149105072
66	4532.1807	52.232685	4633.6035	4495.0957	1000.0	299.08698	3.277778	299.1385	67.75634	335000	0.018925883	19899.953	-0.010591154	-796.71875	17.293592	1.6718175	801.0658667087555
67	4474.4414	40.47461	4513.9883	4397.6216	1000.0	302.64194	2.7658405	302.695	116.85148	340000	-0.010629052	18120.137	-0.015508899	-692.06055	17.35485	1.7984833	812.6675012111664
68	4482.991	38.9442	4544.0366	4427.717	1000.0	306.0046	2.401897	306.0633	157.95909	345000	0.053824987	17691.955	-0.008838121	-681.49414	17.343285	1.7474387	824.2141902446747
69	4534.668	80.48994	4675.681	4472.928	1000.0	309.40805	1.0130367	309.42996	242.90488	350000	-0.09901274	18319.553	-0.014126785	-687.6719	17.234177	1.6768953	835.9415183067322
70	4513.096	59.81261	4606.5576	4435.623	1000.0	312.85742	0.675476	312.8807	279.11438	355000	-0.010250708	17306.066	-0.011718066	-670.03125	17.270607	1.7449489	848.2262902259827
71	4485.919	29.66687	4538.044	4446.2207	1000.0	316.2321	1.0709685	316.2637	261.79797	360000	-0.0051339297	15481.765	-0.014064505	-585.3086	17.333876	1.7689114	860.185455083847
72	4487.733	54.677074	4546.79	4406.112	1000.0	319.4526	1.4869896	319.50696	254.73509	365000	0.07217842	15045.283	-0.011416759	-552.9697	17.197538	1.739445	871.9237534999847
73	4486.057	74.81738	4621.055	4415.6313	1000.0	322.517	6.4131174	322.69757	-23.845654	370000	0.06664477	14873.719	-0.013911631	-567.8037	17.430767	1.8222411	883.5264837741852
74	4586.5186	136.50188	4756.436	4364.888	1000.0	325.77185	1.7591367	325.81403	219.85466	375000	0.0048471713	16467.518	-0.010144232	-616.69336	17.180992	1.6083512	895.0842201709747
75	4533.523	99.41423	4633.4136	4347.3843	1000.0	329.2183	1.3994522	329.24966	248.65071	380000	0.022544714	14789.216	-0.010243005	-517.3916	17.263721	1.6704965	906.9393196105957
76	4577.1885	40.043743	4627.6406	4526.6416	1000.0	332.4497	0.68807894	332.47418	298.70016	385000	0.008197428	14649.853	-0.0169808	-522.52734	17.257914	1.731445	918.773042678833
77	4545.292	110.32914	4643.7886	4386.918	1000.0	335.71295	1.0396742	335.74045	274.55664	390000	-0.032308824	14138.789	-0.015162002	-479.06445	17.337297	1.8049546	930.9941785335541
78	4509.4893	70.683395	4635.2236	4420.031	1000.0	338.8434	0.985723	338.87732	278.56113	395000	-0.06441012	12963.648	-0.010804556	-410.3877	17.405033	1.8255129	942.4625480175018
79	4504.453	86.478134	4626.587	4404.0654	1000.0	341.81256	0.36357313	341.82382	317.7434	400000	0.020180548	12687.709	-0.011195831	-385.8252	17.457516	1.7726074	954.0948827266693
80	4558.368	45.401707	4615.588	4499.4507	1000.0	344.23978	10.835275	344.69745	-93.75248	405000	0.1351444	12642.419	-0.0118196905	-556.74414	17.205956	1.6057631	967.0764064788818
