Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	893800.0	8280.097	985600.0	3136.8774	1000.0	1000.0	-16564.81	85569.93	85044.8	35270.95
2	895600.0	8404.761	917400.0	18921.945	1000.0	1000.0	-69927.38	194671.9	193272.86	144931.89
3	949600.0	10873.821	902900.0	49968.89	1000.0	1000.0	-132642.0	718881.2	714560.8	594483.7
4	929600.0	14305.244	942300.0	16050.234	1000.0	1000.0	-170925.98	1115773.8	1109694.4	855259.6
5	957600.0	31487.139	949100.0	13315.029	1000.0	1000.0	-199682.94	1415050.6	1406832.2	1192455.4
6	912000.0	52011.54	955000.0	17708.754	1000.0	1000.0	-221599.48	1574232.8	1560345.1	1377190.8
7	930600.0	10111.38	892600.0	22826.3	1000.0	1000.0	-227218.8	1812085.0	1799041.9	1489094.8
8	915000.0	27655.016	921500.0	95159.08	1000.0	1000.0	-232681.42	1815218.6	1818823.9	1524127.4
9	935200.0	25631.23	934500.0	26594.172	1000.0	1000.0	-231785.27	1695338.8	1677562.2	1523590.0
10	927000.0	45986.953	882700.0	57870.633	1000.0	1000.0	-225041.89	1350113.2	1328018.5	1274111.8
11	938800.0	31625.305	897100.0	40793.258	1000.0	1000.0	-215162.58	961706.8	951375.44	1023716.1
12	903800.0	46408.62	888500.0	111817.93	1000.0	1000.0	-204475.69	781694.4	777188.06	895680.6
13	954400.0	23052.982	950800.0	31720.025	1000.0	1000.0	-193470.75	598425.2	597081.4	717133.25
14	943000.0	28537.693	909200.0	22413.389	1000.0	1000.0	-183517.31	468187.84	470871.56	586604.25
15	914000.0	21137.643	943100.0	27990.89	1000.0	1000.0	-173935.86	403370.56	402636.03	521117.44
16	853000.0	118284.41	943500.0	16794.344	1000.0	1000.0	-165021.4	343744.88	341192.28	442326.88
17	952800.0	22964.318	955100.0	32568.234	1000.0	1000.0	-157227.08	299779.34	297565.38	393327.3
18	949600.0	7889.2334	907500.0	45841.574	1000.0	1000.0	-150004.3	257349.42	260560.12	348313.56
19	944400.0	45151.3	958900.0	32506.768	1000.0	1000.0	-143200.92	225853.16	227201.05	300500.62
