Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	4541.0996	47.90068	4605.888	4469.56	1000.0	0.25956202	0.782757	3.1105194	-2.8852909	5000	0.004271152	176692.12	-0.077625	-11117.344	15.998247	0.37157562	20.63146209716797
1	4542.236	33.196354	4591.828	4504.401	1000.0	13.9271965	1.312665	14.2512455	-10.797413	10000	0.019550378	166230.19	-0.045806415	-5178.547	15.994569	0.35554865	31.367087841033936
2	4527.1475	29.946302	4576.6123	4483.6265	1000.0	20.254784	1.894206	20.521275	-15.747015	15000	-0.034510866	159696.81	-0.038056068	-4532.172	16.020947	0.39118558	42.45133423805237
3	4517.616	22.693851	4553.576	4491.117	1000.0	26.11517	0.90806663	26.175777	-14.431957	20000	0.011233087	154501.9	-0.028248247	-4159.6875	16.084867	0.43444395	53.6399884223938
4	4514.5596	28.401825	4544.649	4473.708	1000.0	31.491713	1.8305441	31.608677	-16.637726	25000	0.030574622	150448.8	-0.022906482	-4033.75	16.031763	0.3826007	64.66494584083557
5	4544.5615	81.05963	4694.9697	4468.113	1000.0	36.8152	1.3961376	36.91079	-15.103273	30000	0.054331988	148097.05	-0.02168224	-3954.7812	15.977439	0.3717054	75.99755597114563
6	4547.7026	74.17465	4634.965	4429.613	1000.0	41.780346	3.7543263	42.153164	-35.77686	35000	-0.023771262	143439.44	-0.020369584	-4054.9219	16.024406	0.40258512	87.20451951026917
7	4527.1255	51.98629	4623.272	4469.9814	1000.0	47.216236	1.8334813	47.31518	-17.556715	40000	-0.0403219	139018.2	-0.016885586	-3729.2188	16.041832	0.36389747	98.07995414733887
8	4542.1455	41.72831	4595.583	4479.6733	1000.0	52.36804	0.8894723	52.41228	11.867898	45000	-0.03990889	136294.97	-0.016883176	-3624.25	15.949869	0.35705483	109.22495412826538
9	4524.575	39.07634	4570.9663	4481.584	1000.0	57.459286	0.33315843	57.471367	40.44613	50000	0.019300263	131287.55	-0.014424622	-3490.0781	15.993675	0.3818246	120.38856148719788
10	4525.875	37.97712	4598.6953	4487.3823	1000.0	62.423023	0.96601826	62.465954	16.961185	55000	0.02849359	128346.92	-0.01583388	-3453.7344	16.046383	0.4162307	131.92152047157288
11	4529.4644	29.981869	4579.654	4496.778	1000.0	67.3836	1.0525424	67.43036	14.702913	60000	0.019740853	125143.414	-0.01355661	-3375.6328	16.011635	0.3420327	143.07423520088196
12	4531.8096	9.780014	4546.4565	4519.2173	1000.0	72.33513	0.6372191	72.35725	30.812498	65000	-0.08070737	121694.96	-0.014272697	-3293.3516	15.907807	0.34741232	154.44914960861206
13	4560.037	85.731064	4724.932	4475.7153	1000.0	77.23346	0.5915244	77.25161	43.010517	70000	-0.014794852	119829.09	-0.013334635	-3248.789	15.963238	0.39391065	165.6206648349762
14	4531.2944	43.272984	4607.89	4484.2593	1000.0	82.11045	0.87117743	82.1322	23.019615	75000	-0.023419129	115813.27	-0.013413819	-3160.3438	16.010876	0.41257364	176.75640654563904
15	4542.946	32.719368	4577.124	4483.4507	1000.0	86.91565	1.9755921	86.96404	-40.593983	80000	0.053090338	112706.02	-0.013860069	-3101.9297	16.044167	0.43020126	188.00480937957764
