Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-595.1454	60.94607	-486.1034	-649.31116	-1954.2106	83.53299	-1845.1158	-2170.5178	1000.0	1000.0	5000	11.893653	10.441484	65.595566	-8.405287	-14.017522	1.4929672	38.24166202545166
2	-614.01416	22.277834	-595.6664	-648.5262	-1444.7089	904.2398	-27.741987	-2120.2837	1000.0	713.2	10000	60.951393	16.986305	130.08534	18.160807	-64.47032	5.401547	66.37010478973389
3	-1496.0481	496.12924	-741.12646	-2070.1514	-131.54788	62.19747	-33.899887	-271.14355	1000.0	1000.0	15000	92.64588	5.181794	135.53712	73.1618	-94.6171	5.9382668	99.79221940040588
4	-289.99054	238.7544	-88.26896	-743.9555	315.9107	188.03021	499.55313	-176.13503	1000.0	1000.0	20000	88.73046	5.2730966	125.54766	68.84514	-90.17846	3.2447417	133.60764813423157
5	-1.1001685	29.773449	25.933674	-57.318623	312.6317	225.44241	554.36975	-40.427895	1000.0	1000.0	25000	84.02831	4.376551	114.90899	60.17694	-85.387726	2.3779788	167.40139293670654
6	-54.170776	186.0279	167.01392	-325.01212	505.83954	51.783543	584.95306	409.93716	1000.0	1000.0	30000	81.862526	4.5662804	117.49543	53.446827	-83.13411	2.33331	200.66300249099731
7	41.3851	105.826645	162.55472	-119.39622	436.91266	204.48802	603.94666	126.786125	1000.0	1000.0	35000	80.44443	5.119329	122.75642	36.627403	-81.67741	2.663311	234.43653440475464
8	37.612164	31.21984	68.06897	-8.201441	290.24042	65.71575	450.16925	182.24577	815.4	1000.0	40000	80.13954	5.879719	140.43489	34.592514	-81.34827	3.009253	265.97014570236206
9	-58.211864	150.67467	124.45457	-330.8557	181.42229	229.04662	428.90833	-256.55325	1000.0	1000.0	45000	80.65026	7.07157	137.3255	33.490242	-81.86576	3.4408774	301.22934222221375
10	12.710307	62.16955	128.99483	-40.33152	-86.76536	631.6957	400.7514	-1308.5568	1000.0	1000.0	50000	81.787476	8.576131	143.14398	36.872353	-83.013824	3.2109354	337.7922365665436
11	-114.19663	127.31341	5.6486983	-359.2809	261.3144	387.1372	493.83905	-633.59894	1000.0	1000.0	55000	83.28857	10.729496	155.94853	35.026245	-84.529045	3.4314618	373.8519194126129
12	-31.75286	103.12181	132.09988	-171.77295	-160.4291	176.86488	101.92675	-436.5589	1000.0	960.4	60000	85.45781	13.796602	162.26987	20.117453	-86.73394	3.4149337	410.2548987865448
13	-53.290813	67.70107	57.573273	-115.02406	-156.5719	440.52798	304.91003	-952.44196	1000.0	917.3	65000	86.70719	15.719356	167.54076	-3.58596	-87.92637	3.2740805	448.2103364467621
14	-98.444595	72.94514	19.475933	-181.72821	11.50415	461.26944	446.61078	-926.27625	1000.0	1000.0	70000	87.456955	17.310581	172.98604	5.5881743	-88.668015	3.2528443	487.05159044265747
15	-101.199745	140.4777	59.47006	-326.00043	25.771154	596.20306	431.00595	-1690.1814	1000.0	1000.0	75000	87.92654	17.887634	178.82527	-16.273035	-89.11268	3.4237509	527.0915470123291
16	-163.63058	98.612076	4.424444	-314.51117	-20.125761	665.416	364.15027	-1970.7201	857.1667	1000.0	80000	87.748665	18.413574	204.11879	-21.91585	-88.93145	4.066114	568.3732311725616
17	-478.49567	404.4117	-211.05373	-1281.5098	-23.050034	136.20477	200.8596	-273.58832	1000.0	1000.0	85000	88.61364	19.43873	215.05278	-6.254399	-89.83341	5.1781373	609.1487963199615
18	-196.92273	96.082726	-39.82957	-339.78302	-17.66336	321.14328	312.39502	-821.6633	840.6667	711.1	90000	89.438255	20.336306	219.1209	-7.203308	-90.67421	5.2853975	645.8119006156921
19	-237.9046	149.2734	-66.33516	-510.70123	-514.6986	519.9406	137.00209	-1616.7904	842.8333	1000.0	95000	89.9838	21.601429	227.0749	43.401684	-91.22449	5.5283704	687.4657220840454
20	-405.53125	89.10816	-298.0668	-556.12634	-578.5087	254.88005	-242.85211	-1054.7295	1000.0	1000.0	100000	90.30333	24.11803	232.13297	-2.4821472	-91.56397	5.884389	728.1405291557312
21	-540.9581	79.35868	-462.0004	-649.6311	-837.70105	435.71353	-224.11853	-1698.2219	1000.0	1000.0	105000	90.06714	28.008995	257.0562	-14.294367	-91.332756	6.9829154	770.665605545044
22	-809.49554	336.37527	-517.87067	-1444.9701	-610.15955	357.5822	-15.462662	-1225.0198	1000.0	729.3	110000	90.358864	32.34958	282.80222	-2.404471	-91.65905	8.791491	808.7816698551178
23	-769.5778	158.60022	-489.58255	-939.30084	-904.06335	152.46475	-531.3907	-1076.5371	871.1667	1000.0	115000	91.08713	36.806828	289.82123	-19.701826	-92.502594	10.63488	851.5135967731476
24	-1059.9775	131.56598	-859.74677	-1241.9012	-1430.3337	172.84552	-1191.5098	-1702.3733	1000.0	1000.0	120000	91.76099	39.11559	282.53012	-18.602634	-93.16471	11.241378	893.3508148193359
25	-1144.9634	104.433945	-1053.0322	-1319.1023	-1061.7196	421.7367	-614.16534	-2051.9326	1000.0	1000.0	125000	91.30926	42.51596	279.08582	1.1040393	-92.68752	11.564077	935.6118111610413
26	-913.0903	364.77438	-162.99602	-1250.4227	-1090.6583	225.8704	-618.76917	-1293.0237	851.0	1000.0	130000	89.5305	44.018806	310.75885	-21.888174	-90.92105	12.233449	977.2659044265747
27	-1051.9519	220.49545	-774.2462	-1306.2622	-1664.4851	939.93475	-394.7295	-2848.6523	1000.0	1000.0	135000	87.843445	44.495277	302.72815	-10.5060625	-89.23082	13.686469	1018.7844438552856
28	-997.15234	148.25092	-796.6407	-1197.5927	-1282.0543	394.96542	-180.89348	-1750.4272	1000.0	912.0	140000	85.60002	44.755566	293.84177	-52.63565	-86.98451	13.125097	1059.9001405239105
29	-896.2887	149.22269	-712.73773	-1127.9587	-1628.2968	787.87604	-470.96225	-2482.442	1000.0	1000.0	145000	84.08562	44.767277	305.5417	-31.291203	-85.48723	13.15322	1101.6120853424072
30	-1006.74036	196.3022	-787.31433	-1347.7252	-1341.8444	570.70654	-240.95296	-1968.9172	1000.0	919.0	150000	82.045555	45.699566	325.88782	-34.977486	-83.40364	14.338464	1142.546245098114
31	-1022.90875	361.0124	-301.98584	-1411.359	-1554.0872	383.08957	-900.3303	-2120.0564	851.5	1000.0	155000	80.20205	47.382156	327.0363	-31.04808	-81.5734	15.045745	1184.2651057243347
32	-1290.9844	83.35238	-1196.0214	-1433.3248	-1249.4647	584.9247	-523.22217	-2522.208	1000.0	1000.0	160000	77.10725	47.0299	319.3768	-25.643751	-78.450096	15.261453	1226.5176515579224
33	-954.7938	147.3196	-778.2713	-1147.6036	-1153.7391	273.87512	-646.47064	-1724.253	1000.0	1000.0	165000	73.74176	45.078243	308.53867	-76.96053	-75.018814	13.934115	1268.318739414215
34	-1123.4641	82.9752	-1021.2468	-1270.825	-1395.3184	264.59515	-1031.8812	-1825.0956	1000.0	1000.0	170000	70.80522	43.12451	313.93985	-74.02113	-72.13506	14.27089	1309.8772404193878
35	-1278.8141	193.74414	-971.76	-1493.3414	-1036.1865	334.5312	-504.1665	-1885.5065	1000.0	929.5	175000	68.15497	42.11765	312.2945	-18.709452	-69.44305	13.964535	1351.4472832679749
36	-1111.233	210.7103	-779.1885	-1363.6346	-1345.8792	294.29846	-957.4742	-1864.8918	1000.0	1000.0	180000	64.82101	40.609528	339.66537	-38.442852	-66.05305	13.516094	1394.2540936470032
37	-1178.3734	184.73515	-1018.8186	-1439.8605	-1374.4862	457.6662	-818.6284	-2143.7974	1000.0	1000.0	185000	61.842884	37.48463	320.48517	-92.09581	-63.0944	11.605197	1436.9183402061462
38	-1077.5659	130.538	-901.84094	-1264.4584	-1302.2073	132.033	-1062.8353	-1528.2549	1000.0	1000.0	190000	59.200413	34.274937	292.98978	-86.51733	-60.417625	10.142446	1479.052389383316
39	-1159.2014	184.38655	-931.68225	-1457.7375	-1993.3734	219.47287	-1712.4585	-2387.8804	1000.0	1000.0	195000	56.64753	29.535572	280.91162	-73.87577	-57.838696	8.632565	1520.9983112812042
