Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	893800.0	6997.142	846000.0	138225.19	1000.0	1000.0	-13184.343	84320.46	84845.914	28407.828
2	889200.0	16314.411	980500.0	11029.505	1000.0	1000.0	-63785.242	219735.97	220047.8	158303.23
3	907000.0	27480.9	930200.0	12172.1	1000.0	1000.0	-137756.69	663354.9	663172.0	570942.2
4	929600.0	7914.5435	942900.0	12485.592	1000.0	1000.0	-187228.39	955929.0	961243.3	864709.5
5	886000.0	56139.113	930600.0	32524.451	1000.0	1000.0	-202950.19	999834.0	993123.56	967313.8
6	909600.0	43898.062	899000.0	14113.823	1000.0	1000.0	-202804.25	911918.3	920916.8	1003267.9
7	919400.0	12690.153	920500.0	30738.412	1000.0	1000.0	-203315.84	764347.5	751613.9	874743.6
8	895600.0	40361.367	922600.0	39082.477	1000.0	1000.0	-197111.17	644309.94	631972.94	740571.7
9	891200.0	35022.277	907400.0	12191.799	1000.0	1000.0	-187769.42	561853.1	556442.5	659608.75
10	871400.0	31771.684	873200.0	113487.27	1000.0	1000.0	-181226.86	437352.16	433728.25	538594.6
11	946400.0	39580.8	935800.0	18701.871	1000.0	1000.0	-186081.86	467793.16	464497.66	602536.44
12	922200.0	19446.336	901700.0	86484.74	1000.0	1000.0	-189916.36	503379.4	494600.2	609189.25
13	950000.0	36105.402	957800.0	14524.462	1000.0	1000.0	-187345.1	456012.8	449935.38	553652.0
14	956600.0	17118.412	928500.0	30133.87	1000.0	1000.0	-181375.95	387709.7	380293.62	496657.8
15	919400.0	25136.426	933600.0	23774.775	1000.0	1000.0	-174050.97	325469.62	321974.3	429094.53
16	905800.0	55300.633	911900.0	41939.12	1000.0	1000.0	-165555.44	286867.44	282173.38	382933.97
17	878400.0	75711.56	949600.0	36442.285	1000.0	1000.0	-157350.12	266381.06	262922.5	340440.25
18	912800.0	32096.105	914800.0	20336.174	1000.0	1000.0	-151142.73	241608.14	239164.98	316413.6
19	901600.0	29268.412	947700.0	11144.953	1000.0	1000.0	-144678.78	209061.61	206367.06	276112.62
20	920000.0	54636.984	953400.0	24609.754	1000.0	1000.0	-139000.56	186251.45	185884.58	255175.14
21	932800.0	20331.256	955700.0	16180.543	1000.0	1000.0	-133955.5	173943.3	172605.56	233098.44
22	922600.0	19915.822	937500.0	6682.0654	1000.0	1000.0	-129629.62	157696.39	156920.25	207334.78
23	919600.0	23996.666	917300.0	28667.229	1000.0	1000.0	-125493.555	143144.17	142329.58	189936.61
24	875400.0	77347.52	905700.0	94575.945	1000.0	1000.0	-121448.195	127202.65	125643.484	168082.28
25	925400.0	15213.152	937500.0	21891.78	1000.0	1000.0	-118180.914	120686.35	119221.3	159088.83
26	918600.0	31771.684	965800.0	25794.572	1000.0	1000.0	-114931.81	113471.805	112747.695	147276.36
27	894000.0	68360.805	885700.0	16504.848	1000.0	1000.0	-111925.734	107539.75	106677.22	135499.47
28	925800.0	16749.924	928300.0	23710.969	1000.0	1000.0	-109629.234	104196.52	103536.69	133320.03
29	927600.0	38291.51	922900.0	71977.01	1000.0	1000.0	-107571.53	101026.65	99638.13	126139.65
