Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-2101.5176	52.626858	-2026.4015	-2161.1816	1000.0	0.00027295836	0.49964303	1.5955108	-1.690439	5000	0.10885615	37504.73	-0.021629356	-5181.412	8.362819	0.96868944	14.794175624847412
1	-1396.6923	883.60126	-121.743416	-2090.3584	689.3333	-14.1781645	0.4662782	-7.8053493	-14.606945	10000	0.06026911	28706.035	-0.011478826	-2216.2363	8.357851	1.0407984	22.048813343048096
2	-1884.0967	47.34185	-1837.9493	-1960.0524	1000.0	-21.122585	0.1182911	-19.134363	-21.202438	15000	0.10050085	24172.486	-0.012981452	-1657.5352	8.370193	1.0266364	29.486945629119873
3	-1518.2562	666.76434	-186.76263	-1886.0823	821.0	-26.735918	0.06444147	-25.46733	-26.76962	20000	-0.0011215485	20933.02	-0.009326242	-1389.207	8.399045	1.0519629	36.7973313331604
4	-1790.242	91.77511	-1697.6293	-1965.1503	1000.0	-31.84747	0.04271913	-30.589615	-31.869705	25000	-0.0012496032	17981.906	-0.010215027	-1202.709	8.369587	1.0044487	44.1197714805603
5	-1730.5299	92.117615	-1627.7325	-1860.735	1000.0	-36.639343	0.033485476	-35.7885	-36.65641	30000	0.028329086	16031.557	-0.008565314	-1101.4092	8.374332	1.0816754	51.40884327888489
6	-1675.5974	51.794804	-1588.6688	-1742.3059	1000.0	-41.27518	0.02131693	-40.578583	-41.285213	35000	-0.0062898286	13476.166	-0.007814661	-950.5615	8.4072	0.98181075	58.715912103652954
7	-1643.4128	59.497555	-1543.1901	-1716.1982	1000.0	-45.647167	0.020944178	-45.023582	-45.655693	40000	0.008468109	12291.104	-0.009036456	-868.083	8.315746	0.95646584	65.96414256095886
8	-1596.6731	39.44854	-1537.5515	-1640.7604	1000.0	-49.882442	0.017164817	-49.441998	-49.889557	45000	0.17147252	10095.266	-0.008468777	-736.85254	8.505456	1.0942683	73.30669474601746
9	-1526.9899	86.48235	-1378.2272	-1619.5306	1000.0	-53.858257	0.022491222	-52.857872	-53.86463	50000	-0.0014458618	8350.855	-0.0059206234	-618.13965	8.3975	1.0272716	80.68518900871277
10	-1537.7217	65.034615	-1447.4108	-1621.2812	1000.0	-57.567867	0.01721471	-56.942257	-57.573605	55000	-0.03223474	7403.464	-0.0062475055	-557.5967	8.32609	0.9608745	88.53463244438171
11	-1479.7454	68.95037	-1394.1028	-1558.1017	1000.0	-61.150375	0.015441233	-60.528076	-61.155354	60000	0.052858714	6280.7114	-0.006731473	-488.3296	8.470324	1.0810938	95.94779825210571
12	-1495.1985	51.63612	-1393.8059	-1529.9968	1000.0	-64.570694	0.012726725	-64.12953	-64.575066	65000	0.045351256	5991.676	-0.0067787617	-469.47363	8.326441	0.92480624	103.2514717578888
13	-1398.4408	29.930338	-1347.9119	-1424.0751	1000.0	-67.97772	0.010560464	-67.628006	-67.98149	70000	-0.04151838	4368.452	-0.0067078248	-341.8418	8.325275	0.95075935	110.5177674293518
14	-1361.6747	30.749578	-1303.9672	-1387.5659	1000.0	-70.967926	0.012914291	-70.41064	-70.97214	75000	0.044376604	3212.9353	-0.006059125	-261.66016	8.305087	0.9346318	117.89663076400757
15	-1292.9491	42.054203	-1227.9218	-1352.8818	1000.0	-73.63539	0.009890036	-73.30219	-73.63897	80000	0.029233303	2598.0476	-0.0049203914	-199.81763	8.269521	0.89627403	125.67054390907288
16	-1300.6594	60.670597	-1198.4698	-1362.8405	1000.0	-76.01899	0.012349238	-75.51572	-76.02226	85000	0.06738706	2635.0325	-0.0058821402	-182.96167	8.354789	0.93070656	133.38614535331726
17	-1259.9609	42.012634	-1196.2007	-1322.7759	1000.0	-78.337364	0.01074824	-77.91235	-78.34086	90000	-0.017642725	1991.4543	-0.003993051	-150.59839	8.2029705	0.8371168	140.4823751449585
18	-1018.7082	452.88455	-114.82935	-1290.373	812.2	-80.49581	0.011033	-80.11988	-80.499016	95000	-0.041942015	1845.8262	-0.0047580786	-125.37854	8.268379	0.9574813	147.8439302444458
19	-1255.9625	45.88111	-1179.0468	-1310.8672	1000.0	-82.50803	0.010796341	-82.01875	-82.510994	100000	0.050359614	1593.8694	-0.0041364394	-110.13818	8.265804	0.8530916	154.86625146865845
20	-1185.6401	61.614944	-1089.1262	-1249.3556	1000.0	-84.43265	0.007948524	-84.18669	-84.43565	105000	-0.05507611	1186.8492	-0.003513597	-63.61682	8.274721	0.93013877	162.83162641525269
21	-1200.8403	52.61315	-1149.9639	-1282.9194	1000.0	-85.949776	0.009771026	-85.60267	-85.95291	110000	0.011123992	1084.9204	-0.003459861	-63.576416	8.352495	0.94012386	170.53326177597046
22	-1134.1775	43.20452	-1061.3762	-1191.9507	1000.0	-87.47285	0.008144179	-87.22399	-87.47553	115000	-0.004547998	849.3389	-0.00281337	-39.703003	8.237598	0.8306983	178.23861002922058
23	-1105.412	83.783134	-1027.0282	-1256.8682	1000.0	-88.723694	0.007863376	-88.46252	-88.72623	120000	0.028519794	822.1331	-0.0030322578	-15.704468	8.290657	0.9497453	185.99815726280212
24	-1085.0156	31.889547	-1047.2977	-1140.8191	1000.0	-89.54202	0.007213047	-89.28896	-89.54457	125000	-0.025255902	612.3548	-0.0034424681	-11.382019	8.272532	0.89161384	193.79721689224243
25	-1079.7063	42.973385	-1018.0251	-1143.2578	1000.0	-90.237816	0.008509867	-89.93749	-90.240425	130000	0.017009553	722.6889	-0.003695432	-8.662598	8.22065	0.88625467	201.61698842048645
26	-1035.7385	64.14112	-948.48364	-1106.1461	1000.0	-90.85915	0.008269388	-90.55036	-90.861534	135000	0.018026697	568.6859	-0.0035036495	-3.1265259	8.216731	0.8320892	209.39951491355896
27	-1039.6953	35.947693	-985.79083	-1098.1593	1000.0	-91.25153	0.0076748994	-91.01175	-91.25425	140000	-0.12961459	538.2495	-0.0030507296	-2.474121	8.193327	0.84519064	217.1988387107849
28	-1049.846	26.138153	-1015.0356	-1093.7754	1000.0	-91.59797	0.0069575924	-91.33427	-91.600296	145000	0.025709832	517.0008	-0.0033938717	-4.2019653	8.2163925	0.81354284	224.73915719985962
29	-1033.2644	98.27962	-875.99255	-1157.2483	1000.0	-92.051025	0.0084334	-91.7486	-92.05351	150000	0.004342961	717.4298	-0.0036176194	-0.010437012	8.095141	0.7534868	232.0240924358368
30	-1010.63495	72.15884	-898.14703	-1096.1765	1000.0	-92.107834	0.0073626884	-91.82421	-92.11006	155000	-0.044848848	517.6864	-0.002867002	-0.5305176	8.208616	0.8601412	240.4585132598877
31	-947.59436	27.167286	-905.8789	-979.5678	1000.0	-91.946785	0.0071672867	-91.692245	-91.94908	160000	0.02118928	422.77454	-0.003117988	-9.357544	8.154064	0.8199764	248.18720293045044
32	-1015.6776	65.552765	-910.94165	-1084.9971	1000.0	-91.244255	0.008682652	-90.97667	-91.24678	165000	0.042354878	476.5324	-0.0041971803	-0.028717041	8.128047	0.76915467	256.0156216621399
33	-1041.3567	29.459343	-1015.33606	-1084.1206	1000.0	-91.14852	0.007984974	-90.895874	-91.15106	170000	-0.006680768	559.42883	-0.004889249	-0.12799072	8.232945	0.82593244	264.06395745277405
34	-980.1003	28.617764	-928.84326	-1016.1226	1000.0	-91.2322	0.007187637	-91.047585	-91.23469	175000	-0.04630937	530.2861	-0.0017769784	-3.6880493	8.210093	0.8292372	272.11882877349854
35	-945.4969	21.689974	-909.29816	-972.101	1000.0	-90.773865	0.0097118765	-90.50186	-90.77668	180000	-0.040503755	554.9247	-0.0025512017	-22.563843	8.169427	0.7665543	280.0424966812134
36	-933.08484	20.458908	-897.59534	-956.2168	1000.0	-89.713165	2.8003297	30.769169	-89.95603	185000	-0.022806697	415.55948	-0.0024556145	-42.06848	8.194954	0.77235335	288.2776737213135
37	-904.25653	23.026932	-872.3335	-938.0645	1000.0	-87.8536	4.0458403	-20.381971	-89.176994	190000	-0.042980716	517.3935	-0.002598364	-66.75845	8.224904	0.8489894	297.03822445869446
38	-948.75665	39.956806	-889.83844	-1012.8188	1000.0	-82.76686	4.8923216	0.050476193	-86.93153	195000	-0.005942468	641.53174	-0.0021205568	-147.44064	8.246608	0.8760676	305.6477897167206
39	-866.7036	50.217026	-780.24896	-934.70917	1000.0	-80.71235	9.783421	13.109104	-88.806046	200000	-0.028481986	537.3214	-0.0025297515	-149.6322	8.189252	0.8340515	313.5634412765503
40	-893.50574	44.025776	-839.5503	-972.57605	1000.0	-77.9987	2.4938433	-42.86585	-88.59522	205000	-0.00696544	409.06174	-0.0021302826	-27.912628	8.050395	0.6941144	322.40577936172485
41	-854.4084	35.821377	-816.4964	-915.6731	1000.0	-79.02241	4.699797	45.382915	-88.69789	210000	-0.031788528	394.7541	-0.0024562664	-35.239075	8.230047	0.84363514	330.4642400741577
42	-840.26385	46.81739	-786.31964	-913.7694	1000.0	-77.374054	3.5160606	-36.978638	-88.60779	215000	-0.00132127	376.31876	-0.0032820515	-33.33609	8.132158	0.7705697	338.3082187175751
43	-884.0324	37.836555	-814.5617	-929.0351	1000.0	-76.58851	4.1604695	0.11458421	-88.50411	220000	0.038782667	407.42505	-0.0025069565	-42.834198	8.076859	0.72554934	346.3249776363373
44	-859.6598	77.93548	-729.5018	-964.9796	1000.0	-78.116585	4.7212625	-37.719982	-88.7462	225000	0.010772333	401.842	-0.0030562896	-42.102997	8.1752825	0.7720373	354.4375877380371
