Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	4510.3394	50.813705	4563.29	4425.694	1000.0	-0.10607141	0.71949255	2.8199046	-2.6404157	5000	0.044526532	174484.14	-0.07266262	-11670.859	15.728073	0.0947979	17.944384574890137
1	4487.9414	23.743898	4516.004	4447.3477	1000.0	14.232547	1.5775335	14.702938	-12.971233	10000	0.021783413	161482.31	-0.047430765	-5245.1875	15.709452	0.07737166	28.309539079666138
2	4527.693	40.339542	4585.2915	4468.2964	1000.0	20.972572	0.93379	21.064545	-16.184664	15000	-0.0061543686	159221.06	-0.037418325	-4486.5156	15.644629	0.06371663	38.02507448196411
3	4493.9927	45.738743	4542.495	4423.6733	1000.0	26.735712	1.3194158	26.820478	-26.002583	20000	-0.023321848	150541.28	-0.03171393	-4120.4844	15.686582	0.069755234	47.48030686378479
4	4489.4375	49.56306	4549.2363	4404.949	1000.0	32.03055	2.8720155	32.26715	-31.388536	25000	0.005280127	147595.14	-0.025888655	-4101.453	15.681809	0.08605127	57.045823097229004
5	4552.417	36.583797	4596.484	4490.9917	1000.0	37.45253	1.888219	37.581123	-34.157734	30000	-0.007281418	147392.39	-0.022267193	-4002.3594	15.742968	0.09900162	66.76673293113708
6	4565.0303	88.91312	4717.662	4468.217	1000.0	42.82765	0.85569006	42.86962	2.0347128	35000	0.050053146	143806.34	-0.02205015	-3845.5625	15.7165985	0.097216584	76.559326171875
7	4526.664	37.646667	4573.7036	4485.5522	1000.0	48.018326	1.4831513	48.08852	-8.320352	40000	-0.0005790436	139279.95	-0.015931789	-3745.8281	15.647328	0.085474364	86.10756254196167
8	4485.0806	17.927872	4507.0107	4463.835	1000.0	53.183693	1.2838519	53.226902	-14.395604	45000	0.06301925	131202.12	-0.01769929	-3531.4688	15.743083	0.06526439	95.97275066375732
9	4499.4	29.747656	4540.5166	4453.394	1000.0	58.205788	1.4317441	58.245163	-37.457016	50000	-0.00513992	128987.93	-0.016874693	-3472.2812	15.748481	0.07966234	105.81917881965637
10	4517.046	78.163445	4617.055	4442.676	1000.0	63.21869	0.5188304	63.23668	32.71979	55000	-0.03996087	126809.79	-0.011764631	-3416.086	15.710091	0.10009217	116.13334727287292
11	4486.3447	50.98385	4572.7275	4441.2227	1000.0	68.19951	0.18524349	68.2094	60.446304	60000	-0.053556368	122603.07	-0.015125528	-3311.1406	15.727592	0.060715526	126.23929762840271
12	4523.6514	77.57337	4643.1523	4426.8076	1000.0	73.06886	1.3626806	73.12688	6.8982935	65000	0.03034746	120929.69	-0.015768897	-3311.4453	15.7446375	0.1115656	137.3726887702942
13	4502.7534	45.4542	4556.8945	4429.4795	1000.0	77.92155	3.0413885	78.03493	-70.78956	70000	0.0043691164	115760.766	-0.014297113	-3229.5547	15.616181	0.08719292	148.0100073814392
14	4516.529	23.641935	4558.3154	4488.2695	1000.0	82.83803	1.4252331	82.87551	1.8340325	75000	0.023091586	113411.27	-0.012174707	-3138.0703	15.654737	0.066708975	158.55516958236694
15	4485.95	46.217506	4572.3003	4445.055	1000.0	87.66909	1.4029194	87.705124	-6.8492355	80000	-0.035615273	108377.65	-0.010328215	-3022.7656	15.698179	0.08139822	169.0778467655182
16	4488.0454	29.568954	4539.044	4448.765	1000.0	92.4563	0.34201196	92.46742	73.396515	85000	0.07746227	105952.58	-0.0120992735	-2949.3203	15.703159	0.091115475	179.8192479610443
17	4533.093	60.587997	4600.3022	4439.141	1000.0	97.14409	1.3573025	97.20197	44.970284	90000	-0.02027539	105685.01	-0.015924932	-2993.3125	15.752484	0.117318936	190.4449803829193
18	4497.52	47.815853	4554.615	4422.113	1000.0	101.9258	1.807601	101.96363	-22.63619	95000	0.036046203	99768.695	-0.012112586	-2854.0	15.685272	0.10897527	201.22583746910095
