Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-2262.7395	71.53809	-2147.6665	-2367.7847	1000.0	-0.0109218005	0.4736898	1.5892371	-1.4916742	5000	-0.097428456	42498.113	-0.013745345	-5517.785	7.49809	0.12181709	13.448240995407104
1	-2151.9368	83.94965	-2085.6558	-2311.8606	1000.0	-14.137911	0.51175416	-8.397148	-14.646293	10000	-0.0708757	34432.723	-0.01232706	-2524.9941	7.467367	0.16415378	20.831488370895386
2	-2092.9983	63.324062	-2035.738	-2207.1855	1000.0	-21.284815	0.095078655	-19.750387	-21.35015	15000	-0.11393243	29328.627	-0.009644449	-1845.0566	7.4353094	0.109999806	27.71192479133606
3	-1662.5471	569.00964	-529.1687	-2030.2388	859.4	-26.94033	0.049498443	-26.068398	-26.969316	20000	-0.11081409	23627.535	-0.007925779	-1456.6914	7.471316	0.14459601	34.82222509384155
4	-1993.3512	79.74325	-1854.1594	-2090.34	1000.0	-31.954094	0.037285537	-31.05433	-31.975006	25000	-0.03680761	24017.533	-0.009367347	-1473.1836	7.4726157	0.13286531	41.83708572387695
5	-1898.3098	61.291496	-1806.0642	-1994.7102	1000.0	-36.991245	0.03226935	-36.06755	-37.004944	30000	-0.12587912	19821.928	-0.008788109	-1241.4473	7.3770127	0.11229702	49.0295774936676
6	-1872.6924	90.72558	-1732.328	-1959.3468	1000.0	-41.67989	0.026228484	-40.9924	-41.69082	35000	-0.11025098	17811.709	-0.0055039525	-1131.9531	7.4941626	0.09895855	56.120020151138306
7	-1861.3391	35.86293	-1797.9022	-1906.9851	1000.0	-46.200012	0.019010663	-45.65276	-46.208744	40000	-0.1190677	15956.96	-0.006777957	-1031.1377	7.4330015	0.102542676	63.1625452041626
8	-1868.7688	73.606995	-1776.7397	-1984.2333	1000.0	-50.571644	0.017260656	-50.02182	-50.578712	45000	-0.11046344	15572.978	-0.004908569	-1002.2656	7.4819283	0.107129835	70.22775101661682
9	-1721.0701	39.189198	-1664.4384	-1769.8541	1000.0	-54.928425	0.015734896	-54.356297	-54.934425	50000	-0.10088547	11203.816	-0.004760526	-765.4883	7.4396014	0.1050532	77.45223450660706
10	-1700.6293	36.904682	-1658.3698	-1758.3561	1000.0	-58.822926	0.014649948	-58.347244	-58.828407	55000	-0.15402448	10281.845	-0.004153982	-695.6572	7.3989415	0.0733917	85.00611472129822
11	-1710.015	110.123	-1613.946	-1922.5663	1000.0	-62.5774	0.015150943	-62.11272	-62.582897	60000	-0.10838695	9499.162	-0.0050648674	-657.0801	7.436035	0.09018488	92.31210136413574
12	-1671.1824	54.267532	-1589.9685	-1752.4515	1000.0	-66.286224	0.0106288	-66.008194	-66.290565	65000	-0.14400277	8443.917	-0.0049310774	-602.21387	7.438052	0.08016295	99.46258997917175
13	-1569.167	108.29596	-1384.1703	-1685.0107	1000.0	-69.898964	0.010005194	-69.61947	-69.90278	70000	-0.1394397	6580.937	-0.004413277	-465.02197	7.3927984	0.066041015	106.44275069236755
