Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	4536.7	52.131382	4597.3086	4468.1924	1000.0	0.2584087	0.77643883	2.596534	-3.0473485	5000	0.027241973	176020.42	-0.07529505	-11106.266	15.627066	0.002319858	11.042565822601318
1	4554.259	35.446224	4610.3174	4499.7324	1000.0	13.837788	1.426813	14.257229	-7.499863	10000	-0.00043449708	166571.16	-0.050061587	-5230.0	15.639326	0.001049169	21.870941162109375
2	4548.5977	50.236473	4632.5425	4494.344	1000.0	20.41976	1.0800892	20.519073	-16.816013	15000	-0.011790995	160890.8	-0.033943065	-4458.0	15.630208	0.00044815673	31.722614526748657
3	4568.9443	81.47253	4691.5537	4439.343	1000.0	25.930357	2.268257	26.188856	-21.105843	20000	0.020954795	158653.86	-0.029716572	-4383.4688	15.651108	0.001768298	41.975059509277344
4	4554.6694	21.387129	4582.3257	4529.4263	1000.0	31.601065	1.0629154	31.652431	-11.9489	25000	-0.0023307372	152979.33	-0.021581596	-4052.7031	15.6499815	0.000625165	51.80047035217285
5	4553.083	83.65044	4708.365	4464.073	1000.0	36.882942	1.2752836	36.972935	-3.3002079	30000	0.053163294	148890.83	-0.020849306	-3963.7812	15.607797	0.0013309751	62.149548292160034
6	4534.7275	56.21437	4607.575	4446.5894	1000.0	42.041058	2.0519671	42.203846	-19.598806	35000	0.016714675	143375.62	-0.021429349	-3873.0781	15.621903	-0.00019915657	72.52939224243164
7	4558.312	74.348206	4704.419	4501.6846	1000.0	47.19682	2.5426476	47.339584	-42.04443	40000	-0.045917865	140777.5	-0.016575694	-3787.9844	15.677495	0.0006332838	82.9503402709961
8	4577.2334	36.92385	4621.674	4521.8696	1000.0	52.396748	0.89038694	52.43303	1.7864417	45000	-0.018288339	138658.52	-0.016142214	-3666.25	15.592832	-0.00036462	93.50732946395874
9	4549.1836	41.69852	4592.7285	4474.7046	1000.0	57.408394	2.1574523	57.50777	-35.207603	50000	0.020378185	132713.66	-0.017884862	-3572.3047	15.612491	-4.5210076e-05	103.82190990447998
10	4524.4307	24.497263	4554.2026	4489.4146	1000.0	62.411324	2.1600697	62.50348	-23.411482	55000	0.0025056885	128183.64	-0.01438977	-3464.164	15.629822	-0.00022095928	114.63576483726501
11	4562.361	49.443676	4612.0425	4467.5024	1000.0	67.39441	1.2533559	67.439644	0.26576763	60000	0.044992976	127291.63	-0.016534425	-3408.8281	15.670209	0.00159667	125.15339851379395
12	4547.868	48.069973	4640.243	4506.2046	1000.0	72.28446	2.0484593	72.37365	-25.166695	65000	-0.05230083	121952.64	-0.014075693	-3319.1719	15.561214	0.00025260888	135.78541898727417
13	4576.6025	47.994614	4660.955	4519.1475	1000.0	77.188416	2.0550058	77.245476	-46.70698	70000	0.023476383	120761.164	-0.013056619	-3287.5234	15.570029	0.0012296379	146.19002103805542
14	4570.394	27.62363	4610.083	4531.8804	1000.0	82.068115	1.5759866	82.11967	-16.05263	75000	0.00926044	117684.77	-0.014427249	-3227.25	15.600806	-0.00023510895	156.68114686012268
15	4512.378	24.728977	4553.684	4479.2036	1000.0	86.94181	0.87282395	86.972275	35.099796	80000	0.018806554	111310.16	-0.012658285	-3052.6562	15.615781	0.00016480083	167.2254979610443
16	4523.6367	41.30926	4580.367	4470.139	1000.0	91.672516	1.17723	91.72875	36.19502	85000	-0.022424407	108857.52	-0.013306048	-3030.289	15.646631	0.0004251629	177.85339522361755
17	4551.376	52.42787	4625.4404	4491.4443	1000.0	96.4439	0.9356247	96.47044	50.48616	90000	-0.017790023	106940.305	-0.012222694	-2973.5625	15.612389	0.00035377903	188.30290460586548
18	4549.646	38.99208	4621.3706	4510.4097	1000.0	101.196365	0.21383505	101.20466	89.79083	95000	0.030308643	104495.05	-0.012088874	-2915.8047	15.576816	0.00095323543	198.8931918144226
19	4524.4453	16.783688	4548.2666	4503.721	1000.0	105.91565	0.3787473	105.92464	79.85224	100000	0.031263784	100352.16	-0.012268428	-2815.125	15.653122	0.00041993943	209.63477778434753
20	4530.5103	43.54036	4590.933	4467.7373	1000.0	110.58005	0.37938765	110.58754	84.11749	105000	-0.042676862	97401.34	-0.013122246	-2753.8047	15.6726	-0.0002062624	220.78428602218628
21	4520.0815	62.067844	4635.6475	4450.162	1000.0	115.17888	2.4253442	115.22166	-55.530075	110000	-0.0102645755	93991.195	-0.014469968	-2705.836	15.707394	5.7949064e-06	231.59883785247803
22	4531.948	60.37059	4642.5303	4473.644	1000.0	119.76993	2.3042967	119.816246	-34.41252	115000	-0.033724334	92589.18	-0.01311817	-2669.211	15.6462	0.00047172888	242.11230325698853
23	4557.534	55.01764	4629.3833	4460.912	1000.0	124.39804	0.55791444	124.41828	97.97315	120000	0.028396802	91065.51	-0.012511298	-2646.5781	15.636322	0.0010745812	252.6443736553192
24	4553.469	36.126583	4595.1973	4497.0835	1000.0	129.01698	0.2625732	129.02504	112.30094	125000	-0.073993154	87823.875	-0.009945884	-2565.664	15.562537	0.00015736656	263.1465027332306
25	4557.1357	25.991125	4600.7354	4519.916	1000.0	133.58893	0.19031344	133.59425	121.250946	130000	0.019918183	85608.805	-0.012649036	-2516.3828	15.666055	0.000971419	273.82710337638855
