Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	899800.0	6431.1743	429800.0	19732.207	1000.0	1000.0	-14933.36	70837.08	70486.85	20887.865
2	896000.0	11260.551	864300.0	128668.61	1000.0	1000.0	-52770.434	171030.4	169378.1	88418.805
3	768800.0	167127.98	873800.0	142435.11	1000.0	1000.0	-106413.07	751968.9	742062.0	388666.4
4	862800.0	171345.72	846400.0	108223.1	1000.0	1000.0	-155123.38	2315090.0	2299338.0	1043609.3
5	815600.0	136464.8	690100.0	162701.23	1000.0	1000.0	-193322.72	3860310.0	3836830.0	1614475.6
6	820200.0	105319.33	742900.0	148855.94	1000.0	1000.0	-230769.61	4676007.5	4669622.0	1914162.0
7	920000.0	22172.055	858700.0	145196.45	1000.0	1000.0	-252133.77	4063640.0	4076581.8	2047616.4
8	934000.0	18676.188	852600.0	148142.64	1000.0	1000.0	-256649.88	3421477.2	3409084.8	1902351.0
9	729600.0	154148.77	915100.0	71949.22	1000.0	1000.0	-250600.39	2631130.2	2640035.5	1689361.2
10	851000.0	197320.05	932800.0	34172.504	1000.0	1000.0	-244253.27	2202124.0	2204328.0	1482877.5
11	902600.0	34954.83	654100.0	161338.44	1000.0	1000.0	-232364.55	1645000.6	1639531.1	1207960.0
12	852600.0	82305.77	719100.0	166608.8	1000.0	1000.0	-221688.7	1189666.9	1186889.4	984323.4
13	792200.0	126626.06	839600.0	111342.89	1000.0	1000.0	-211383.11	921937.1	924676.8	840584.6
14	830200.0	107546.086	831700.0	125522.95	1000.0	1000.0	-199395.58	746276.25	741572.2	676505.44
15	800400.0	128615.086	895100.0	82143.11	1000.0	1000.0	-187977.38	567324.9	569064.8	565605.25
16	884000.0	63334.03	853400.0	142350.4	1000.0	1000.0	-176823.12	457395.2	463221.03	473260.9
17	881000.0	131057.234	932500.0	20392.4	1000.0	1000.0	-165839.39	374057.38	377649.7	394490.0
18	897400.0	46336.164	940600.0	11799.999	1000.0	1000.0	-156135.39	350370.5	354551.56	347825.4
19	928600.0	13365.628	873400.0	50154.164	1000.0	1000.0	-146928.4	303717.47	305294.66	308268.66
20	884000.0	58569.617	941000.0	31616.451	1000.0	1000.0	-138135.25	245465.23	247088.44	254414.28
21	932400.0	30650.285	956600.0	8163.3325	1000.0	1000.0	-130553.625	211152.66	210792.53	225898.55
22	938000.0	19929.877	909100.0	28076.502	1000.0	1000.0	-124183.805	192525.73	193123.81	208613.4
23	915000.0	28192.197	760900.0	172498.38	1000.0	1000.0	-118689.64	172743.58	172429.28	186844.39
24	859800.0	141052.33	948100.0	15896.227	1000.0	1000.0	-114234.484	155846.38	154682.78	162202.5
25	919600.0	49297.465	946300.0	19131.387	1000.0	1000.0	-110577.01	141528.55	139608.66	149871.23
26	953000.0	10469.002	926300.0	60914.777	1000.0	1000.0	-107343.31	132873.48	131441.31	141830.27
27	933600.0	17872.885	923700.0	26491.697	1000.0	1000.0	-104709.4	124127.22	122696.52	130985.01
28	896000.0	58811.566	785100.0	185987.88	1000.0	1000.0	-102574.6	117262.11	116784.92	124568.016
29	927400.0	25570.295	887100.0	112347.19	1000.0	1000.0	-100753.445	110764.85	109554.23	114184.016
