Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	4698.16	43.770645	4758.7407	4633.3994	4658.13	1.0495431	4659.661	4656.229	1000.0	1000.0	10000	114.95716	59.823215	530.22565	-126.10595	-115.639885	7.586224	68.89472961425781
2	4712.5996	3.9526732	4720.151	4707.618	4658.547	2.1454456	4661.6714	4655.078	1000.0	1000.0	20000	268.32773	33.544094	493.15546	49.19722	-268.69067	6.6808343	160.25232768058777
3	4709.6777	3.6708596	4717.063	4704.0615	4657.4136	1.7441657	4661.0806	4654.649	1000.0	1000.0	30000	354.63156	24.625591	632.65204	105.27448	-354.91724	6.819457	250.05435371398926
4	4710.245	4.373388	4715.9536	4703.2676	4657.6157	2.8405612	4662.316	4653.3975	1000.0	1000.0	40000	407.9314	20.129625	669.449	125.94198	-408.16876	6.5846453	340.2804410457611
5	4711.081	3.171072	4716.562	4705.979	4658.753	2.3435216	4663.159	4654.7437	1000.0	1000.0	50000	440.45956	18.719873	639.94525	82.069305	-440.696	5.7634916	429.33928751945496
6	4710.1265	3.0493107	4715.3213	4704.795	4658.6377	1.8501855	4661.398	4654.1177	1000.0	1000.0	60000	459.66006	18.214434	721.7372	173.36992	-459.8623	5.448699	519.8143990039825
7	4707.827	3.6145988	4714.4653	4701.448	4657.7676	3.232732	4664.142	4652.2954	1000.0	1000.0	70000	470.7104	17.544254	677.84924	235.3538	-470.8992	4.2786503	610.2904334068298
8	4711.1113	3.017005	4716.209	4706.772	4655.9546	1.6163188	4658.716	4653.458	1000.0	1000.0	80000	477.0183	16.449286	766.88116	247.1533	-477.1872	4.4598	700.9572579860687
9	4712.858	2.9117796	4718.6553	4709.024	4656.7954	2.1211092	4660.864	4653.435	1000.0	1000.0	90000	481.47144	15.995544	738.5482	200.26767	-481.65274	4.234158	791.6884326934814
10	4709.4053	4.745568	4715.8003	4700.591	4658.1807	2.1551003	4661.8975	4655.502	1000.0	1000.0	100000	483.6532	15.034679	735.6299	207.90321	-483.81714	3.9538562	882.0785284042358
11	4708.673	3.6036096	4712.9644	4702.562	4657.332	2.8965511	4662.1245	4651.4243	1000.0	1000.0	110000	484.77734	13.951697	756.1475	310.6284	-484.94885	3.5660882	972.8822309970856
12	4710.728	3.5708718	4715.366	4704.895	4658.5176	2.529493	4664.555	4655.5103	1000.0	1000.0	120000	485.8822	12.967075	654.0285	336.84506	-486.0454	2.617875	1063.8010606765747
13	4709.911	1.9902565	4712.709	4705.8823	4658.445	2.757296	4663.4204	4654.792	1000.0	1000.0	130000	486.2674	12.108652	754.8215	254.05688	-486.43304	3.5367758	1154.954533815384
14	4710.7803	1.5506501	4712.69	4708.164	4657.76	2.256277	4661.1333	4653.99	1000.0	1000.0	140000	486.96976	11.607831	703.77075	226.46399	-487.14386	2.4608872	1245.9260816574097
15	4711.78	3.2829628	4717.678	4705.625	4658.7524	1.7209886	4662.891	4656.2017	1000.0	1000.0	150000	487.63425	11.091877	729.0672	350.07962	-487.807	2.483559	1336.92879652977
16	4710.943	4.4342437	4715.705	4700.7334	4658.1265	1.7400305	4660.5615	4654.5396	1000.0	1000.0	160000	487.42184	10.11442	793.39655	293.36993	-487.58145	2.5599003	1428.4066047668457
17	4711.319	3.6541612	4715.6157	4703.957	4656.4277	1.6934891	4659.7583	4654.379	1000.0	1000.0	170000	487.3646	9.630389	652.7789	282.7989	-487.5311	2.0779765	1520.0277004241943
18	4710.424	3.9697251	4717.7715	4704.8384	4657.6416	3.1792057	4661.5947	4650.616	1000.0	1000.0	180000	487.64508	9.31542	659.7594	288.39584	-487.81055	2.5876582	1611.3768038749695
19	4712.6455	6.689798	4730.3975	4704.226	4658.0586	1.6704059	4661.4033	4655.0586	1000.0	1000.0	190000	487.73322	9.125306	630.8981	261.45963	-487.8966	2.0996325	1702.1999380588531
20	4710.047	3.2431097	4716.3657	4705.136	4657.546	1.889871	4661.9688	4655.3594	1000.0	1000.0	200000	487.50687	8.443792	645.3777	253.97897	-487.668	2.1911411	1793.170470237732
21	4710.116	5.814997	4716.829	4701.623	4658.876	3.059413	4664.707	4655.3716	1000.0	1000.0	210000	487.52197	8.340528	748.4219	308.63037	-487.6787	2.2273352	1889.8268003463745
22	4710.473	5.2907777	4722.2124	4703.278	4657.085	2.4307106	4659.639	4652.26	1000.0	1000.0	220000	487.07007	7.9236374	700.6262	232.67044	-487.2211	1.9228586	1998.319900751114
23	4714.083	6.496704	4725.761	4705.4995	4658.091	2.1928132	4662.249	4654.0537	1000.0	1000.0	230000	486.9729	7.678435	691.39276	321.95312	-487.1227	1.6177669	2105.8729000091553
24	4710.6943	4.656716	4720.303	4705.326	4658.323	2.173193	4662.254	4655.7095	1000.0	1000.0	240000	486.5287	7.407572	648.8341	262.9901	-486.66995	1.7124118	2212.9894921779633
25	4710.741	1.8903154	4713.219	4707.2334	4657.216	3.0224128	4661.3154	4651.5874	1000.0	1000.0	250000	487.0218	7.1601286	735.4813	303.77512	-487.19156	1.8868363	2319.5134921073914
26	4708.491	3.0662208	4713.0356	4702.76	4657.504	2.1529405	4661.038	4653.7593	1000.0	1000.0	260000	487.7708	6.8014054	662.39453	346.55527	-487.93924	1.650468	2426.288408756256
27	4711.0537	5.2693224	4724.0137	4703.693	4658.1157	2.683939	4663.6167	4653.1924	1000.0	1000.0	270000	487.93094	6.5974064	658.17285	352.13742	-488.0878	1.4978731	2534.665693283081
28	4707.9717	3.4745283	4712.9214	4700.693	4657.878	1.7677258	4660.5146	4654.863	1000.0	1000.0	280000	487.2679	6.00808	643.09064	330.52155	-487.4126	1.6840557	2642.331516981125
29	4711.505	5.8437524	4722.6514	4701.693	4657.996	2.2325666	4661.246	4654.236	1000.0	1000.0	290000	487.51648	5.600895	698.2604	211.97456	-487.683	1.563921	2749.8345308303833
30	4710.146	3.8096874	4715.621	4703.3047	4658.636	3.056834	4664.9663	4654.1245	1000.0	1000.0	300000	487.55255	5.496384	734.93695	317.82983	-487.69885	1.5433543	2858.5642387866974
31	4707.8486	5.4848313	4716.118	4699.2837	4658.9976	3.0276113	4664.72	4654.352	1000.0	1000.0	310000	486.8761	5.290517	742.5376	345.14035	-487.0123	1.3905255	2967.179051399231
32	4713.2314	3.0309737	4718.918	4708.756	4657.068	2.712038	4660.8794	4652.449	1000.0	1000.0	320000	486.42007	4.9337826	703.18396	300.73856	-486.5637	1.3675692	3075.234829902649
33	4710.25	3.954857	4717.9155	4704.499	4657.348	2.4312952	4661.93	4653.2744	1000.0	1000.0	330000	486.70926	4.7964077	785.6969	258.41266	-486.8674	1.463652	3183.1576495170593
34	4713.908	5.351076	4723.493	4707.008	4659.232	2.3423402	4663.571	4655.964	1000.0	1000.0	340000	486.81552	4.8741927	585.14856	367.69525	-486.96365	1.133441	3291.0918986797333
35	4709.308	2.947443	4713.6763	4705.701	4657.5576	2.027275	4661.7603	4654.3955	1000.0	1000.0	350000	486.42548	4.855764	644.6523	332.19223	-486.56735	1.3208377	3397.6513924598694
36	4710.483	3.92058	4715.453	4703.809	4658.71	1.4753163	4661.5244	4656.2334	1000.0	1000.0	360000	486.38492	4.571329	646.8799	294.67053	-486.53534	1.2091609	3501.6993474960327
37	4710.9404	2.8489597	4714.9365	4707.5566	4658.4087	2.2158036	4662.971	4656.191	1000.0	1000.0	370000	486.1677	4.5873213	682.7448	354.5073	-486.30054	1.2417017	3597.522267103195
38	4714.9385	5.6036887	4728.3584	4709.189	4656.8486	2.5277812	4662.81	4652.7925	1000.0	1000.0	380000	485.82193	4.283695	592.12823	345.56192	-485.95886	1.1376243	3690.0883750915527
39	4709.5386	3.5291553	4714.3545	4701.7974	4657.3164	2.8636472	4663.0586	4653.214	1000.0	1000.0	390000	485.51486	4.2462916	624.7842	228.9444	-485.6443	1.0836362	3783.4523372650146
40	4708.8726	3.9380949	4714.0493	4702.477	4657.9424	2.7657971	4662.49	4653.7954	1000.0	1000.0	400000	484.88986	4.1188345	674.1346	217.7087	-485.0147	1.1194531	3876.9672701358795
41	4712.1367	5.681194	4718.9023	4702.219	4658.2944	2.1039865	4662.0635	4653.963	1000.0	1000.0	410000	484.90436	4.042512	661.2481	393.44818	-485.03894	0.977015	3970.066414117813
42	4710.3853	4.6175385	4719.48	4705.207	4659.1377	3.7237554	4665.5703	4653.9727	1000.0	1000.0	420000	484.6272	3.9747005	574.09656	220.96844	-484.7468	0.9603862	4063.470832824707
43	4710.8267	4.117677	4715.114	4702.887	4658.8125	2.5723422	4663.392	4655.475	1000.0	1000.0	430000	484.4163	3.94609	657.90967	348.4901	-484.5423	1.2122813	4157.087855100632
44	4709.936	4.4598346	4720.598	4702.7437	4659.2095	2.7110841	4664.431	4655.614	1000.0	1000.0	440000	483.94418	3.9142187	577.253	376.3483	-484.05154	0.8978192	4249.8139526844025
45	4710.823	5.1476297	4722.6934	4705.106	4659.193	3.4506593	4665.2793	4652.952	1000.0	1000.0	450000	483.31763	3.7850063	598.9226	324.15625	-483.4258	0.88280135	4342.844233989716
46	4711.3794	3.8256314	4718.197	4703.903	4658.749	2.4972713	4662.354	4653.6763	1000.0	1000.0	460000	483.04175	3.7348	638.24054	229.87569	-483.15115	0.9023828	4438.675586462021
47	4710.2314	2.9082284	4714.9053	4706.166	4657.7393	2.3118165	4662.215	4654.4165	1000.0	1000.0	470000	482.92902	3.4247968	618.0116	354.76883	-483.03934	0.9357364	4532.686274528503
48	4710.782	3.6761022	4716.3237	4703.8716	4657.4795	2.9930816	4661.862	4653.345	1000.0	1000.0	480000	483.20694	3.397481	609.18085	355.09222	-483.32654	0.801096	4626.136513948441
49	4711.458	3.850429	4716.1577	4702.9067	4657.728	2.160431	4661.929	4654.35	1000.0	1000.0	490000	483.11185	3.454624	638.44775	324.0092	-483.21765	0.98264	4721.877550363541
50	4711.3867	3.433211	4717.809	4706.7036	4657.678	2.9020562	4661.285	4651.426	1000.0	1000.0	500000	482.70273	3.3600607	585.8062	350.94888	-482.80566	0.6742788	4819.1448974609375
51	4710.7236	5.221335	4724.3813	4705.633	4657.7876	2.4933627	4661.1016	4653.599	1000.0	1000.0	510000	482.33786	3.312625	664.00433	381.04755	-482.43774	0.8919996	4917.042338132858
52	4709.663	2.3464172	4713.103	4703.9614	4657.5605	2.642555	4663.542	4654.6235	1000.0	1000.0	520000	482.2707	3.1943417	613.3262	379.09384	-482.3773	0.69490504	5019.18550157547
53	4710.755	4.421218	4721.867	4705.261	4659.125	1.8378773	4662.37	4656.749	1000.0	1000.0	530000	482.17386	3.1741679	626.6799	359.80557	-482.27545	0.77458036	5123.146033525467
54	4710.6455	3.3679419	4715.5635	4704.1226	4657.6953	1.6265306	4660.859	4655.6333	1000.0	1000.0	540000	481.88193	3.2387052	599.9296	329.76727	-481.97324	0.89154905	5226.544748306274
55	4712.331	3.0751767	4716.8105	4705.14	4658.9385	1.8135028	4661.774	4656.2637	1000.0	1000.0	550000	481.2982	3.1995513	633.69104	398.73917	-481.38834	0.75910604	5331.280647993088
56	4710.115	4.6691184	4721.6685	4705.0425	4656.003	1.7631196	4659.477	4653.8945	1000.0	1000.0	560000	481.10373	3.162013	591.184	361.05264	-481.18985	0.756279	5434.909167766571
57	4711.0273	3.0606756	4715.4814	4705.549	4658.2314	3.2195697	4663.459	4654.685	1000.0	1000.0	570000	480.69092	3.1108124	613.1064	301.65417	-480.78296	0.8838206	5537.993214130402
58	4713.886	6.3048286	4725.394	4706.425	4658.3315	2.0159001	4661.057	4654.4233	1000.0	1000.0	580000	481.046	3.1089234	636.63544	364.31363	-481.14255	0.7206859	5642.5862555503845
59	4712.921	1.6170948	4715.643	4709.974	4658.9507	2.3404438	4662.62	4655.6904	1000.0	1000.0	590000	481.18567	3.0034113	600.4991	369.30002	-481.28204	0.67873424	5745.947744846344
60	4708.7124	1.8116165	4711.84	4705.3945	4657.1016	3.2492619	4663.49	4652.2896	1000.0	1000.0	600000	481.09702	3.0103915	597.3731	370.6211	-481.1877	0.7709464	5850.067809343338
61	4710.468	2.6951153	4714.8687	4704.8433	4658.315	2.56403	4662.75	4652.949	1000.0	1000.0	610000	481.05414	2.9599712	569.3344	276.6439	-481.1495	0.7283542	5962.642968654633
62	4709.132	4.292464	4714.278	4701.391	4657.4883	1.2407572	4660.144	4655.8594	1000.0	1000.0	620000	480.80585	2.9188676	591.02435	401.21796	-480.8892	0.63119805	6075.640682697296
63	4711.4233	4.5425506	4717.856	4703.804	4658.837	3.5010154	4664.42	4653.6313	1000.0	1000.0	630000	480.61188	2.916982	558.8735	308.04315	-480.698	0.70412207	6187.894845247269
64	4709.784	4.5717134	4717.8735	4699.9717	4657.4385	2.5195904	4660.58	4653.606	1000.0	1000.0	640000	480.23233	2.8928957	618.7327	369.18472	-480.3083	0.68840957	6301.356855869293
65	4710.6235	2.634983	4716.07	4706.7153	4658.7104	2.773169	4664.329	4654.8584	1000.0	1000.0	650000	479.8918	2.9038658	646.7847	387.42087	-479.96506	0.66312975	6411.730466365814
66	4709.9976	2.9490473	4714.8857	4706.065	4657.281	2.554316	4661.1406	4653.6416	1000.0	1000.0	660000	479.52322	2.8002925	589.3453	395.2191	-479.60065	0.60664254	6527.743156671524
67	4711.9966	4.6263943	4719.918	4705.057	4657.4404	2.2595623	4661.907	4654.359	1000.0	1000.0	670000	479.6581	2.8199682	557.29645	319.7854	-479.739	0.6279474	6649.618452548981
