Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	4682.8594	59.570522	4808.3022	4602.5825	4574.1143	33.208035	4600.5947	4507.2686	1000.0	1000.0	10000	121.524506	53.78621	342.06073	-121.68655	-121.99745	14.4854145	82.28796339035034
2	4643.6157	22.318909	4681.925	4599.5757	4620.175	5.7579293	4631.843	4610.8574	1000.0	1000.0	20000	263.25937	31.800573	396.27094	48.36602	-263.46014	5.977472	169.12346863746643
3	4648.904	10.072801	4666.8384	4637.572	4618.913	7.0934978	4630.404	4603.5303	1000.0	1000.0	30000	345.89743	21.58015	478.53464	141.17435	-346.03104	5.786599	255.07333064079285
4	4654.3486	7.2937474	4667.0225	4638.3965	4616.3877	5.597989	4628.0215	4610.0386	1000.0	1000.0	40000	396.83282	16.254683	662.42065	118.649086	-396.9679	6.3918056	341.99796533584595
5	4641.636	10.045059	4657.858	4626.4175	4618.8584	3.1257944	4625.08	4613.7095	1000.0	1000.0	50000	428.28348	13.196871	824.6333	214.76767	-428.4032	6.3199806	428.58533811569214
6	4645.716	11.912905	4661.2656	4627.193	4615.395	7.4300466	4628.59	4604.69	1000.0	1000.0	60000	447.01727	10.971996	657.846	222.66422	-447.11774	5.846836	515.5067155361176
7	4651.729	11.272626	4680.974	4638.5127	4617.8545	7.8309555	4630.6724	4603.1865	1000.0	1000.0	70000	458.43323	9.234785	634.9479	221.55658	-458.53836	5.7247376	602.440132856369
8	4650.7646	9.522303	4664.747	4634.623	4621.3228	4.6543026	4629.5483	4614.629	1000.0	1000.0	80000	465.64	7.8678846	635.6828	95.91441	-465.7426	4.9289	689.2239270210266
9	4652.451	15.237287	4679.791	4625.4688	4621.402	7.3216743	4629.808	4606.8213	1000.0	1000.0	90000	470.27335	7.3977923	756.16486	275.10617	-470.38275	4.650647	776.2151305675507
10	4647.2295	15.006698	4672.811	4630.576	4616.525	7.431806	4628.6426	4605.0874	1000.0	1000.0	100000	472.97348	6.754547	656.0314	225.78833	-473.07596	4.184689	863.5363035202026
