Epoch	AverageEpRet	StdEpRet	AverageTestEpRet	StdTestEpRet	EpLen	TestEpLen	LossPi	LossQ1	LossQ2	LossV
1	901000.0	18867.963	493800.0	59635.223	1000.0	1000.0	-14241.835	74784.7	73543.61	24698.102
2	910800.0	10647.065	939900.0	7777.5312	1000.0	1000.0	-58456.62	215365.02	210070.62	115969.41
3	894200.0	93888.016	929200.0	13189.39	1000.0	1000.0	-116343.016	665789.56	642937.4	382777.16
4	884000.0	76678.55	990900.0	6106.5537	1000.0	1000.0	-155410.38	1298456.1	1270229.8	696036.94
5	965000.0	8438.009	969000.0	6212.8896	1000.0	1000.0	-179865.03	1521091.4	1479638.4	915398.6
6	902400.0	80028.99	911800.0	32572.38	1000.0	1000.0	-189722.72	1475434.2	1455241.9	991819.75
7	939800.0	23163.764	928800.0	27176.46	1000.0	1000.0	-193251.86	1209315.4	1200660.5	952001.75
8	884600.0	137693.28	921500.0	89150.71	1000.0	1000.0	-194329.12	1009413.3	1015647.25	863709.56
9	940000.0	40472.21	968000.0	11278.298	1000.0	1000.0	-190371.44	900413.0	902288.3	839478.1
10	960800.0	7833.262	921400.0	109414.07	1000.0	1000.0	-182831.75	821276.44	816204.0	811637.94
11	827200.0	167163.88	888300.0	149531.3	1000.0	1000.0	-173469.6	747133.3	746171.2	737324.1
12	808000.0	153460.1	879800.0	139175.28	1000.0	1000.0	-166056.5	744388.8	737925.44	735380.7
13	955800.0	14386.1045	964700.0	28241.99	1000.0	1000.0	-160592.88	739878.3	729106.5	717302.25
14	885200.0	121754.51	930600.0	89058.63	1000.0	1000.0	-158247.55	731735.44	720897.8	684984.2
15	945400.0	16475.436	776800.0	103748.54	1000.0	1000.0	-155254.95	662810.3	655051.44	632136.94
16	941000.0	37984.207	926500.0	29604.898	1000.0	1000.0	-152434.53	611132.75	599726.9	580078.6
17	916400.0	114899.26	933700.0	45782.203	1000.0	1000.0	-148847.89	503361.34	491865.66	496351.34
18	909800.0	57429.61	808600.0	136165.48	1000.0	1000.0	-144741.73	426099.72	418199.5	448620.66
19	736400.0	203705.28	955100.0	19659.35	1000.0	1000.0	-140061.62	352154.53	346003.5	385921.75
