Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-346.3139	30.531727	-301.4901	-387.07468	-1933.9117	1143.2521	-51.397507	-2811.053	1000.0	704.8	5000	10.91656	10.223835	71.548836	-5.106784	-12.781719	1.3745687	33.756590604782104
2	-377.31924	39.19958	-320.42807	-437.5073	-637.0841	888.13165	-40.44859	-3058.621	1000.0	208.1	10000	82.22708	38.290756	223.94461	18.770908	-88.925026	10.907486	56.21401882171631
3	-1774.3224	1092.4402	-44.541462	-2665.602	-2892.3875	45.40498	-2830.0266	-2964.6826	698.3333	1000.0	15000	194.45476	13.895553	289.366	110.88571	-199.62883	27.692787	86.66809701919556
4	-2495.6108	99.30826	-2363.1306	-2632.5825	-2285.712	79.51645	-2164.9685	-2433.1213	1000.0	1000.0	20000	194.25679	10.766955	254.23927	21.948318	-196.31575	14.569208	119.56641387939453
5	-969.4627	803.8716	46.311737	-2218.1108	188.69328	167.17842	366.16614	-194.79521	1000.0	1000.0	25000	157.47824	11.401434	214.98448	-4.7796807	-159.04115	6.3739734	153.26826524734497
6	96.252655	73.402435	164.66039	-41.72428	220.10844	124.747284	402.74	-24.809233	1000.0	1000.0	30000	132.15137	7.108193	201.08002	-13.479996	-133.855	3.9002914	185.8185751438141
7	241.60959	137.17676	371.1433	62.326775	384.43536	115.06638	526.33154	196.70499	1000.0	1000.0	35000	117.281166	5.4020104	185.1826	-32.18457	-118.9369	3.4743953	218.68476271629333
8	258.92197	72.79095	373.7943	175.0686	286.4068	139.12006	519.1073	39.822556	1000.0	1000.0	40000	109.399376	4.9354787	172.5353	-15.039263	-111.0516	3.4602363	252.25122022628784
9	259.56094	99.91992	376.86038	98.49276	374.30695	141.35855	506.50955	69.38867	1000.0	1000.0	45000	105.34296	5.460146	184.83736	-30.143524	-106.9121	3.8320386	286.47127175331116
10	292.65375	119.784	461.1707	129.73303	217.95259	162.08217	430.0797	-73.61784	1000.0	907.5	50000	102.76488	7.2118	204.55246	-28.401299	-104.27622	4.8870764	320.4635715484619
11	52.542683	91.93629	198.1193	-86.75072	-78.62575	258.74707	206.79408	-581.8649	1000.0	1000.0	55000	101.07788	9.649603	214.82886	-26.357304	-102.54406	6.1567545	355.2021882534027
12	-44.53997	141.22043	219.43588	-184.88956	-144.05627	239.69125	214.51018	-589.8578	1000.0	907.6	60000	100.5914	13.547863	245.49544	-31.527857	-102.092964	8.4285145	389.4351816177368
13	-363.40158	372.8973	-35.88129	-1071.4371	-349.53143	127.732574	-168.84277	-599.78046	1000.0	1000.0	65000	101.579834	18.391033	263.62756	-26.830301	-103.1549	10.732182	426.37042450904846
14	-428.35516	151.53636	-206.43938	-672.1647	-640.25165	84.387955	-499.1135	-747.005	1000.0	1000.0	70000	103.60549	23.521515	282.63876	-9.175452	-105.2651	12.648314	464.76498317718506
15	-616.2699	184.32643	-388.11948	-897.4847	-748.70996	336.8495	-468.2407	-1572.6405	864.5	1000.0	75000	107.28246	30.045155	307.51254	-19.101135	-109.03779	14.737295	504.57349967956543
16	-736.47266	169.6798	-420.77255	-906.7494	-965.64923	184.00954	-543.6884	-1236.1896	1000.0	1000.0	80000	110.48486	34.537025	341.52145	-19.485392	-112.24781	15.747173	544.2160058021545
17	-837.52997	128.44334	-637.1946	-1026.7128	-633.05005	153.52446	-465.66077	-925.87885	1000.0	1000.0	85000	110.91091	38.670654	378.11768	-71.46185	-112.601425	15.383497	584.1875174045563
18	-796.7401	159.82555	-607.47955	-1025.583	-681.9173	331.83987	-13.790867	-1326.9149	1000.0	901.6	90000	109.270966	41.91129	361.97946	-30.574013	-110.95454	17.62248	622.9256484508514
19	-738.1907	316.44904	-59.33133	-950.681	-684.0172	129.47653	-491.84268	-904.97363	839.3333	1000.0	95000	107.548615	44.7752	364.80338	-38.84753	-109.25031	20.118876	663.2949199676514
20	-869.62524	344.13638	-326.14496	-1396.8075	-1005.6842	244.70325	-403.06644	-1413.4535	868.6667	922.7	100000	106.457565	48.20395	377.02475	-33.58369	-108.21856	21.978365	702.718418598175
21	-875.14557	361.1267	-132.81305	-1207.1057	-1495.612	312.7215	-836.48364	-2040.9923	843.6667	1000.0	105000	105.46717	50.413	395.67215	-72.738495	-107.25755	23.357874	744.832596540451
22	-1037.8087	597.7343	-153.24602	-1800.1864	-808.6701	639.9478	-64.11283	-1712.6713	736.8571	548.6	110000	103.66557	51.658333	400.8089	-67.65536	-105.38971	23.691265	780.9734678268433
23	-1303.033	193.14996	-1060.3019	-1629.683	-1330.0701	243.85602	-957.2613	-1796.916	1000.0	1000.0	115000	99.55655	52.527027	402.3569	-55.472836	-101.29555	23.467543	822.170800447464
24	-1227.0719	192.30136	-967.13684	-1492.2716	-1432.0493	75.36208	-1307.8193	-1529.7802	1000.0	1000.0	120000	97.83487	53.5671	435.44772	-80.12806	-99.65086	24.32491	862.4845633506775
25	-1090.935	104.30276	-903.34564	-1203.2573	-2007.1693	758.26086	-1302.1187	-2985.3782	1000.0	1000.0	125000	96.51529	53.9274	426.08182	-163.07722	-98.295334	25.369432	902.9167039394379
26	-1063.0629	469.5097	-70.2304	-1480.5237	-1122.9958	111.12249	-960.0458	-1322.5825	838.8333	1000.0	130000	94.633125	55.023853	432.74698	-65.67711	-96.39615	26.823391	943.5724492073059
27	-1319.7972	194.82605	-1071.8479	-1617.8921	-1290.4929	236.61722	-695.88904	-1566.4553	1000.0	935.9	135000	91.86494	56.62339	468.8012	-137.40213	-93.64489	31.897463	983.7176048755646
28	-1251.9548	190.07379	-1028.1093	-1551.0686	-1230.283	535.5818	-85.85467	-1753.3364	1000.0	818.5	140000	89.49965	58.415173	456.44794	-76.34521	-91.260574	33.138042	1021.6902434825897
29	-1064.0922	601.61957	-105.362946	-1614.8467	-1612.3821	154.636	-1425.9988	-1980.3453	705.6667	1000.0	145000	87.8348	62.026752	492.06363	-70.73173	-89.692825	36.45689	1060.866925239563
30	-1387.3304	506.67352	-361.59903	-2052.2112	-1651.8265	158.6226	-1444.273	-1966.2831	864.0	1000.0	150000	87.18163	63.900482	486.01895	-125.330154	-89.03032	39.461365	1102.4495544433594
31	-1592.0935	103.23286	-1446.0383	-1740.897	-1452.9512	86.79967	-1362.6948	-1656.6344	1000.0	1000.0	155000	84.8611	64.28103	480.4362	-113.36978	-86.635185	40.4196	1143.0665538311005
32	-1535.0046	206.144	-1324.869	-1919.8052	-1323.8566	613.8731	-56.58454	-1793.6658	1000.0	811.5	160000	80.62365	63.457386	489.86493	-135.08177	-82.32711	38.212734	1181.2612915039062
33	-1056.2578	726.439	-51.469376	-1778.4572	-1904.8596	205.05344	-1704.3125	-2388.1028	646.625	1000.0	165000	75.65995	61.119946	469.34003	-105.97771	-77.30552	35.030937	1223.1210222244263
34	-1695.9225	111.94961	-1554.7893	-1843.2174	-1581.4327	796.9177	-56.522907	-2618.07	1000.0	815.0	170000	69.34214	59.904892	471.23007	-68.29994	-70.79499	34.045403	1260.7717747688293
